central_bank_code,target_family,target_indicator_key,target_indicator,feature_indicator_key,feature_indicator,feature_category,observations,same_category,lag_score,correlation_score,pca_score,selected_lag,selection_reason,selection_score
BOJ,unemployment,unemployment_rate,Unemployment Rate,balance_of_trade,Balance of Trade,Growth,78,False,0.0,0.2405052309682422,0.2133737597787798,1,"correlated_with_target,pca_driver",0.20165763325728964
BOJ,unemployment,unemployment_rate,Unemployment Rate,tankan_small_manufacturers_index,Tankan Small Manufacturers Index,Sentiment,24,False,0.0,0.4264048168361465,0.2478237529022001,1,"correlated_with_target,pca_driver",0.19509500798617394
BOJ,unemployment,unemployment_rate,Unemployment Rate,capacity_utilization,Capacity Utilization,Growth,75,False,0.0,0.1483799406449401,0.3302692824483402,1,"correlated_with_target,pca_driver",0.18780437456073307
BOJ,unemployment,unemployment_rate,Unemployment Rate,ppi_yoy,PPI (YoY),Inflation,75,False,0.0,0.2109456137985813,0.1624672141296354,1,"correlated_with_target,pca_driver",0.18140376625901972
BOJ,unemployment,unemployment_rate,Unemployment Rate,industrial_production_mom,Industrial Production (MoM),Growth,77,False,0.0,0.1311428153856266,0.2989540259049987,1,"correlated_with_target,pca_driver",0.1804359485014378
BOJ,unemployment,unemployment_rate,Unemployment Rate,retail_sales_mom,Retail Sales (MoM),Growth,75,False,0.0,0.1404363287647748,0.2663012945619772,1,"correlated_with_target,pca_driver",0.17582609281372902
ECB,inflation,core_cpi_yoy,Core HICP (YoY),cpi_index,Consumer Price Index,Inflation,50,True,0.842356078426967,0.0894242053035956,0.283220757098969,6,"lag_relationship,correlated_with_target,pca_driver,same_macro_theme",0.6608706104480592
ECB,inflation,core_cpi_yoy,Core HICP (YoY),cpi_headline_yoy,Headline HICP (YoY),Inflation,76,True,0.0,0.814561578889408,0.4592560903435156,1,"correlated_with_target,pca_driver,same_macro_theme",0.5582568872183497
ECB,inflation,core_cpi_yoy,Core HICP (YoY),cpi_headline_mom,Headline HICP (MoM),Inflation,72,True,0.3895840727269257,0.2029880488563126,0.3774808594230369,6,"lag_relationship,correlated_with_target,pca_driver,same_macro_theme",0.5328313762974658
ECB,inflation,core_cpi_yoy,Core HICP (YoY),consumer_inflation_expectation,Consumer Inflation Expectation,Inflation,76,True,0.4294433646140069,0.0092802833192975,0.5136478377762088,6,"lag_relationship,correlated_with_target,pca_driver,same_macro_theme",0.5180807747385237
ECB,inflation,core_cpi_yoy,Core HICP (YoY),unemployment_rate,Unemployment Rate,Labor,76,False,0.0,0.6806525771202744,0.3711035434790552,1,"correlated_with_target,pca_driver",0.35486130465794063
ECB,inflation,core_cpi_yoy,Core HICP (YoY),zew_economic_sentiment,ZEW Economic Sentiment Index,Sentiment,76,False,0.0,0.6548612845158892,0.3356168132550795,1,"correlated_with_target,pca_driver",0.3418009073430287
ECB,inflation,core_cpi_yoy,Core HICP (YoY),consumer_confidence,Consumer Confidence,Sentiment,77,False,0.0,0.5597588202181725,0.3070804442109299,1,"correlated_with_target,pca_driver",0.3102397126970912
ECB,inflation,core_cpi_yoy,Core HICP (YoY),manufacturing_pmi,Manufacturing PMI,Growth,69,False,0.0,0.307717158078208,0.3022947039742371,1,"correlated_with_target,pca_driver",0.22390935301959797
ECB,inflation,core_cpi_yoy,Core HICP (YoY),construction_output_yoy,Construction Output (YoY),Growth,75,False,0.0,0.0139755689867937,0.5252143092080225,1,"correlated_with_target,pca_driver",0.17672481707724147
ECB,inflation,core_cpi_yoy,Core HICP (YoY),economic_sentiment,Economic Sentiment,Sentiment,77,False,0.0,0.0319983300982511,0.4192522596323578,1,"correlated_with_target,pca_driver",0.168737337974329
ECB,inflation,core_cpi_yoy,Core HICP (YoY),composite_pmi,Composite PMI,Growth,19,False,0.0,0.2728277562399206,0.3867684281633559,1,"correlated_with_target,pca_driver",0.16361359109647955
ECB,inflation,core_cpi_yoy,Core HICP (YoY),construction_output_mom,Construction Output (MoM),Growth,21,False,0.0,0.3815177146092852,0.0,1,correlated_with_target,0.14070531438278555
ECB,inflation,core_cpi_yoy,Core HICP (YoY),gdp_qoq,GDP (QoQ),Growth,24,False,0.0,0.0180523715697244,0.4122818182851361,1,"correlated_with_target,pca_driver",0.09725798421368773
ECB,inflation,core_cpi_yoy,Core HICP (YoY),new_car_sales_yoy,New Car Sales (YoY),Growth,5,False,0.0,0.0,0.0,1,coverage,0.00625
ECB,gdp_growth,gdp_qoq,GDP (QoQ),manufacturing_pmi,Manufacturing PMI,Growth,69,True,0.5162218925829313,0.5162218925829313,0.3022947039742371,0,"lag_relationship,correlated_with_target,pca_driver,same_macro_theme",0.668760625033334
ECB,gdp_growth,gdp_qoq,GDP (QoQ),construction_output_yoy,Construction Output (YoY),Growth,75,True,0.3975140907238545,0.3975140907238546,0.5252143092080225,0,"lag_relationship,correlated_with_target,pca_driver,same_macro_theme",0.6206677144240943
ECB,gdp_growth,gdp_qoq,GDP (QoQ),economic_sentiment,Economic Sentiment,Sentiment,77,False,0.0,0.2670798684440409,0.4192522596323578,1,"correlated_with_target,pca_driver",0.23926179947806595
ECB,gdp_growth,gdp_qoq,GDP (QoQ),composite_pmi,Composite PMI,Growth,19,True,0.0,0.0,0.3867684281633559,1,"pca_driver,same_macro_theme",0.23176526422450336
ECB,gdp_growth,gdp_qoq,GDP (QoQ),consumer_confidence,Consumer Confidence,Sentiment,77,False,0.0,0.2035753324964571,0.3070804442109299,1,"correlated_with_target,pca_driver",0.20338466638057662
ECB,gdp_growth,gdp_qoq,GDP (QoQ),zew_economic_sentiment,ZEW Economic Sentiment Index,Sentiment,76,False,0.0,0.173770761121471,0.3356168132550795,1,"correlated_with_target,pca_driver",0.1974737503247032
ECB,gdp_growth,gdp_qoq,GDP (QoQ),consumer_inflation_expectation,Consumer Inflation Expectation,Inflation,76,False,0.0,0.0730973496522011,0.5136478377762088,1,"correlated_with_target,pca_driver",0.19397638056209165
ECB,gdp_growth,gdp_qoq,GDP (QoQ),unemployment_rate,Unemployment Rate,Labor,76,False,0.0,0.1202106434382069,0.3711035434790552,1,"correlated_with_target,pca_driver",0.18672872455332035
ECB,gdp_growth,gdp_qoq,GDP (QoQ),construction_output_mom,Construction Output (MoM),Growth,21,True,0.0,0.0,0.0,1,same_macro_theme,0.17625
ECB,gdp_growth,gdp_qoq,GDP (QoQ),cpi_headline_mom,Headline HICP (MoM),Inflation,72,False,0.0,0.0883242913693448,0.3774808594230369,1,"correlated_with_target,pca_driver",0.17311941632425898
ECB,gdp_growth,gdp_qoq,GDP (QoQ),cpi_headline_yoy,Headline HICP (YoY),Inflation,76,False,0.0,0.0243818434433535,0.4592560903435156,1,"correlated_with_target,pca_driver",0.17120296658453338
ECB,gdp_growth,gdp_qoq,GDP (QoQ),new_car_sales_yoy,New Car Sales (YoY),Growth,5,True,0.0,0.0,0.0,1,same_macro_theme,0.15625
ECB,gdp_growth,gdp_qoq,GDP (QoQ),core_cpi_yoy,Core HICP (YoY),Inflation,76,False,0.0,0.0180523715697244,0.3428500401250067,1,"correlated_with_target,pca_driver",0.15184321748966834
ECB,gdp_growth,gdp_qoq,GDP (QoQ),cpi_index,Consumer Price Index,Inflation,50,False,0.0,0.0,0.283220757098969,1,pca_driver,0.10498311356484535
ECB,unemployment,unemployment_rate,Unemployment Rate,core_cpi_yoy,Core HICP (YoY),Inflation,76,False,0.0,0.6806525771202744,0.3428500401250067,1,"correlated_with_target,pca_driver",0.35062327915483327
ECB,unemployment,unemployment_rate,Unemployment Rate,zew_economic_sentiment,ZEW Economic Sentiment Index,Sentiment,76,False,0.0,0.4840367024573783,0.3356168132550795,1,"correlated_with_target,pca_driver",0.2905535327254754
ECB,unemployment,unemployment_rate,Unemployment Rate,cpi_headline_yoy,Headline HICP (YoY),Inflation,76,False,0.0,0.4019956073538349,0.4592560903435156,1,"correlated_with_target,pca_driver",0.28448709575767783
ECB,unemployment,unemployment_rate,Unemployment Rate,manufacturing_pmi,Manufacturing PMI,Growth,69,False,0.0,0.5050464140122023,0.3022947039742371,1,"correlated_with_target,pca_driver",0.28310812979979627
ECB,unemployment,unemployment_rate,Unemployment Rate,consumer_inflation_expectation,Consumer Inflation Expectation,Inflation,76,False,0.0,0.3446574096693827,0.5136478377762088,1,"correlated_with_target,pca_driver",0.2754443985672461
ECB,unemployment,unemployment_rate,Unemployment Rate,consumer_confidence,Consumer Confidence,Sentiment,77,False,0.0,0.3179456067461781,0.3070804442109299,1,"correlated_with_target,pca_driver",0.23769574865549292
ECB,unemployment,unemployment_rate,Unemployment Rate,cpi_index,Consumer Price Index,Inflation,50,False,0.0,0.3380092781550137,0.283220757098969,1,"correlated_with_target,pca_driver",0.20638589701134946
ECB,unemployment,unemployment_rate,Unemployment Rate,construction_output_yoy,Construction Output (YoY),Growth,75,False,0.0,0.079241601229179,0.5252143092080225,1,"correlated_with_target,pca_driver",0.19630462674995708
ECB,unemployment,unemployment_rate,Unemployment Rate,cpi_headline_mom,Headline HICP (MoM),Inflation,72,False,0.0,0.07618098707736,0.3774808594230369,1,"correlated_with_target,pca_driver",0.16947642503666355
ECB,unemployment,unemployment_rate,Unemployment Rate,economic_sentiment,Economic Sentiment,Sentiment,77,False,0.0,0.021508069455611,0.4192522596323578,1,"correlated_with_target,pca_driver",0.16559025978153696
ECB,unemployment,unemployment_rate,Unemployment Rate,gdp_qoq,GDP (QoQ),Growth,24,False,0.0,0.1202106434382069,0.4122818182851361,1,"correlated_with_target,pca_driver",0.12790546577423248
ECB,unemployment,unemployment_rate,Unemployment Rate,construction_output_mom,Construction Output (MoM),Growth,21,False,0.0,0.2494878344819083,0.0,1,correlated_with_target,0.10109635034457248
ECB,unemployment,unemployment_rate,Unemployment Rate,composite_pmi,Composite PMI,Growth,19,False,0.0,0.0,0.3867684281633559,1,pca_driver,0.08176526422450338
ECB,unemployment,unemployment_rate,Unemployment Rate,new_car_sales_yoy,New Car Sales (YoY),Growth,5,False,0.0,0.0,0.0,1,coverage,0.00625
FED,inflation,core_cpi_yoy,Core CPI (YoY),consumer_inflation_expectations,Consumer Inflation Expectations,Inflation,37,True,0.9336727940271976,0.8694858285059952,0.2019174675314049,2,"lag_relationship,correlated_with_target,pca_driver,same_macro_theme",0.9075361259937483
FED,inflation,core_cpi_yoy,Core CPI (YoY),ppi_yoy,PPI (YoY),Inflation,36,True,0.9129362551564242,0.7178795254815742,0.1788593287047309,3,"lag_relationship,correlated_with_target,pca_driver,same_macro_theme",0.8480140717705729
FED,inflation,core_cpi_yoy,Core CPI (YoY),cpi_index,CPI Index,Inflation,28,True,0.966247440782488,0.3033360957342074,0.2700469627859365,6,"lag_relationship,correlated_with_target,pca_driver,same_macro_theme",0.7513192214902723
FED,inflation,core_cpi_yoy,Core CPI (YoY),import_prices_yoy,Import Prices (YoY),Inflation,38,True,0.85830449080185,0.4440780141276671,0.1792315315874171,5,"lag_relationship,correlated_with_target,pca_driver,same_macro_theme",0.7438451548372451
FED,inflation,core_cpi_yoy,Core CPI (YoY),cpi_headline_mom,Headline CPI (MoM),Inflation,32,True,0.7822395812824502,0.4106262366940464,0.1762665683044649,5,"lag_relationship,correlated_with_target,pca_driver,same_macro_theme",0.6916356678309863
FED,inflation,core_cpi_yoy,Core CPI (YoY),michigan_inflation_expectations,Michigan Inflation Expectations,Inflation,46,True,0.6460053724814265,0.5883586770619542,0.0,5,"lag_relationship,correlated_with_target,same_macro_theme",0.6747100207352282
FED,inflation,core_cpi_yoy,Core CPI (YoY),core_ppi_mom,Core PPI (MoM),Inflation,32,True,0.6863885865981667,0.3256037431690202,0.0,4,"lag_relationship,correlated_with_target,same_macro_theme",0.5965559869198811
FED,inflation,core_cpi_yoy,Core CPI (YoY),ppi_mom,PPI (MoM),Inflation,35,True,0.7294591497003234,0.2395010206079007,0.0,5,"lag_relationship,correlated_with_target,same_macro_theme",0.5938569235475157
FED,inflation,core_cpi_yoy,Core CPI (YoY),export_prices_mom,Export Prices (MoM),Inflation,37,True,0.7017396603511891,0.1721746592245452,0.0,6,"lag_relationship,correlated_with_target,same_macro_theme",0.5636852449253986
FED,inflation,core_cpi_yoy,Core CPI (YoY),core_pce_price_index_yoy,Core PCE Price Index (YoY),Inflation,45,True,0.0,0.9714440755849152,0.1842462934205236,1,"correlated_with_target,pca_driver,same_macro_theme",0.5253201666885531
FED,inflation,core_cpi_yoy,Core CPI (YoY),import_prices_mom,Import Prices (MoM),Inflation,36,True,0.6667138745587233,0.0668115488524957,0.0,6,"lag_relationship,correlated_with_target,same_macro_theme",0.5150647082071742
FED,inflation,core_cpi_yoy,Core CPI (YoY),core_cpi_mom,Core CPI (MoM),Inflation,34,True,0.0,0.5152023024870142,0.1772916426165493,1,"correlated_with_target,pca_driver,same_macro_theme",0.3736544371385866
FED,inflation,core_cpi_yoy,Core CPI (YoY),umich_inflation_exp_5y,UMich 5Y Inflation Expectations,Inflation,46,True,0.1473124067604092,0.0690528618008016,0.1888945118496748,5,"lag_relationship,correlated_with_target,pca_driver,same_macro_theme",0.3228406183598758
FED,inflation,core_cpi_yoy,Core CPI (YoY),core_pce_price_index_mom,Core PCE Price Index (MoM),Inflation,42,True,0.0,0.3426399342834648,0.0,1,"correlated_with_target,same_macro_theme",0.3052919802850394
FED,gdp_growth,retail_sales_mom,Retail Sales (MoM),ism_manufacturing_employment,ISM Manufacturing Employment,Growth,33,True,0.5272602502056484,0.2494313871394902,0.172621957616524,5,"lag_relationship,correlated_with_target,pca_driver,same_macro_theme",0.5292398223768674
FED,gdp_growth,retail_sales_mom,Retail Sales (MoM),ny_empire_state_mfg,NY Empire State Manufacturing Index,Growth,39,True,0.516197551319703,0.2532715048638836,0.0,5,"lag_relationship,correlated_with_target,same_macro_theme",0.5070203495530314
FED,gdp_growth,retail_sales_mom,Retail Sales (MoM),retail_sales_yoy,Retail Sales (YoY),Growth,41,True,0.3937583991324387,0.3937583991324389,0.0,0,"lag_relationship,correlated_with_target,same_macro_theme",0.49656879934932907
FED,gdp_growth,retail_sales_mom,Retail Sales (MoM),philly_fed_mfg,Philadelphia Fed Manufacturing Index,Growth,40,True,0.3700596731712965,0.2355318825760693,0.1850312188519487,5,"lag_relationship,correlated_with_target,pca_driver,same_macro_theme",0.4649411005276965
FED,gdp_growth,retail_sales_mom,Retail Sales (MoM),sp_global_composite_pmi,S&P Global Composite PMI,Growth,31,True,0.506706267589432,0.0442902907162249,0.2319053830410727,1,"lag_relationship,correlated_with_target,pca_driver,same_macro_theme",0.46484071508627284
FED,gdp_growth,retail_sales_mom,Retail Sales (MoM),sp_global_manufacturing_pmi,S&P Global Manufacturing PMI,Growth,29,True,0.2504446684500276,0.2178021128225039,0.2644540346036514,1,"lag_relationship,correlated_with_target,pca_driver,same_macro_theme",0.4039588398398113
FED,gdp_growth,retail_sales_mom,Retail Sales (MoM),ism_manufacturing_new_orders,ISM Manufacturing New Orders,Growth,33,True,0.3211958505052394,0.2071987077574325,0.0,5,"lag_relationship,correlated_with_target,same_macro_theme",0.3979477450545875
FED,gdp_growth,retail_sales_mom,Retail Sales (MoM),ism_manufacturing_prices,ISM Manufacturing Prices Paid,Growth,33,True,0.2526785790130145,0.2194031280683932,0.0,6,"lag_relationship,correlated_with_target,same_macro_theme",0.3707762989763745
FED,gdp_growth,retail_sales_mom,Retail Sales (MoM),avg_hourly_earnings_mom,Average Hourly Earnings (MoM),Labor,37,False,0.0,0.7935623751115309,0.1916399285961332,1,"correlated_with_target,pca_driver",0.31306470182287927
FED,gdp_growth,retail_sales_mom,Retail Sales (MoM),redbook_yoy,Redbook Retail Sales (YoY),Growth,170,True,0.0,0.0,0.0,1,same_macro_theme,0.25
FED,gdp_growth,retail_sales_mom,Retail Sales (MoM),import_prices_mom,Import Prices (MoM),Inflation,36,False,0.0,0.5920220956869973,0.0,1,correlated_with_target,0.22260662870609918
FED,gdp_growth,retail_sales_mom,Retail Sales (MoM),pce_price_index_mom,PCE Price Index (MoM),Inflation,40,False,0.0,0.4387610664555166,0.1764733354493194,1,"correlated_with_target,pca_driver",0.20809932025405287
FED,gdp_growth,retail_sales_mom,Retail Sales (MoM),average_weekly_hours,Average Weekly Hours,Labor,37,False,0.0,0.4069072357425357,0.2423310205982268,1,"correlated_with_target,pca_driver",0.2046718238124947
FED,gdp_growth,retail_sales_mom,Retail Sales (MoM),adp_employment_change,ADP Employment Change,Labor,35,False,0.0,0.5264577599261564,0.0,1,correlated_with_target,0.20168732797784691
FED,unemployment,unemployment_rate,Unemployment Rate,government_payrolls,Government Payrolls,Labor,37,True,0.9179791207602108,0.9179791207602104,0.0,0,"lag_relationship,correlated_with_target,same_macro_theme",0.884734340570158
FED,unemployment,unemployment_rate,Unemployment Rate,challenger_job_cuts,Challenger Job Cuts,Labor,35,True,0.8513064761078255,0.8513064761078252,0.1754474771620116,0,"lag_relationship,correlated_with_target,pca_driver,same_macro_theme",0.8585469786551708
FED,unemployment,unemployment_rate,Unemployment Rate,participation_rate,Labor Force Participation Rate,Labor,36,True,0.8345479196448112,0.834547919644811,0.2385193763975871,0,"lag_relationship,correlated_with_target,pca_driver,same_macro_theme",0.8566888461932465
FED,unemployment,unemployment_rate,Unemployment Rate,adp_employment_change,ADP Employment Change,Labor,35,True,0.7373595939126923,0.737359593912692,0.0,0,"lag_relationship,correlated_with_target,same_macro_theme",0.7467696954345192
FED,unemployment,unemployment_rate,Unemployment Rate,avg_hourly_earnings_mom,Average Hourly Earnings (MoM),Labor,37,True,0.4702665753985257,0.4446929152496863,0.1916399285961332,1,"lag_relationship,correlated_with_target,pca_driver,same_macro_theme",0.5700238227936624
FED,unemployment,unemployment_rate,Unemployment Rate,average_weekly_hours,Average Weekly Hours,Labor,37,True,0.4213731767579289,0.2058415825641482,0.2423310205982268,6,"lag_relationship,correlated_with_target,pca_driver,same_macro_theme",0.4839700574000465
FED,unemployment,unemployment_rate,Unemployment Rate,avg_hourly_earnings_yoy,Average Hourly Earnings (YoY),Labor,36,True,0.0,0.4644421614976828,0.194139370027787,1,"correlated_with_target,pca_driver,same_macro_theme",0.36345355395347284
FED,unemployment,unemployment_rate,Unemployment Rate,continuing_jobless_claims,Continuing Jobless Claims,Labor,179,True,0.0,0.0,0.1881889012270912,1,"pca_driver,same_macro_theme",0.27822833518406365
FED,unemployment,unemployment_rate,Unemployment Rate,core_pce_price_index_yoy,Core PCE Price Index (YoY),Inflation,45,False,0.0,0.6431087530538449,0.1842462934205236,1,"correlated_with_target,pca_driver",0.276819569929232
FED,unemployment,unemployment_rate,Unemployment Rate,ism_manufacturing_employment,ISM Manufacturing Employment,Growth,33,False,0.0,0.6691841453494806,0.172621957616524,1,"correlated_with_target,pca_driver",0.26789853724732277
FED,unemployment,unemployment_rate,Unemployment Rate,initial_jobless_claims,Initial Jobless Claims,Labor,181,True,0.0,0.0,0.0,1,same_macro_theme,0.25
FED,unemployment,unemployment_rate,Unemployment Rate,jobless_claims_4week_average,Jobless Claims 4-Week Average,Labor,176,True,0.0,0.0,0.0,1,same_macro_theme,0.25
FED,unemployment,unemployment_rate,Unemployment Rate,cpi_headline_yoy,Headline CPI (YoY),Inflation,36,False,0.0,0.5327349228268373,0.196814318781092,1,"correlated_with_target,pca_driver",0.23434262466521502
FED,unemployment,unemployment_rate,Unemployment Rate,core_cpi_mom,Core CPI (MoM),Inflation,34,False,0.0,0.525755929971193,0.1772916426165493,1,"correlated_with_target,pca_driver",0.22682052538384032
RBA,inflation,cpi_headline_yoy,Headline CPI (YoY),producer_price_index_yoy,Producer Price Index (YoY),Inflation,25,True,0.8682017160814696,0.8682017160814695,0.2956188215830626,0,"lag_relationship,correlated_with_target,pca_driver,same_macro_theme",0.8767441102985616
RBA,inflation,cpi_headline_yoy,Headline CPI (YoY),consumer_inflation_expectation,Consumer Inflation Expectation,Inflation,74,True,0.71790334038109,0.7179033403810898,0.2264625412710353,0,"lag_relationship,correlated_with_target,pca_driver,same_macro_theme",0.8148968864764728
RBA,inflation,cpi_headline_yoy,Headline CPI (YoY),commodity_prices_yoy,Commodity Prices (YoY),Inflation,52,True,0.8433031667053957,0.5084359702815391,0.2512596353643246,2,"lag_relationship,correlated_with_target,pca_driver,same_macro_theme",0.7847061614065385
RBA,inflation,cpi_headline_yoy,Headline CPI (YoY),producer_price_index_qoq,Producer Price Index (QoQ),Inflation,25,True,0.6828692620550699,0.6539528798315897,0.2564639821788557,2,"lag_relationship,correlated_with_target,pca_driver,same_macro_theme",0.7231966292010866
RBA,inflation,cpi_headline_yoy,Headline CPI (YoY),import_price_index_qoq,Import Price Index (QoQ),Inflation,25,True,0.7126041224830602,0.2836010532166234,0.1934199016566502,4,"lag_relationship,correlated_with_target,pca_driver,same_macro_theme",0.6160151563308616
RBA,inflation,cpi_headline_yoy,Headline CPI (YoY),export_price_index_qoq,Export Price Index (QoQ),Inflation,25,True,0.721645203143833,0.0197288920775672,0.2361362128161683,5,"lag_relationship,correlated_with_target,pca_driver,same_macro_theme",0.5473294409604202
RBA,inflation,cpi_headline_yoy,Headline CPI (YoY),rba_trimmed_mean_cpi_yoy,RBA Trimmed Mean CPI (YoY),Inflation,25,True,0.0,0.9285343013664856,0.2722453031235465,1,"correlated_with_target,pca_driver,same_macro_theme",0.5006470858784776
RBA,inflation,cpi_headline_yoy,Headline CPI (YoY),rba_weighted_median_cpi_qoq,RBA Weighted Median CPI (QoQ),Inflation,24,True,0.0,0.9187466941855446,0.2903748810399528,1,"correlated_with_target,pca_driver,same_macro_theme",0.4991802404116563
RBA,inflation,cpi_headline_yoy,Headline CPI (YoY),td_mi_inflation_gauge_mom,TD-MI Inflation Gauge (MoM),Inflation,79,True,0.3046469955667749,0.3046469955667749,0.0,0,"lag_relationship,correlated_with_target,same_macro_theme",0.4772352466750812
RBA,inflation,cpi_headline_yoy,Headline CPI (YoY),cpi_headline_qoq,Headline CPI (QoQ),Inflation,26,True,0.0,0.6391010910413403,0.2075938071214254,1,"correlated_with_target,pca_driver,same_macro_theme",0.4053693983806159
RBA,inflation,cpi_headline_yoy,Headline CPI (YoY),private_sector_credit_yoy,Private Sector Credit (YoY),Growth,75,False,0.0,0.6920970840794803,0.2598411121956425,1,"correlated_with_target,pca_driver",0.3403552920531905
RBA,inflation,cpi_headline_yoy,Headline CPI (YoY),balance_of_trade,Balance of Trade,Trade,76,False,0.0,0.4262363866121812,0.2868467633675802,1,"correlated_with_target,pca_driver",0.2658979304887914
RBA,inflation,cpi_headline_yoy,Headline CPI (YoY),nab_business_confidence,NAB Business Confidence,Sentiment,72,False,0.0,0.4758866252157857,0.1734472765812273,1,"correlated_with_target,pca_driver",0.2587830790519198
RBA,inflation,cpi_headline_yoy,Headline CPI (YoY),manufacturing_pmi,Manufacturing PMI,Growth,59,False,0.0,0.4336105530917197,0.3076420442377799,1,"correlated_with_target,pca_driver",0.2499794725631829
RBA,gdp_growth,retail_sales_mom,Retail Sales (MoM),leading_index_mom,Leading Index (MoM),Growth,62,True,0.4417679153823937,0.4417679153823938,0.2402822581941646,0,"lag_relationship,correlated_with_target,pca_driver,same_macro_theme",0.59486827526592
RBA,gdp_growth,retail_sales_mom,Retail Sales (MoM),private_sector_credit_mom,Private Sector Credit (MoM),Growth,73,True,0.32680339993167,0.1370945025507041,0.1629897447250588,5,"lag_relationship,correlated_with_target,pca_driver,same_macro_theme",0.45388834244322157
RBA,gdp_growth,retail_sales_mom,Retail Sales (MoM),services_pmi,Services PMI,Growth,60,True,0.3124188383375445,0.1129287079695575,0.2662468412842586,1,"lag_relationship,correlated_with_target,pca_driver,same_macro_theme",0.4394041158354011
RBA,gdp_growth,retail_sales_mom,Retail Sales (MoM),housing_credit_mom,Housing Credit (MoM),Growth,41,True,0.2340427166940507,0.1785998767296304,0.261330281806111,6,"lag_relationship,correlated_with_target,pca_driver,same_macro_theme",0.3993487278021286
RBA,gdp_growth,retail_sales_mom,Retail Sales (MoM),ai_group_industry_index,Ai Group Industry Index,Growth,36,True,0.2380125253913136,0.2380125253913135,0.0,0,"lag_relationship,correlated_with_target,same_macro_theme",0.37350939404348515
RBA,gdp_growth,retail_sales_mom,Retail Sales (MoM),manufacturing_pmi,Manufacturing PMI,Growth,59,True,0.1734934657842775,0.0402620385203634,0.3076420442377799,1,"lag_relationship,correlated_with_target,pca_driver,same_macro_theme",0.36004697779470085
RBA,gdp_growth,retail_sales_mom,Retail Sales (MoM),ai_group_services_index,Ai Group Services Index,Growth,34,True,0.2631245110256466,0.0355821607160913,0.2538551812410303,2,"lag_relationship,correlated_with_target,pca_driver,same_macro_theme",0.3596589553625229
RBA,gdp_growth,retail_sales_mom,Retail Sales (MoM),ai_group_manufacturing_index,Ai Group Manufacturing Index,Growth,70,True,0.1171251945361255,0.0837114522564638,0.2863480543502006,5,"lag_relationship,correlated_with_target,pca_driver,same_macro_theme",0.3582719813707257
RBA,gdp_growth,retail_sales_mom,Retail Sales (MoM),private_sector_credit_yoy,Private Sector Credit (YoY),Growth,75,True,0.1468332548903594,0.0027474557503138,0.2598411121956425,5,"lag_relationship,correlated_with_target,pca_driver,same_macro_theme",0.34962536825510226
RBA,gdp_growth,retail_sales_mom,Retail Sales (MoM),cpi_headline_qoq,Headline CPI (QoQ),Inflation,26,False,0.0,0.8196148779477881,0.2075938071214254,1,"correlated_with_target,pca_driver",0.3095235344525502
RBA,gdp_growth,retail_sales_mom,Retail Sales (MoM),producer_price_index_qoq,Producer Price Index (QoQ),Inflation,25,False,0.0,0.7130001233595225,0.2564639821788557,1,"correlated_with_target,pca_driver",0.28361963433468507
RBA,gdp_growth,retail_sales_mom,Retail Sales (MoM),employment_change,Employment Change,Labor,76,False,0.0,0.3761784102169323,0.2340182163305727,1,"correlated_with_target,pca_driver",0.2429562555146656
RBA,gdp_growth,retail_sales_mom,Retail Sales (MoM),part_time_employment_change,Part-Time Employment Change,Labor,76,False,0.0,0.349703871714522,0.2046614993990505,1,"correlated_with_target,pca_driver",0.2306103864242142
RBA,gdp_growth,retail_sales_mom,Retail Sales (MoM),westpac_consumer_confidence_change,Westpac Consumer Confidence Change,Sentiment,75,False,0.0,0.4300241355678275,0.0,1,correlated_with_target,0.22275724067034824
RBA,unemployment,unemployment_rate,Unemployment Rate,private_sector_credit_yoy,Private Sector Credit (YoY),Growth,75,False,0.0,0.7778064289252058,0.2598411121956425,1,"correlated_with_target,pca_driver",0.3660680955069081
RBA,unemployment,unemployment_rate,Unemployment Rate,producer_price_index_yoy,Producer Price Index (YoY),Inflation,25,False,0.0,0.9212520148338866,0.2956188215830626,1,"correlated_with_target,pca_driver",0.3519684276876253
RBA,unemployment,unemployment_rate,Unemployment Rate,consumer_inflation_expectation,Consumer Inflation Expectation,Inflation,74,False,0.0,0.7373393958323646,0.2264625412710353,1,"correlated_with_target,pca_driver",0.34767119994036466
RBA,unemployment,unemployment_rate,Unemployment Rate,monthly_cpi_indicator,Monthly CPI Indicator,Inflation,38,False,0.0,0.8245198500425901,0.2526964058736206,1,"correlated_with_target,pca_driver",0.3327604158938201
RBA,unemployment,unemployment_rate,Unemployment Rate,rba_weighted_median_cpi_yoy,RBA Weighted Median CPI (YoY),Inflation,24,False,0.0,0.8481459345249301,0.2612950537863377,1,"correlated_with_target,pca_driver",0.3236380384254297
RBA,unemployment,unemployment_rate,Unemployment Rate,housing_credit_mom,Housing Credit (MoM),Growth,41,False,0.0,0.7620600081951721,0.261330281806111,1,"correlated_with_target,pca_driver",0.31906754472946824
RBA,unemployment,unemployment_rate,Unemployment Rate,rba_weighted_median_cpi_qoq,RBA Weighted Median CPI (QoQ),Inflation,24,False,0.0,0.7729628982752099,0.2903748810399528,1,"correlated_with_target,pca_driver",0.30544510163855587
