central_bank_code,target_family,target_indicator_key,target_indicator,model,split,feature_date,forecast_horizon_periods,actual,prediction,error
BOC,inflation,core_cpi_yoy,Core CPI (YoY),persistence_baseline,validation,2024-04-01,1,-0.7337964791702992,-0.866736961689829,0.13294048251952983
BOC,inflation,core_cpi_yoy,Core CPI (YoY),persistence_baseline,validation,2024-05-01,1,-0.6673262379105345,-0.7337964791702992,0.06647024125976475
BOC,inflation,core_cpi_yoy,Core CPI (YoY),persistence_baseline,validation,2024-06-01,1,-0.8002667204300642,-0.6673262379105345,-0.13294048251952972
BOC,inflation,core_cpi_yoy,Core CPI (YoY),persistence_baseline,validation,2024-07-01,1,-0.933207202949594,-0.8002667204300642,-0.13294048251952983
BOC,inflation,core_cpi_yoy,Core CPI (YoY),persistence_baseline,validation,2024-08-01,1,-0.866736961689829,-0.933207202949594,0.06647024125976497
BOC,inflation,core_cpi_yoy,Core CPI (YoY),persistence_baseline,validation,2024-09-01,1,-0.8002667204300642,-0.866736961689829,0.06647024125976486
BOC,inflation,core_cpi_yoy,Core CPI (YoY),persistence_baseline,validation,2024-10-01,1,-0.866736961689829,-0.8002667204300642,-0.06647024125976486
BOC,inflation,core_cpi_yoy,Core CPI (YoY),persistence_baseline,validation,2024-11-01,1,-0.7337964791702992,-0.866736961689829,0.13294048251952983
BOC,inflation,core_cpi_yoy,Core CPI (YoY),persistence_baseline,validation,2024-12-01,1,-0.5343857553910045,-0.7337964791702992,0.1994107237792947
BOC,inflation,core_cpi_yoy,Core CPI (YoY),persistence_baseline,validation,2025-01-01,1,-0.135564307832415,-0.5343857553910045,0.3988214475585895
BOC,inflation,core_cpi_yoy,Core CPI (YoY),persistence_baseline,validation,2025-02-01,1,-0.4679155141312395,-0.135564307832415,-0.33235120629882453
BOC,inflation,core_cpi_yoy,Core CPI (YoY),persistence_baseline,validation,2025-03-01,1,-0.2685047903519449,-0.4679155141312395,0.19941072377929459
BOC,inflation,core_cpi_yoy,Core CPI (YoY),persistence_baseline,test,2025-04-01,1,-0.2685047903519449,-0.2685047903519449,0.0
BOC,inflation,core_cpi_yoy,Core CPI (YoY),persistence_baseline,test,2025-05-01,1,-0.135564307832415,-0.2685047903519449,0.13294048251952992
BOC,inflation,core_cpi_yoy,Core CPI (YoY),persistence_baseline,test,2025-06-01,1,-0.2020345490921799,-0.135564307832415,-0.06647024125976492
BOC,inflation,core_cpi_yoy,Core CPI (YoY),persistence_baseline,test,2025-07-01,1,-0.2020345490921799,-0.2020345490921799,0.0
BOC,inflation,core_cpi_yoy,Core CPI (YoY),persistence_baseline,test,2025-08-01,1,-0.0690940665726503,-0.2020345490921799,0.1329404825195296
BOC,inflation,core_cpi_yoy,Core CPI (YoY),persistence_baseline,test,2025-09-01,1,-0.0026238253128853,-0.0690940665726503,0.066470241259765
BOC,inflation,core_cpi_yoy,Core CPI (YoY),persistence_baseline,test,2025-10-01,1,-0.0026238253128853,-0.0026238253128853,0.0
BOC,inflation,core_cpi_yoy,Core CPI (YoY),persistence_baseline,test,2025-11-01,1,-0.0690940665726503,-0.0026238253128853,-0.066470241259765
BOC,inflation,core_cpi_yoy,Core CPI (YoY),persistence_baseline,test,2025-12-01,1,-0.2020345490921799,-0.0690940665726503,-0.1329404825195296
BOC,inflation,core_cpi_yoy,Core CPI (YoY),persistence_baseline,test,2026-01-01,1,-0.4014452728714748,-0.2020345490921799,-0.1994107237792949
BOC,inflation,core_cpi_yoy,Core CPI (YoY),persistence_baseline,test,2026-02-01,1,-0.2685047903519449,-0.4014452728714748,0.1329404825195299
BOC,inflation,core_cpi_yoy,Core CPI (YoY),persistence_baseline,test,2026-03-01,1,-0.2685047903519449,-0.2685047903519449,0.0
BOC,inflation,core_cpi_yoy,Core CPI (YoY),ridge,validation,2024-04-01,1,-0.7337964791702992,-0.48339938662372295,-0.25039709254657627
BOC,inflation,core_cpi_yoy,Core CPI (YoY),ridge,validation,2024-05-01,1,-0.6673262379105345,-0.13423817522342715,-0.5330880626871073
BOC,inflation,core_cpi_yoy,Core CPI (YoY),ridge,validation,2024-06-01,1,-0.8002667204300642,-0.05127153853836322,-0.748995181891701
BOC,inflation,core_cpi_yoy,Core CPI (YoY),ridge,validation,2024-07-01,1,-0.933207202949594,-0.39202451067282296,-0.5411826922767711
BOC,inflation,core_cpi_yoy,Core CPI (YoY),ridge,validation,2024-08-01,1,-0.866736961689829,-0.288222510677572,-0.5785144510122571
BOC,inflation,core_cpi_yoy,Core CPI (YoY),ridge,validation,2024-09-01,1,-0.8002667204300642,-0.37967465028799574,-0.42059207014206845
BOC,inflation,core_cpi_yoy,Core CPI (YoY),ridge,validation,2024-10-01,1,-0.866736961689829,-0.539616683317475,-0.327120278372354
BOC,inflation,core_cpi_yoy,Core CPI (YoY),ridge,validation,2024-11-01,1,-0.7337964791702992,-0.5287415050628494,-0.20505497410744977
BOC,inflation,core_cpi_yoy,Core CPI (YoY),ridge,validation,2024-12-01,1,-0.5343857553910045,-0.7628252330859273,0.2284394776949228
BOC,inflation,core_cpi_yoy,Core CPI (YoY),ridge,validation,2025-01-01,1,-0.135564307832415,-0.6505296486788603,0.5149653408464453
BOC,inflation,core_cpi_yoy,Core CPI (YoY),ridge,validation,2025-02-01,1,-0.4679155141312395,-0.5656785292007723,0.09776301506953283
BOC,inflation,core_cpi_yoy,Core CPI (YoY),ridge,validation,2025-03-01,1,-0.2685047903519449,0.081323085477192,-0.3498278758291369
BOC,inflation,core_cpi_yoy,Core CPI (YoY),ridge,test,2025-04-01,1,-0.2685047903519449,0.4701661845029408,-0.7386709748548856
BOC,inflation,core_cpi_yoy,Core CPI (YoY),ridge,test,2025-05-01,1,-0.135564307832415,0.549007221636006,-0.684571529468421
BOC,inflation,core_cpi_yoy,Core CPI (YoY),ridge,test,2025-06-01,1,-0.2020345490921799,0.11050079754189678,-0.31253534663407667
BOC,inflation,core_cpi_yoy,Core CPI (YoY),ridge,test,2025-07-01,1,-0.2020345490921799,-0.2615901932685456,0.05955564417636569
BOC,inflation,core_cpi_yoy,Core CPI (YoY),ridge,test,2025-08-01,1,-0.0690940665726503,0.09003025889925029,-0.15912432547190059
BOC,inflation,core_cpi_yoy,Core CPI (YoY),ridge,test,2025-09-01,1,-0.0026238253128853,-0.019935308280147557,0.017311482967262256
BOC,inflation,core_cpi_yoy,Core CPI (YoY),ridge,test,2025-10-01,1,-0.0026238253128853,-0.15578522910708856,0.15316140379420326
BOC,inflation,core_cpi_yoy,Core CPI (YoY),ridge,test,2025-11-01,1,-0.0690940665726503,-0.01567061924031568,-0.05342344733233462
BOC,inflation,core_cpi_yoy,Core CPI (YoY),ridge,test,2025-12-01,1,-0.2020345490921799,0.14387072792528185,-0.34590527701746177
BOC,inflation,core_cpi_yoy,Core CPI (YoY),ridge,test,2026-01-01,1,-0.4014452728714748,-0.11765563364070011,-0.2837896392307747
BOC,inflation,core_cpi_yoy,Core CPI (YoY),ridge,test,2026-02-01,1,-0.2685047903519449,0.15238131894102025,-0.42088610929296516
BOC,inflation,core_cpi_yoy,Core CPI (YoY),ridge,test,2026-03-01,1,-0.2685047903519449,0.3085363678358689,-0.5770411581878139
BOC,inflation,core_cpi_yoy,Core CPI (YoY),random_forest,validation,2024-04-01,1,-0.7337964791702992,-0.7139404396730156,-0.01985603949728365
BOC,inflation,core_cpi_yoy,Core CPI (YoY),random_forest,validation,2024-05-01,1,-0.6673262379105345,-0.6567267882105162,-0.010599449700018249
BOC,inflation,core_cpi_yoy,Core CPI (YoY),random_forest,validation,2024-06-01,1,-0.8002667204300642,-0.6433793383614181,-0.15688738206864605
BOC,inflation,core_cpi_yoy,Core CPI (YoY),random_forest,validation,2024-07-01,1,-0.933207202949594,-0.6798993793574404,-0.25330782359215365
BOC,inflation,core_cpi_yoy,Core CPI (YoY),random_forest,validation,2024-08-01,1,-0.866736961689829,-0.6642520999253327,-0.20248486176449632
BOC,inflation,core_cpi_yoy,Core CPI (YoY),random_forest,validation,2024-09-01,1,-0.8002667204300642,-0.6822921761573929,-0.11797454427267129
BOC,inflation,core_cpi_yoy,Core CPI (YoY),random_forest,validation,2024-10-01,1,-0.866736961689829,-0.7345608537428677,-0.13217610794696133
BOC,inflation,core_cpi_yoy,Core CPI (YoY),random_forest,validation,2024-11-01,1,-0.7337964791702992,-0.7371748223574877,0.0033783431871884373
BOC,inflation,core_cpi_yoy,Core CPI (YoY),random_forest,validation,2024-12-01,1,-0.5343857553910045,-0.7375553117345401,0.20316955634353562
BOC,inflation,core_cpi_yoy,Core CPI (YoY),random_forest,validation,2025-01-01,1,-0.135564307832415,-0.5896653194619856,0.4541010116295706
BOC,inflation,core_cpi_yoy,Core CPI (YoY),random_forest,validation,2025-02-01,1,-0.4679155141312395,-0.21523940961227073,-0.25267610451896877
BOC,inflation,core_cpi_yoy,Core CPI (YoY),random_forest,validation,2025-03-01,1,-0.2685047903519449,-0.492386936669879,0.22388214631793407
BOC,inflation,core_cpi_yoy,Core CPI (YoY),random_forest,test,2025-04-01,1,-0.2685047903519449,-0.23880922205872693,-0.029695568293217983
BOC,inflation,core_cpi_yoy,Core CPI (YoY),random_forest,test,2025-05-01,1,-0.135564307832415,-0.14880441495604418,0.013240107123629191
BOC,inflation,core_cpi_yoy,Core CPI (YoY),random_forest,test,2025-06-01,1,-0.2020345490921799,-0.03950247469925364,-0.16253207439292627
BOC,inflation,core_cpi_yoy,Core CPI (YoY),random_forest,test,2025-07-01,1,-0.2020345490921799,-0.072994903743219,-0.1290396453489609
BOC,inflation,core_cpi_yoy,Core CPI (YoY),random_forest,test,2025-08-01,1,-0.0690940665726503,-0.05958097166327965,-0.009513094909370648
BOC,inflation,core_cpi_yoy,Core CPI (YoY),random_forest,test,2025-09-01,1,-0.0026238253128853,-0.0791446839449952,0.0765208586321099
BOC,inflation,core_cpi_yoy,Core CPI (YoY),random_forest,test,2025-10-01,1,-0.0026238253128853,-0.09768410227806278,0.09506027696517748
BOC,inflation,core_cpi_yoy,Core CPI (YoY),random_forest,test,2025-11-01,1,-0.0690940665726503,-0.21461897273551928,0.14552490616286898
BOC,inflation,core_cpi_yoy,Core CPI (YoY),random_forest,test,2025-12-01,1,-0.2020345490921799,-0.023693359892592473,-0.17834118919958744
BOC,inflation,core_cpi_yoy,Core CPI (YoY),random_forest,test,2026-01-01,1,-0.4014452728714748,-0.036875617284244905,-0.36456965558722987
BOC,inflation,core_cpi_yoy,Core CPI (YoY),random_forest,test,2026-02-01,1,-0.2685047903519449,-0.1657787520221496,-0.10272603832979532
BOC,inflation,core_cpi_yoy,Core CPI (YoY),random_forest,test,2026-03-01,1,-0.2685047903519449,-0.1429352776612762,-0.1255695126906687
BOC,inflation,core_cpi_yoy,Core CPI (YoY),hist_gradient_boosting,validation,2024-04-01,1,-0.7337964791702992,-0.8266967828752856,0.09290030370498636
BOC,inflation,core_cpi_yoy,Core CPI (YoY),hist_gradient_boosting,validation,2024-05-01,1,-0.6673262379105345,-0.6119864402607691,-0.055339797649765377
BOC,inflation,core_cpi_yoy,Core CPI (YoY),hist_gradient_boosting,validation,2024-06-01,1,-0.8002667204300642,-0.6581394101238849,-0.1421273103061793
BOC,inflation,core_cpi_yoy,Core CPI (YoY),hist_gradient_boosting,validation,2024-07-01,1,-0.933207202949594,-0.715635552310941,-0.21757165063865302
BOC,inflation,core_cpi_yoy,Core CPI (YoY),hist_gradient_boosting,validation,2024-08-01,1,-0.866736961689829,-0.7298489200171258,-0.1368880416727033
BOC,inflation,core_cpi_yoy,Core CPI (YoY),hist_gradient_boosting,validation,2024-09-01,1,-0.8002667204300642,-0.7298489200171258,-0.07041780041293844
BOC,inflation,core_cpi_yoy,Core CPI (YoY),hist_gradient_boosting,validation,2024-10-01,1,-0.866736961689829,-0.8963263361696145,0.02958937447978549
BOC,inflation,core_cpi_yoy,Core CPI (YoY),hist_gradient_boosting,validation,2024-11-01,1,-0.7337964791702992,-0.8899083755501586,0.15611189637985934
BOC,inflation,core_cpi_yoy,Core CPI (YoY),hist_gradient_boosting,validation,2024-12-01,1,-0.5343857553910045,-0.8899083755501586,0.35552262015915403
BOC,inflation,core_cpi_yoy,Core CPI (YoY),hist_gradient_boosting,validation,2025-01-01,1,-0.135564307832415,-0.746172117614931,0.6106078097825159
BOC,inflation,core_cpi_yoy,Core CPI (YoY),hist_gradient_boosting,validation,2025-02-01,1,-0.4679155141312395,-0.411794560353417,-0.0561209537778225
BOC,inflation,core_cpi_yoy,Core CPI (YoY),hist_gradient_boosting,validation,2025-03-01,1,-0.2685047903519449,-0.6640863637743752,0.39558157342243033
BOC,inflation,core_cpi_yoy,Core CPI (YoY),hist_gradient_boosting,test,2025-04-01,1,-0.2685047903519449,-0.6323123849837329,0.36380759463178797
BOC,inflation,core_cpi_yoy,Core CPI (YoY),hist_gradient_boosting,test,2025-05-01,1,-0.135564307832415,-0.7390818782002835,0.6035175703678685
BOC,inflation,core_cpi_yoy,Core CPI (YoY),hist_gradient_boosting,test,2025-06-01,1,-0.2020345490921799,-0.46617172850632604,0.26413717941414616
BOC,inflation,core_cpi_yoy,Core CPI (YoY),hist_gradient_boosting,test,2025-07-01,1,-0.2020345490921799,-0.5988639005253179,0.396829351433138
BOC,inflation,core_cpi_yoy,Core CPI (YoY),hist_gradient_boosting,test,2025-08-01,1,-0.0690940665726503,-0.619792114856777,0.5506980482841267
BOC,inflation,core_cpi_yoy,Core CPI (YoY),hist_gradient_boosting,test,2025-09-01,1,-0.0026238253128853,-0.5940183580389722,0.5913945327260869
BOC,inflation,core_cpi_yoy,Core CPI (YoY),hist_gradient_boosting,test,2025-10-01,1,-0.0026238253128853,-0.46617172850632604,0.46354790319344075
BOC,inflation,core_cpi_yoy,Core CPI (YoY),hist_gradient_boosting,test,2025-11-01,1,-0.0690940665726503,-0.43247328115151484,0.3633792145788646
BOC,inflation,core_cpi_yoy,Core CPI (YoY),hist_gradient_boosting,test,2025-12-01,1,-0.2020345490921799,-0.4264834194843502,0.2244488703921703
BOC,inflation,core_cpi_yoy,Core CPI (YoY),hist_gradient_boosting,test,2026-01-01,1,-0.4014452728714748,-0.5648085126767072,0.16336323980523237
BOC,inflation,core_cpi_yoy,Core CPI (YoY),hist_gradient_boosting,test,2026-02-01,1,-0.2685047903519449,-0.7184635319272843,0.4499587415753394
BOC,inflation,core_cpi_yoy,Core CPI (YoY),hist_gradient_boosting,test,2026-03-01,1,-0.2685047903519449,-0.7337588250853784,0.46525403473343346
BOC,gdp_growth,gdp_mom,GDP (MoM),persistence_baseline,validation,2024-04-01,1,0.0324485182011841,0.0836450691408301,-0.051196550939646
BOC,gdp_growth,gdp_mom,GDP (MoM),persistence_baseline,validation,2024-05-01,1,-0.0187480327384619,0.0324485182011841,-0.051196550939646
BOC,gdp_growth,gdp_mom,GDP (MoM),persistence_baseline,validation,2024-06-01,1,0.0324485182011841,-0.0187480327384619,0.051196550939646
BOC,gdp_growth,gdp_mom,GDP (MoM),persistence_baseline,validation,2024-07-01,1,0.0068502427313611,0.0324485182011841,-0.025598275469823
BOC,gdp_growth,gdp_mom,GDP (MoM),persistence_baseline,validation,2024-08-01,1,-0.0187480327384619,0.0068502427313611,-0.025598275469823
BOC,gdp_growth,gdp_mom,GDP (MoM),persistence_baseline,validation,2024-09-01,1,0.0836450691408301,-0.0187480327384619,0.102393101879292
BOC,gdp_growth,gdp_mom,GDP (MoM),persistence_baseline,validation,2024-10-01,1,-0.1723376855573999,0.0836450691408301,-0.25598275469823
BOC,gdp_growth,gdp_mom,GDP (MoM),persistence_baseline,validation,2024-11-01,1,0.0324485182011841,-0.1723376855573999,0.204786203758584
BOC,gdp_growth,gdp_mom,GDP (MoM),persistence_baseline,validation,2024-12-01,1,0.1348416200804761,0.0324485182011841,0.10239310187929199
BOC,gdp_growth,gdp_mom,GDP (MoM),persistence_baseline,validation,2025-01-01,1,-0.1723376855573999,0.1348416200804761,-0.307179305637876
BOC,gdp_growth,gdp_mom,GDP (MoM),persistence_baseline,validation,2025-02-01,1,-0.0187480327384619,-0.1723376855573999,0.153589652818938
BOC,gdp_growth,gdp_mom,GDP (MoM),persistence_baseline,validation,2025-03-01,1,-0.1211411346177539,-0.0187480327384619,-0.102393101879292
BOC,gdp_growth,gdp_mom,GDP (MoM),persistence_baseline,test,2025-04-01,1,-0.1211411346177539,-0.1211411346177539,0.0
BOC,gdp_growth,gdp_mom,GDP (MoM),persistence_baseline,test,2025-05-01,1,-0.1211411346177539,-0.1211411346177539,0.0
BOC,gdp_growth,gdp_mom,GDP (MoM),persistence_baseline,test,2025-06-01,1,0.0324485182011841,-0.1211411346177539,0.153589652818938
BOC,gdp_growth,gdp_mom,GDP (MoM),persistence_baseline,test,2025-07-01,1,-0.223534236497046,0.0324485182011841,-0.2559827546982301
BOC,gdp_growth,gdp_mom,GDP (MoM),persistence_baseline,test,2025-08-01,1,0.0324485182011841,-0.223534236497046,0.2559827546982301
BOC,gdp_growth,gdp_mom,GDP (MoM),persistence_baseline,test,2025-09-01,1,-0.223534236497046,0.0324485182011841,-0.2559827546982301
BOC,gdp_growth,gdp_mom,GDP (MoM),persistence_baseline,test,2025-10-01,1,-0.0187480327384619,-0.223534236497046,0.2047862037585841
BOC,gdp_growth,gdp_mom,GDP (MoM),persistence_baseline,test,2025-11-01,1,0.0324485182011841,-0.0187480327384619,0.051196550939646
BOC,gdp_growth,gdp_mom,GDP (MoM),persistence_baseline,test,2025-12-01,1,-0.0187480327384619,0.0324485182011841,-0.051196550939646
BOC,gdp_growth,gdp_mom,GDP (MoM),persistence_baseline,test,2026-01-01,1,0.0324485182011841,-0.0187480327384619,0.051196550939646
BOC,gdp_growth,gdp_mom,GDP (MoM),persistence_baseline,test,2026-02-01,1,0.0324485182011841,0.0324485182011841,0.0
BOC,gdp_growth,gdp_mom,GDP (MoM),persistence_baseline,test,2026-03-01,1,0.0324485182011841,0.0324485182011841,0.0
BOC,gdp_growth,gdp_mom,GDP (MoM),ridge,validation,2024-04-01,1,0.0324485182011841,-0.25880913885189044,0.29125765705307455
BOC,gdp_growth,gdp_mom,GDP (MoM),ridge,validation,2024-05-01,1,-0.0187480327384619,-1.5298737610644875,1.5111257283260255
BOC,gdp_growth,gdp_mom,GDP (MoM),ridge,validation,2024-06-01,1,0.0324485182011841,0.10922335133763443,-0.07677483313645034
BOC,gdp_growth,gdp_mom,GDP (MoM),ridge,validation,2024-07-01,1,0.0068502427313611,0.8531871035034585,-0.8463368607720974
BOC,gdp_growth,gdp_mom,GDP (MoM),ridge,validation,2024-08-01,1,-0.0187480327384619,0.11146919772666812,-0.13021723046513
BOC,gdp_growth,gdp_mom,GDP (MoM),ridge,validation,2024-09-01,1,0.0836450691408301,1.4912405768204844,-1.4075955076796542
BOC,gdp_growth,gdp_mom,GDP (MoM),ridge,validation,2024-10-01,1,-0.1723376855573999,2.467713168640788,-2.6400508541981877
BOC,gdp_growth,gdp_mom,GDP (MoM),ridge,validation,2024-11-01,1,0.0324485182011841,-0.08188086117540179,0.11432937937658588
BOC,gdp_growth,gdp_mom,GDP (MoM),ridge,validation,2024-12-01,1,0.1348416200804761,2.488160794688761,-2.353319174608285
BOC,gdp_growth,gdp_mom,GDP (MoM),ridge,validation,2025-01-01,1,-0.1723376855573999,2.148207394296766,-2.320545079854166
BOC,gdp_growth,gdp_mom,GDP (MoM),ridge,validation,2025-02-01,1,-0.0187480327384619,0.013565601093235836,-0.03231363383169773
BOC,gdp_growth,gdp_mom,GDP (MoM),ridge,validation,2025-03-01,1,-0.1211411346177539,-0.28787440592331925,0.16673327130556537
BOC,gdp_growth,gdp_mom,GDP (MoM),ridge,test,2025-04-01,1,-0.1211411346177539,-0.9086179457106489,0.787476811092895
BOC,gdp_growth,gdp_mom,GDP (MoM),ridge,test,2025-05-01,1,-0.1211411346177539,0.17511235574697737,-0.29625349036473125
BOC,gdp_growth,gdp_mom,GDP (MoM),ridge,test,2025-06-01,1,0.0324485182011841,-0.9347284881364589,0.967177006337643
BOC,gdp_growth,gdp_mom,GDP (MoM),ridge,test,2025-07-01,1,-0.223534236497046,-0.2389955001195665,0.015461263622520482
BOC,gdp_growth,gdp_mom,GDP (MoM),ridge,test,2025-08-01,1,0.0324485182011841,-1.6124919275840297,1.6449404457852137
BOC,gdp_growth,gdp_mom,GDP (MoM),ridge,test,2025-09-01,1,-0.223534236497046,0.646974904357404,-0.8705091408544501
BOC,gdp_growth,gdp_mom,GDP (MoM),ridge,test,2025-10-01,1,-0.0187480327384619,0.8753823664420258,-0.8941303991804878
BOC,gdp_growth,gdp_mom,GDP (MoM),ridge,test,2025-11-01,1,0.0324485182011841,-0.9023751221349795,0.9348236403361636
BOC,gdp_growth,gdp_mom,GDP (MoM),ridge,test,2025-12-01,1,-0.0187480327384619,3.5300021343151147,-3.5487501670535764
BOC,gdp_growth,gdp_mom,GDP (MoM),ridge,test,2026-01-01,1,0.0324485182011841,1.7111617529122463,-1.6787132347110623
BOC,gdp_growth,gdp_mom,GDP (MoM),ridge,test,2026-02-01,1,0.0324485182011841,2.1558898360200556,-2.1234413178188714
BOC,gdp_growth,gdp_mom,GDP (MoM),ridge,test,2026-03-01,1,0.0324485182011841,1.577900698189669,-1.545452179988485
BOC,gdp_growth,gdp_mom,GDP (MoM),random_forest,validation,2024-04-01,1,0.0324485182011841,0.04771078812144567,-0.01526226992026157
BOC,gdp_growth,gdp_mom,GDP (MoM),random_forest,validation,2024-05-01,1,-0.0187480327384619,-0.0012795091424981887,-0.017468523595963712
BOC,gdp_growth,gdp_mom,GDP (MoM),random_forest,validation,2024-06-01,1,0.0324485182011841,-0.02851696076275245,0.060965478963936545
BOC,gdp_growth,gdp_mom,GDP (MoM),random_forest,validation,2024-07-01,1,0.0068502427313611,0.025426852138454144,-0.018576609407093044
BOC,gdp_growth,gdp_mom,GDP (MoM),random_forest,validation,2024-08-01,1,-0.0187480327384619,0.07502204256188572,-0.09377007530034762
BOC,gdp_growth,gdp_mom,GDP (MoM),random_forest,validation,2024-09-01,1,0.0836450691408301,-0.010354795007877298,0.0939998641487074
BOC,gdp_growth,gdp_mom,GDP (MoM),random_forest,validation,2024-10-01,1,-0.1723376855573999,0.11397470378580282,-0.2863123893432027
BOC,gdp_growth,gdp_mom,GDP (MoM),random_forest,validation,2024-11-01,1,0.0324485182011841,-0.13724740886155096,0.16969592706273506
BOC,gdp_growth,gdp_mom,GDP (MoM),random_forest,validation,2024-12-01,1,0.1348416200804761,0.06696678610224537,0.06787483397823073
BOC,gdp_growth,gdp_mom,GDP (MoM),random_forest,validation,2025-01-01,1,-0.1723376855573999,0.072024712598671,-0.24436239815607091
BOC,gdp_growth,gdp_mom,GDP (MoM),random_forest,validation,2025-02-01,1,-0.0187480327384619,-0.04411507414704241,0.02536704140858051
BOC,gdp_growth,gdp_mom,GDP (MoM),random_forest,validation,2025-03-01,1,-0.1211411346177539,-0.06092179644045109,-0.06021933817730281
BOC,gdp_growth,gdp_mom,GDP (MoM),random_forest,test,2025-04-01,1,-0.1211411346177539,0.05604963413395047,-0.17719076875170436
BOC,gdp_growth,gdp_mom,GDP (MoM),random_forest,test,2025-05-01,1,-0.1211411346177539,0.03588365532200572,-0.15702478993975963
BOC,gdp_growth,gdp_mom,GDP (MoM),random_forest,test,2025-06-01,1,0.0324485182011841,-0.06728483789859181,0.0997333560997759
BOC,gdp_growth,gdp_mom,GDP (MoM),random_forest,test,2025-07-01,1,-0.223534236497046,-0.07892714505431217,-0.14460709144273384
BOC,gdp_growth,gdp_mom,GDP (MoM),random_forest,test,2025-08-01,1,0.0324485182011841,-0.40138981702670373,0.43383833522788784
BOC,gdp_growth,gdp_mom,GDP (MoM),random_forest,test,2025-09-01,1,-0.223534236497046,-0.0032856262290518277,-0.2202486102679942
BOC,gdp_growth,gdp_mom,GDP (MoM),random_forest,test,2025-10-01,1,-0.0187480327384619,-0.33952319934878017,0.32077516661031824
BOC,gdp_growth,gdp_mom,GDP (MoM),random_forest,test,2025-11-01,1,0.0324485182011841,-0.13483489606544619,0.1672834142666303
BOC,gdp_growth,gdp_mom,GDP (MoM),random_forest,test,2025-12-01,1,-0.0187480327384619,0.08457536144632435,-0.10332339418478625
BOC,gdp_growth,gdp_mom,GDP (MoM),random_forest,test,2026-01-01,1,0.0324485182011841,0.11728643911906907,-0.08483792091788497
BOC,gdp_growth,gdp_mom,GDP (MoM),random_forest,test,2026-02-01,1,0.0324485182011841,0.11419000818427995,-0.08174148998309586
BOC,gdp_growth,gdp_mom,GDP (MoM),random_forest,test,2026-03-01,1,0.0324485182011841,0.057271314601123946,-0.024822796399939846
BOC,gdp_growth,gdp_mom,GDP (MoM),hist_gradient_boosting,validation,2024-04-01,1,0.0324485182011841,0.03194774932387264,0.0005007688773114582
BOC,gdp_growth,gdp_mom,GDP (MoM),hist_gradient_boosting,validation,2024-05-01,1,-0.0187480327384619,0.24272581347761707,-0.26147384621607894
BOC,gdp_growth,gdp_mom,GDP (MoM),hist_gradient_boosting,validation,2024-06-01,1,0.0324485182011841,-0.17929390858586355,0.21174242678704766
BOC,gdp_growth,gdp_mom,GDP (MoM),hist_gradient_boosting,validation,2024-07-01,1,0.0068502427313611,-0.12696092109201362,0.1338111638233747
BOC,gdp_growth,gdp_mom,GDP (MoM),hist_gradient_boosting,validation,2024-08-01,1,-0.0187480327384619,0.13606557293190935,-0.15481360567037125
BOC,gdp_growth,gdp_mom,GDP (MoM),hist_gradient_boosting,validation,2024-09-01,1,0.0836450691408301,0.11353886268529041,-0.029893793544460312
BOC,gdp_growth,gdp_mom,GDP (MoM),hist_gradient_boosting,validation,2024-10-01,1,-0.1723376855573999,0.3700738188666827,-0.5424115044240826
BOC,gdp_growth,gdp_mom,GDP (MoM),hist_gradient_boosting,validation,2024-11-01,1,0.0324485182011841,-0.2690722695845425,0.3015207877857266
BOC,gdp_growth,gdp_mom,GDP (MoM),hist_gradient_boosting,validation,2024-12-01,1,0.1348416200804761,0.7201353391362932,-0.5852937190558172
BOC,gdp_growth,gdp_mom,GDP (MoM),hist_gradient_boosting,validation,2025-01-01,1,-0.1723376855573999,-0.6323378768143831,0.4600001912569832
BOC,gdp_growth,gdp_mom,GDP (MoM),hist_gradient_boosting,validation,2025-02-01,1,-0.0187480327384619,0.29691199743238134,-0.3156600301708432
BOC,gdp_growth,gdp_mom,GDP (MoM),hist_gradient_boosting,validation,2025-03-01,1,-0.1211411346177539,-0.7601257255271432,0.6389845909093893
BOC,gdp_growth,gdp_mom,GDP (MoM),hist_gradient_boosting,test,2025-04-01,1,-0.1211411346177539,-0.3332589065657014,0.2121177719479475
BOC,gdp_growth,gdp_mom,GDP (MoM),hist_gradient_boosting,test,2025-05-01,1,-0.1211411346177539,0.6445912078497554,-0.7657323424675093
BOC,gdp_growth,gdp_mom,GDP (MoM),hist_gradient_boosting,test,2025-06-01,1,0.0324485182011841,0.6208344558649943,-0.5883859376638102
BOC,gdp_growth,gdp_mom,GDP (MoM),hist_gradient_boosting,test,2025-07-01,1,-0.223534236497046,-0.15957296849491592,-0.06396126800213009
BOC,gdp_growth,gdp_mom,GDP (MoM),hist_gradient_boosting,test,2025-08-01,1,0.0324485182011841,-0.94207131042968,0.9745198286308641
BOC,gdp_growth,gdp_mom,GDP (MoM),hist_gradient_boosting,test,2025-09-01,1,-0.223534236497046,-0.018122299164868384,-0.20541193733217764
BOC,gdp_growth,gdp_mom,GDP (MoM),hist_gradient_boosting,test,2025-10-01,1,-0.0187480327384619,0.5254195361735989,-0.5441675689120609
BOC,gdp_growth,gdp_mom,GDP (MoM),hist_gradient_boosting,test,2025-11-01,1,0.0324485182011841,-0.08706291929645181,0.1195114374976359
