central_bank_code,target_family,target_indicator_key,target_indicator,model,split,observations,rmse,mae,mape_pct
RBNZ,inflation,cpi_headline_yoy,Headline CPI (YoY),persistence_baseline,test,12,0.02570668082554967,0.016258332498342912,3.433361376062241
RBNZ,inflation,cpi_headline_yoy,Headline CPI (YoY),ridge,validation,12,5.427775099776191,5.051755788554055,693.4891441541818
RBNZ,inflation,cpi_headline_yoy,Headline CPI (YoY),ridge,test,12,5.952631202345888,5.9515972903483485,1399.279532177825
RBNZ,inflation,cpi_headline_yoy,Headline CPI (YoY),random_forest,validation,12,0.36035620130444607,0.3518497173434713,48.77598170069846
RBNZ,inflation,cpi_headline_yoy,Headline CPI (YoY),random_forest,test,12,0.18873195100149692,0.18751492287515284,43.65363263406438
RBNZ,inflation,cpi_headline_yoy,Headline CPI (YoY),hist_gradient_boosting,validation,12,0.12027286046601858,0.09771982530373462,15.160459438285672
RBNZ,inflation,cpi_headline_yoy,Headline CPI (YoY),hist_gradient_boosting,test,12,0.3678571193347565,0.35798121413613937,84.70200925051681
RBNZ,gdp_growth,balance_of_trade,Balance of Trade,persistence_baseline,validation,12,0.0012034876269236188,0.0010217874374221318,0.3900531963399591
RBNZ,gdp_growth,balance_of_trade,Balance of Trade,persistence_baseline,test,12,0.0009653671699839998,0.0007589601389203828,0.2892472268670591
RBNZ,gdp_growth,balance_of_trade,Balance of Trade,ridge,validation,12,1.3412857570077348,1.0764154450768306,411.85826776347545
RBNZ,gdp_growth,balance_of_trade,Balance of Trade,ridge,test,12,1.690260389947319,1.5072691468152863,575.5161505298834
RBNZ,gdp_growth,balance_of_trade,Balance of Trade,random_forest,validation,12,0.08779922384355648,0.0821236032239617,31.355241348779977
RBNZ,gdp_growth,balance_of_trade,Balance of Trade,random_forest,test,12,0.08601406156928262,0.08062959049347752,30.72969806604507
RBNZ,gdp_growth,balance_of_trade,Balance of Trade,hist_gradient_boosting,validation,12,0.38638495340183104,0.3220247497607452,122.50353694529015
RBNZ,gdp_growth,balance_of_trade,Balance of Trade,hist_gradient_boosting,test,12,0.25205731549895466,0.2509079602153337,95.65820073714114
RBNZ,unemployment,unemployment_rate,Unemployment Rate,persistence_baseline,validation,12,0.08198531376355252,0.06573449032508051,7.452950026885589
RBNZ,unemployment,unemployment_rate,Unemployment Rate,persistence_baseline,test,12,0.03098753591113728,0.021911496775026833,1.5294801631321764
RBNZ,unemployment,unemployment_rate,Unemployment Rate,ridge,validation,12,1.4287845523939895,1.3097219872835089,120.42331932451454
RBNZ,unemployment,unemployment_rate,Unemployment Rate,ridge,test,12,2.103505346514924,2.0997068701939083,140.93401108519768
RBNZ,unemployment,unemployment_rate,Unemployment Rate,random_forest,validation,12,0.7009893888825046,0.6563271549341935,61.89171486521845
RBNZ,unemployment,unemployment_rate,Unemployment Rate,random_forest,test,12,1.2771552399070085,1.2677521243811058,84.73748649822419
RBNZ,unemployment,unemployment_rate,Unemployment Rate,hist_gradient_boosting,validation,12,0.6572417843230359,0.611383126822186,57.064264836444636
RBNZ,unemployment,unemployment_rate,Unemployment Rate,hist_gradient_boosting,test,12,1.1483478607285937,1.1386181053616702,76.13294951218944
SNB,inflation,cpi_headline_yoy,Headline CPI (YoY),persistence_baseline,validation,12,0.143104902055237,0.10967834304197459,52.39325818177216
SNB,inflation,cpi_headline_yoy,Headline CPI (YoY),persistence_baseline,test,12,0.09481975633650759,0.06451667237763213,9.690343886481266
SNB,inflation,cpi_headline_yoy,Headline CPI (YoY),ridge,validation,12,0.4176446300997672,0.36519006875964893,128.4618193520056
SNB,inflation,cpi_headline_yoy,Headline CPI (YoY),ridge,test,12,0.836767571244501,0.7990028336736428,118.98870315932363
SNB,inflation,cpi_headline_yoy,Headline CPI (YoY),random_forest,validation,12,0.23796032454492042,0.20831708879797195,77.56063695681456
SNB,inflation,cpi_headline_yoy,Headline CPI (YoY),random_forest,test,12,0.2315310597263948,0.19031616780623448,29.673401000008674
SNB,inflation,cpi_headline_yoy,Headline CPI (YoY),hist_gradient_boosting,validation,12,0.3406174509923743,0.2949267046825956,103.88463073942577
SNB,inflation,cpi_headline_yoy,Headline CPI (YoY),hist_gradient_boosting,test,12,0.26385691890398794,0.22710006776657596,35.28692243778816
SNB,gdp_growth,gdp_qoq,GDP (QoQ),persistence_baseline,validation,12,0.03940298821752892,0.03829282146826121,107.11820271326093
SNB,gdp_growth,gdp_qoq,GDP (QoQ),persistence_baseline,test,12,0.06422642050021359,0.04842915656280097,186.62194140444612
SNB,gdp_growth,gdp_qoq,GDP (QoQ),ridge,validation,12,0.5174731507753768,0.34425741663005177,1141.6852572128114
SNB,gdp_growth,gdp_qoq,GDP (QoQ),ridge,test,12,1.198254080548222,1.1031275378050671,7941.090240429326
SNB,gdp_growth,gdp_qoq,GDP (QoQ),random_forest,validation,12,0.06013579367462328,0.04442826621813143,101.72937984377712
SNB,gdp_growth,gdp_qoq,GDP (QoQ),random_forest,test,12,0.054599537170791926,0.04490112484856187,257.6810937176813
SNB,gdp_growth,gdp_qoq,GDP (QoQ),hist_gradient_boosting,validation,12,0.377375210739242,0.25496551216067115,957.1727736627827
SNB,gdp_growth,gdp_qoq,GDP (QoQ),hist_gradient_boosting,test,12,1.102886781792711,1.0885118625892223,9852.243513601754
SNB,unemployment,unemployment_rate,Unemployment Rate,persistence_baseline,validation,12,0.21428713071363414,0.1544103118141363,75.21353482005605
SNB,unemployment,unemployment_rate,Unemployment Rate,persistence_baseline,test,12,0.18794224642668642,0.13725361050145446,28.97743695767247
SNB,unemployment,unemployment_rate,Unemployment Rate,ridge,validation,12,0.25973568732785857,0.20106677436633846,82.39137512803705
SNB,unemployment,unemployment_rate,Unemployment Rate,ridge,test,12,0.29261081842769543,0.23688524243875478,50.05976998521555
SNB,unemployment,unemployment_rate,Unemployment Rate,random_forest,validation,12,0.4204524687735381,0.3537249930432232,97.56438660967751
SNB,unemployment,unemployment_rate,Unemployment Rate,random_forest,test,12,0.2066929014599034,0.16367080131689923,40.620141089024415
SNB,unemployment,unemployment_rate,Unemployment Rate,hist_gradient_boosting,validation,12,0.21111416263619043,0.17138505087495895,34.40604289416947
SNB,unemployment,unemployment_rate,Unemployment Rate,hist_gradient_boosting,test,12,0.4316936574670672,0.37815150350983834,83.36519541667619
