component_id,index_date,country_code,currency_code,macro_theme,headline_target_type,candidate_indicator_id,candidate_indicator_key,feature_release_timestamp_utc,normalized_signal,directional_signal,assigned_weight,weighted_signal,observation_pairs,abs_correlation,component_available,processed_at
44724,2025-01-23,CA,CAD,Inflation,CPI,160,core_cpi_mom,2025-01-21T13:30:00+00:00,-1.526117,-1.526117,0.292715,-0.446717,41,0.514777,True,2026-04-21T08:13:09.357652+00:00
44725,2025-01-23,CA,CAD,Inflation,CPI,165,ppi_yoy,2025-01-22T13:30:00+00:00,1.971722,-1.971722,0.225747,-0.445110,27,0.610777,True,2026-04-21T08:13:09.357652+00:00
44726,2025-01-23,CA,CAD,Labor,UNEMPLOYMENT,155,employment_change,2025-01-10T13:30:00+00:00,2.889545,2.889545,0.134200,0.387777,72,0.463277,True,2026-04-21T08:13:09.357652+00:00
44727,2025-01-23,CA,CAD,Labor,UNEMPLOYMENT,156,full_time_employment_change,2025-01-10T13:30:00+00:00,0.272283,0.272283,0.131813,0.035890,72,0.455037,True,2026-04-21T08:13:09.357652+00:00
44728,2025-01-23,CA,CAD,Labor,UNEMPLOYMENT,157,part_time_employment_change,2025-01-10T13:30:00+00:00,0.913773,0.913773,0.132858,0.121402,72,0.458645,True,2026-04-21T08:13:09.357652+00:00
44729,2025-01-23,CA,CAD,Labor,UNEMPLOYMENT,210,retail_sales_mom,2025-01-23T13:30:00+00:00,-2.491009,-2.491009,0.204609,-0.509683,81,0.459120,True,2026-04-21T08:13:09.357652+00:00
44730,2025-01-23,CA,CAD,Labor,UNEMPLOYMENT,211,gdp_mom,2024-12-23T13:30:00+00:00,1.565248,1.565248,0.143658,0.224860,93,0.495928,True,2026-04-21T08:13:09.357652+00:00
44731,2025-01-23,CA,CAD,Labor,UNEMPLOYMENT,213,imports,2025-01-07T13:30:00+00:00,2.679635,2.679635,0.252861,0.677575,73,0.567393,True,2026-04-21T08:13:09.357652+00:00
44732,2025-01-23,EU,EUR,Growth,GDP,94,construction_output_yoy,2025-01-20T10:00:00+00:00,1.571296,-1.571296,0.184660,-0.290156,52,0.471297,True,2026-04-21T08:13:09.357652+00:00
44733,2025-01-23,EU,EUR,Growth,GDP,95,zew_economic_sentiment,2025-01-21T10:00:00+00:00,0.603628,-0.603628,0.229268,-0.138393,52,0.585147,True,2026-04-21T08:13:09.357652+00:00
44734,2025-01-23,EU,EUR,Growth,GDP,96,consumer_confidence,2025-01-23T15:00:00+00:00,-1.130101,1.130101,0.159518,0.180271,98,0.407127,True,2026-04-21T08:13:09.357652+00:00
44735,2025-01-23,EU,EUR,Growth,GDP,97,manufacturing_pmi,2025-01-02T09:00:00+00:00,-0.306970,-0.306970,0.171621,-0.052682,90,0.438019,True,2026-04-21T08:13:09.357652+00:00
44736,2025-01-23,EU,EUR,Growth,GDP,189,economic_sentiment,2025-01-21T10:00:00+00:00,-1.639814,1.639814,0.254933,0.418043,64,0.650649,True,2026-04-21T08:13:09.357652+00:00
44737,2025-01-23,EU,EUR,Inflation,CPI,89,core_cpi_yoy,2025-01-17T10:00:00+00:00,-0.035845,-0.035845,0.132642,-0.004755,247,0.503680,True,2026-04-21T08:13:09.357652+00:00
44738,2025-01-23,EU,EUR,Inflation,CPI,90,unemployment_rate,2025-01-07T10:00:00+00:00,-0.956183,0.956183,0.105662,0.101032,130,0.401232,True,2026-04-21T08:13:09.357652+00:00
44739,2025-01-23,EU,EUR,Inflation,CPI,91,gdp_qoq,2024-12-06T10:00:00+00:00,0.956183,-0.956183,0.108005,-0.103273,105,0.410129,True,2026-04-21T08:13:09.357652+00:00
44740,2025-01-23,EU,EUR,Inflation,CPI,93,construction_output_mom,2025-01-20T10:00:00+00:00,0.721118,0.721118,0.163382,0.117818,26,0.620410,True,2026-04-21T08:13:09.357652+00:00
44741,2025-01-23,EU,EUR,Inflation,CPI,97,manufacturing_pmi,2025-01-02T09:00:00+00:00,-0.306970,0.306970,0.107728,0.033069,207,0.409074,True,2026-04-21T08:13:09.357652+00:00
44742,2025-01-23,EU,EUR,Inflation,CPI,98,services_pmi,2024-01-04T09:00:00+00:00,-2.401175,2.401175,0.075757,0.181906,40,0.442574,True,2026-04-21T08:13:09.357652+00:00
44743,2025-01-23,EU,EUR,Inflation,CPI,99,composite_pmi,2024-01-04T09:00:00+00:00,-3.230442,3.230442,0.078907,0.254904,40,0.460976,True,2026-04-21T08:13:09.357652+00:00
44744,2025-01-23,EU,EUR,Inflation,CPI,188,cpi_index,2025-01-17T10:00:00+00:00,0.830127,0.830127,0.111836,0.092838,125,0.424674,True,2026-04-21T08:13:09.357652+00:00
44745,2025-01-23,EU,EUR,Inflation,CPI,190,consumer_inflation_expectation,2025-01-08T10:00:00+00:00,1.824745,1.824745,0.116080,0.211816,128,0.440792,True,2026-04-21T08:13:09.357652+00:00
44746,2025-01-23,JP,JPY,Growth,GDP,105,tertiary_industry_index_mom,2025-01-20T04:30:00+00:00,-0.109226,-0.109226,0.139008,-0.015183,43,0.616658,True,2026-04-21T08:13:09.357652+00:00
44747,2025-01-23,JP,JPY,Growth,GDP,108,exports_yoy,2025-01-22T23:50:00+00:00,-0.327177,0.327177,0.105051,0.034370,41,0.466019,True,2026-04-21T08:13:09.357652+00:00
44748,2025-01-23,JP,JPY,Growth,GDP,109,imports_yoy,2025-01-22T23:50:00+00:00,-0.223025,0.223025,0.152056,0.033912,41,0.674541,True,2026-04-21T08:13:09.357652+00:00
44749,2025-01-23,JP,JPY,Growth,GDP,111,services_pmi,2025-01-06T00:30:00+00:00,0.950871,0.950871,0.065217,0.062013,86,0.445091,True,2026-04-21T08:13:09.357652+00:00
44750,2025-01-23,JP,JPY,Growth,GDP,112,composite_pmi,2025-01-06T00:30:00+00:00,0.113796,0.113796,0.074204,0.008444,85,0.506425,True,2026-04-21T08:13:09.357652+00:00
44751,2025-01-23,JP,JPY,Growth,GDP,192,industrial_production_mom,2025-01-20T04:30:00+00:00,-1.008806,-1.008806,0.122472,-0.123550,107,0.543302,True,2026-04-21T08:13:09.357652+00:00
44752,2025-01-23,JP,JPY,Growth,GDP,193,industrial_production_yoy,2025-01-20T04:30:00+00:00,-0.715145,-0.715145,0.115039,-0.082270,90,0.510327,True,2026-04-21T08:13:09.357652+00:00
44753,2025-01-23,JP,JPY,Growth,GDP,194,leading_economic_index,2025-01-10T05:00:00+00:00,-1.614360,1.614360,0.129534,0.209115,86,0.574630,True,2026-04-21T08:13:09.357652+00:00
44754,2025-01-23,JP,JPY,Growth,GDP,196,machine_tool_orders_yoy,2025-01-15T06:00:00+00:00,1.288865,1.288865,0.097419,0.125560,43,0.432163,True,2026-04-21T08:13:09.357652+00:00
44755,2025-01-23,JP,JPY,Inflation,CPI,101,cpi_headline_yoy,2025-01-23T23:30:00+00:00,3.086975,3.086975,0.318654,0.983677,66,0.533095,True,2026-04-21T08:13:09.357652+00:00
44756,2025-01-23,JP,JPY,Inflation,CPI,102,core_cpi_yoy,2025-01-23T23:30:00+00:00,1.937316,1.937316,0.280733,0.543869,64,0.469655,True,2026-04-21T08:13:09.357652+00:00
44757,2025-01-23,JP,JPY,Inflation,CPI,196,machine_tool_orders_yoy,2025-01-15T06:00:00+00:00,1.288865,-1.288865,0.400614,-0.516337,67,0.435637,True,2026-04-21T08:13:09.357652+00:00
44758,2025-01-23,UK,GBP,Growth,GDP,58,gdp_mom,2025-01-16T07:00:00+00:00,-0.239046,0.239046,0.103828,0.024820,38,0.897497,True,2026-04-21T08:13:09.357652+00:00
44759,2025-01-23,UK,GBP,Growth,GDP,59,gdp_yoy,2025-01-16T07:00:00+00:00,-0.722897,0.722897,0.088593,0.064044,38,0.765807,True,2026-04-21T08:13:09.357652+00:00
44760,2025-01-23,UK,GBP,Growth,GDP,64,retail_sales_mom,2025-01-17T07:00:00+00:00,-0.904875,-0.904875,0.061061,-0.055253,40,0.812022,True,2026-04-21T08:13:09.357652+00:00
44761,2025-01-23,UK,GBP,Growth,GDP,65,industrial_production_yoy,2025-01-16T07:00:00+00:00,-1.090305,-1.090305,0.068080,-0.074228,44,0.588490,True,2026-04-21T08:13:09.357652+00:00
44762,2025-01-23,UK,GBP,Growth,GDP,80,house_price_index_yoy,2025-01-20T00:01:00+00:00,-0.620081,0.620081,0.095402,0.059157,49,0.824663,True,2026-04-21T08:13:09.357652+00:00
44763,2025-01-23,UK,GBP,Growth,GDP,81,public_sector_net_borrowing,2025-01-22T07:00:00+00:00,4.904103,-4.904103,0.065728,-0.322337,39,0.568163,True,2026-04-21T08:13:09.357652+00:00
44764,2025-01-23,UK,GBP,Growth,GDP,83,cbi_industrial_trends_orders,2025-01-23T11:00:00+00:00,-0.614192,-0.614192,0.051221,-0.031460,42,0.442761,True,2026-04-21T08:13:09.357652+00:00
44765,2025-01-23,UK,GBP,Growth,GDP,84,consumer_confidence,2024-12-13T00:01:00+00:00,0.000000,0.000000,0.075269,0.000000,42,0.650631,True,2026-04-21T08:13:09.357652+00:00
44766,2025-01-23,UK,GBP,Growth,GDP,85,retail_sales_yoy,2025-01-17T07:00:00+00:00,1.142509,-1.142509,0.108616,-0.124095,40,0.938885,True,2026-04-21T08:13:09.357652+00:00
44767,2025-01-23,UK,GBP,Growth,GDP,86,retail_sales_ex_fuel_mom,2025-01-17T07:00:00+00:00,-1.202676,1.202676,0.056576,0.068043,40,0.752389,True,2026-04-21T08:13:09.357652+00:00
44768,2025-01-23,UK,GBP,Growth,GDP,87,retail_sales_ex_fuel_yoy,2025-01-17T07:00:00+00:00,0.662531,-0.662531,0.103458,-0.068544,40,0.894301,True,2026-04-21T08:13:09.357652+00:00
44769,2025-01-23,UK,GBP,Growth,GDP,185,niesr_monthly_gdp_tracker,2024-12-13T07:00:00+00:00,-0.956183,-0.956183,0.056858,-0.054367,59,0.491490,True,2026-04-21T08:13:09.357652+00:00
44770,2025-01-23,UK,GBP,Growth,GDP,186,house_price_index_mom,2025-01-20T00:01:00+00:00,2.382345,2.382345,0.065310,0.155591,47,0.564546,True,2026-04-21T08:13:09.357652+00:00
44771,2025-01-23,UK,GBP,Inflation,CPI,48,core_cpi_yoy,2025-01-15T07:00:00+00:00,-1.095445,-1.095445,0.092713,-0.101562,68,0.518707,True,2026-04-21T08:13:09.357652+00:00
44772,2025-01-23,UK,GBP,Inflation,CPI,49,cpi_headline_yoy,2025-01-15T07:00:00+00:00,0.925820,0.925820,0.051219,0.047420,73,0.440855,True,2026-04-21T08:13:09.357652+00:00
44773,2025-01-23,UK,GBP,Inflation,CPI,51,ppi_output_yoy,2025-01-15T07:00:00+00:00,0.460921,0.460921,0.072136,0.033249,55,0.403585,True,2026-04-21T08:13:09.357652+00:00
44774,2025-01-23,UK,GBP,Inflation,CPI,57,avg_earnings_excl_bonus,2025-01-21T07:00:00+00:00,3.523084,3.523084,0.071797,0.252947,83,0.401689,True,2026-04-21T08:13:09.357652+00:00
44775,2025-01-23,UK,GBP,Inflation,CPI,61,manufacturing_pmi,2025-01-02T09:30:00+00:00,-2.086066,2.086066,0.102600,0.214030,37,0.574024,True,2026-04-21T08:13:09.357652+00:00
44776,2025-01-23,UK,GBP,Inflation,CPI,62,services_pmi,2025-01-06T09:30:00+00:00,-0.306186,-0.306186,0.050274,-0.015393,43,0.432722,True,2026-04-21T08:13:09.357652+00:00
44777,2025-01-23,UK,GBP,Inflation,CPI,63,composite_pmi,2025-01-06T09:30:00+00:00,-0.830278,0.830278,0.063579,0.052788,39,0.547249,True,2026-04-21T08:13:09.357652+00:00
44778,2025-01-23,UK,GBP,Inflation,CPI,71,core_cpi_mom,2025-01-15T07:00:00+00:00,0.395628,0.395628,0.112843,0.044644,65,0.631329,True,2026-04-21T08:13:09.357652+00:00
44779,2025-01-23,UK,GBP,Inflation,CPI,74,ppi_core_output_mom,2024-11-20T07:00:00+00:00,1.434274,1.434274,0.073206,0.104997,48,0.409570,True,2026-04-21T08:13:09.357652+00:00
44780,2025-01-23,UK,GBP,Inflation,CPI,75,ppi_core_output_yoy,2025-01-15T07:00:00+00:00,0.365148,0.365148,0.075101,0.027423,54,0.420175,True,2026-04-21T08:13:09.357652+00:00
44781,2025-01-23,UK,GBP,Inflation,CPI,76,ppi_input_mom,2025-01-15T07:00:00+00:00,1.213384,1.213384,0.089229,0.108269,59,0.499213,True,2026-04-21T08:13:09.357652+00:00
44782,2025-01-23,UK,GBP,Inflation,CPI,78,retail_price_index_mom,2025-01-15T07:00:00+00:00,0.277350,0.277350,0.091848,0.025474,65,0.790565,True,2026-04-21T08:13:09.357652+00:00
44783,2025-01-23,UK,GBP,Inflation,CPI,79,retail_price_index_yoy,2025-01-15T07:00:00+00:00,0.370220,0.370220,0.053455,0.019790,70,0.460104,True,2026-04-21T08:13:09.357652+00:00
44784,2025-01-23,UK,GBP,Labor,UNEMPLOYMENT,83,cbi_industrial_trends_orders,2025-01-23T11:00:00+00:00,-0.614192,0.614192,1.000000,0.614192,71,0.425752,True,2026-04-21T08:13:09.357652+00:00
44785,2025-01-24,CA,CAD,Growth,GDP,164,manufacturing_sales_mom,2025-01-24T13:30:00+00:00,0.016401,0.016401,0.129988,0.002132,122,0.568683,True,2026-04-21T08:13:09.357652+00:00
44786,2025-01-24,CA,CAD,Growth,GDP,169,retail_sales_yoy,2025-01-23T13:30:00+00:00,1.224894,1.224894,0.123198,0.150904,59,0.538980,True,2026-04-21T08:13:09.357652+00:00
44787,2025-01-24,CA,CAD,Growth,GDP,170,retail_sales_ex_autos_mom,2025-01-23T13:30:00+00:00,-1.543487,-1.543487,0.170953,-0.263864,58,0.747905,True,2026-04-21T08:13:09.357652+00:00
44788,2025-01-24,CA,CAD,Growth,GDP,210,retail_sales_mom,2025-01-23T13:30:00+00:00,-2.491009,2.491009,0.159195,0.396556,106,0.696465,True,2026-04-21T08:13:09.357652+00:00
44789,2025-01-24,CA,CAD,Growth,GDP,212,wholesale_sales_mom,2025-01-15T13:30:00+00:00,-1.005141,-1.005141,0.113690,-0.114274,133,0.497381,True,2026-04-21T08:13:09.357652+00:00
44790,2025-01-24,CA,CAD,Growth,GDP,213,imports,2025-01-07T13:30:00+00:00,2.679635,2.679635,0.163386,0.437815,58,0.714797,True,2026-04-21T08:13:09.357652+00:00
44791,2025-01-24,CA,CAD,Growth,GDP,214,exports,2025-01-07T13:30:00+00:00,0.996061,0.996061,0.139590,0.139040,58,0.610694,True,2026-04-21T08:13:09.357652+00:00
44792,2025-01-24,CA,CAD,Inflation,CPI,152,cpi_headline_yoy,2025-01-21T13:30:00+00:00,-0.617213,-0.617213,0.244225,-0.150739,76,0.429502,True,2026-04-21T08:13:09.357652+00:00
44793,2025-01-24,CA,CAD,Inflation,CPI,153,core_cpi_yoy,2025-01-21T13:30:00+00:00,2.151411,2.151411,0.237314,0.510560,72,0.417347,True,2026-04-21T08:13:09.357652+00:00
44794,2025-01-24,CA,CAD,Inflation,CPI,160,core_cpi_mom,2025-01-21T13:30:00+00:00,-1.526117,-1.526117,0.292715,-0.446717,41,0.514777,True,2026-04-21T08:13:09.357652+00:00
44795,2025-01-24,CA,CAD,Inflation,CPI,165,ppi_yoy,2025-01-22T13:30:00+00:00,1.971722,-1.971722,0.225747,-0.445110,27,0.610777,True,2026-04-21T08:13:09.357652+00:00
44796,2025-01-24,CA,CAD,Labor,UNEMPLOYMENT,155,employment_change,2025-01-10T13:30:00+00:00,2.889545,2.889545,0.134200,0.387777,72,0.463277,True,2026-04-21T08:13:09.357652+00:00
44797,2025-01-24,CA,CAD,Labor,UNEMPLOYMENT,156,full_time_employment_change,2025-01-10T13:30:00+00:00,0.272283,0.272283,0.131813,0.035890,72,0.455037,True,2026-04-21T08:13:09.357652+00:00
44798,2025-01-24,CA,CAD,Labor,UNEMPLOYMENT,157,part_time_employment_change,2025-01-10T13:30:00+00:00,0.913773,0.913773,0.132858,0.121402,72,0.458645,True,2026-04-21T08:13:09.357652+00:00
44799,2025-01-24,CA,CAD,Labor,UNEMPLOYMENT,210,retail_sales_mom,2025-01-23T13:30:00+00:00,-2.491009,-2.491009,0.204609,-0.509683,81,0.459120,True,2026-04-21T08:13:09.357652+00:00
44800,2025-01-24,CA,CAD,Labor,UNEMPLOYMENT,211,gdp_mom,2024-12-23T13:30:00+00:00,1.565248,1.565248,0.143658,0.224860,93,0.495928,True,2026-04-21T08:13:09.357652+00:00
44801,2025-01-24,CA,CAD,Labor,UNEMPLOYMENT,213,imports,2025-01-07T13:30:00+00:00,2.679635,2.679635,0.252861,0.677575,73,0.567393,True,2026-04-21T08:13:09.357652+00:00
44802,2025-01-24,JP,JPY,Growth,GDP,105,tertiary_industry_index_mom,2025-01-20T04:30:00+00:00,-0.109226,-0.109226,0.139008,-0.015183,43,0.616658,True,2026-04-21T08:13:09.357652+00:00
44803,2025-01-24,JP,JPY,Growth,GDP,108,exports_yoy,2025-01-22T23:50:00+00:00,-0.327177,0.327177,0.105051,0.034370,41,0.466019,True,2026-04-21T08:13:09.357652+00:00
44804,2025-01-24,JP,JPY,Growth,GDP,109,imports_yoy,2025-01-22T23:50:00+00:00,-0.223025,0.223025,0.152056,0.033912,41,0.674541,True,2026-04-21T08:13:09.357652+00:00
44805,2025-01-24,JP,JPY,Growth,GDP,111,services_pmi,2025-01-24T00:30:00+00:00,2.723878,2.723878,0.065217,0.177643,86,0.445091,True,2026-04-21T08:13:09.357652+00:00
44806,2025-01-24,JP,JPY,Growth,GDP,112,composite_pmi,2025-01-24T00:30:00+00:00,1.731552,1.731552,0.074204,0.128488,85,0.506425,True,2026-04-21T08:13:09.357652+00:00
44807,2025-01-24,JP,JPY,Growth,GDP,192,industrial_production_mom,2025-01-20T04:30:00+00:00,-1.008806,-1.008806,0.122472,-0.123550,107,0.543302,True,2026-04-21T08:13:09.357652+00:00
44808,2025-01-24,JP,JPY,Growth,GDP,193,industrial_production_yoy,2025-01-20T04:30:00+00:00,-0.715145,-0.715145,0.115039,-0.082270,90,0.510327,True,2026-04-21T08:13:09.357652+00:00
44809,2025-01-24,JP,JPY,Growth,GDP,194,leading_economic_index,2025-01-10T05:00:00+00:00,-1.614360,1.614360,0.129534,0.209115,86,0.574630,True,2026-04-21T08:13:09.357652+00:00
44810,2025-01-24,JP,JPY,Growth,GDP,196,machine_tool_orders_yoy,2025-01-15T06:00:00+00:00,1.288865,1.288865,0.097419,0.125560,43,0.432163,True,2026-04-21T08:13:09.357652+00:00
44811,2025-01-24,JP,JPY,Inflation,CPI,101,cpi_headline_yoy,2025-01-23T23:30:00+00:00,3.086975,3.086975,0.318654,0.983677,66,0.533095,True,2026-04-21T08:13:09.357652+00:00
44812,2025-01-24,JP,JPY,Inflation,CPI,102,core_cpi_yoy,2025-01-23T23:30:00+00:00,1.937316,1.937316,0.280733,0.543869,64,0.469655,True,2026-04-21T08:13:09.357652+00:00
44813,2025-01-24,JP,JPY,Inflation,CPI,196,machine_tool_orders_yoy,2025-01-15T06:00:00+00:00,1.288865,-1.288865,0.400614,-0.516337,67,0.435637,True,2026-04-21T08:13:09.357652+00:00
44814,2025-01-24,NZ,NZD,Inflation,CPI,147,business_confidence,2024-12-19T00:00:00+00:00,0.525083,0.525083,0.483506,0.253881,26,0.424822,True,2026-04-21T08:13:09.357652+00:00
44815,2025-01-24,NZ,NZD,Inflation,CPI,148,capacity_utilization,2025-01-13T21:00:00+00:00,1.264385,-1.264385,0.516494,-0.653047,24,0.453807,True,2026-04-21T08:13:09.357652+00:00
44816,2025-01-24,UK,GBP,Growth,GDP,58,gdp_mom,2025-01-16T07:00:00+00:00,-0.239046,0.239046,0.103828,0.024820,38,0.897497,True,2026-04-21T08:13:09.357652+00:00
44817,2025-01-24,UK,GBP,Growth,GDP,59,gdp_yoy,2025-01-16T07:00:00+00:00,-0.722897,0.722897,0.088593,0.064044,38,0.765807,True,2026-04-21T08:13:09.357652+00:00
44818,2025-01-24,UK,GBP,Growth,GDP,64,retail_sales_mom,2025-01-17T07:00:00+00:00,-0.904875,-0.904875,0.061061,-0.055253,40,0.812022,True,2026-04-21T08:13:09.357652+00:00
44819,2025-01-24,UK,GBP,Growth,GDP,65,industrial_production_yoy,2025-01-16T07:00:00+00:00,-1.090305,-1.090305,0.068080,-0.074228,44,0.588490,True,2026-04-21T08:13:09.357652+00:00
44820,2025-01-24,UK,GBP,Growth,GDP,80,house_price_index_yoy,2025-01-20T00:01:00+00:00,-0.620081,0.620081,0.095402,0.059157,49,0.824663,True,2026-04-21T08:13:09.357652+00:00
44821,2025-01-24,UK,GBP,Growth,GDP,81,public_sector_net_borrowing,2025-01-22T07:00:00+00:00,4.904103,-4.904103,0.065728,-0.322337,39,0.568163,True,2026-04-21T08:13:09.357652+00:00
44822,2025-01-24,UK,GBP,Growth,GDP,83,cbi_industrial_trends_orders,2025-01-23T11:00:00+00:00,-0.614192,-0.614192,0.051221,-0.031460,42,0.442761,True,2026-04-21T08:13:09.357652+00:00
44823,2025-01-24,UK,GBP,Growth,GDP,84,consumer_confidence,2025-01-24T00:01:00+00:00,-1.348539,1.348539,0.075269,0.101503,42,0.650631,True,2026-04-21T08:13:09.357652+00:00
44824,2025-01-24,UK,GBP,Growth,GDP,85,retail_sales_yoy,2025-01-17T07:00:00+00:00,1.142509,-1.142509,0.108616,-0.124095,40,0.938885,True,2026-04-21T08:13:09.357652+00:00
44825,2025-01-24,UK,GBP,Growth,GDP,86,retail_sales_ex_fuel_mom,2025-01-17T07:00:00+00:00,-1.202676,1.202676,0.056576,0.068043,40,0.752389,True,2026-04-21T08:13:09.357652+00:00
44826,2025-01-24,UK,GBP,Growth,GDP,87,retail_sales_ex_fuel_yoy,2025-01-17T07:00:00+00:00,0.662531,-0.662531,0.103458,-0.068544,40,0.894301,True,2026-04-21T08:13:09.357652+00:00
44827,2025-01-24,UK,GBP,Growth,GDP,185,niesr_monthly_gdp_tracker,2024-12-13T07:00:00+00:00,-0.956183,-0.956183,0.056858,-0.054367,59,0.491490,True,2026-04-21T08:13:09.357652+00:00
44828,2025-01-24,UK,GBP,Growth,GDP,186,house_price_index_mom,2025-01-20T00:01:00+00:00,2.382345,2.382345,0.065310,0.155591,47,0.564546,True,2026-04-21T08:13:09.357652+00:00
44829,2025-01-24,UK,GBP,Inflation,CPI,48,core_cpi_yoy,2025-01-15T07:00:00+00:00,-1.095445,-1.095445,0.092713,-0.101562,68,0.518707,True,2026-04-21T08:13:09.357652+00:00
44830,2025-01-24,UK,GBP,Inflation,CPI,49,cpi_headline_yoy,2025-01-15T07:00:00+00:00,0.925820,0.925820,0.051219,0.047420,73,0.440855,True,2026-04-21T08:13:09.357652+00:00
44831,2025-01-24,UK,GBP,Inflation,CPI,51,ppi_output_yoy,2025-01-15T07:00:00+00:00,0.460921,0.460921,0.072136,0.033249,55,0.403585,True,2026-04-21T08:13:09.357652+00:00
44832,2025-01-24,UK,GBP,Inflation,CPI,57,avg_earnings_excl_bonus,2025-01-21T07:00:00+00:00,3.523084,3.523084,0.071797,0.252947,83,0.401689,True,2026-04-21T08:13:09.357652+00:00
44833,2025-01-24,UK,GBP,Inflation,CPI,61,manufacturing_pmi,2025-01-24T09:30:00+00:00,-0.676845,0.676845,0.102600,0.069444,37,0.574024,True,2026-04-21T08:13:09.357652+00:00
44834,2025-01-24,UK,GBP,Inflation,CPI,62,services_pmi,2025-01-24T09:30:00+00:00,0.074536,0.074536,0.050274,0.003747,43,0.432722,True,2026-04-21T08:13:09.357652+00:00
44835,2025-01-24,UK,GBP,Inflation,CPI,63,composite_pmi,2025-01-24T09:30:00+00:00,0.047371,-0.047371,0.063579,-0.003012,39,0.547249,True,2026-04-21T08:13:09.357652+00:00
44836,2025-01-24,UK,GBP,Inflation,CPI,71,core_cpi_mom,2025-01-15T07:00:00+00:00,0.395628,0.395628,0.112843,0.044644,65,0.631329,True,2026-04-21T08:13:09.357652+00:00
44837,2025-01-24,UK,GBP,Inflation,CPI,74,ppi_core_output_mom,2024-11-20T07:00:00+00:00,1.434274,1.434274,0.073206,0.104997,48,0.409570,True,2026-04-21T08:13:09.357652+00:00
44838,2025-01-24,UK,GBP,Inflation,CPI,75,ppi_core_output_yoy,2025-01-15T07:00:00+00:00,0.365148,0.365148,0.075101,0.027423,54,0.420175,True,2026-04-21T08:13:09.357652+00:00
44839,2025-01-24,UK,GBP,Inflation,CPI,76,ppi_input_mom,2025-01-15T07:00:00+00:00,1.213384,1.213384,0.089229,0.108269,59,0.499213,True,2026-04-21T08:13:09.357652+00:00
44840,2025-01-24,UK,GBP,Inflation,CPI,78,retail_price_index_mom,2025-01-15T07:00:00+00:00,0.277350,0.277350,0.091848,0.025474,65,0.790565,True,2026-04-21T08:13:09.357652+00:00
44841,2025-01-24,UK,GBP,Inflation,CPI,79,retail_price_index_yoy,2025-01-15T07:00:00+00:00,0.370220,0.370220,0.053455,0.019790,70,0.460104,True,2026-04-21T08:13:09.357652+00:00
44842,2025-01-24,UK,GBP,Labor,UNEMPLOYMENT,83,cbi_industrial_trends_orders,2025-01-23T11:00:00+00:00,-0.614192,0.614192,1.000000,0.614192,71,0.425752,True,2026-04-21T08:13:09.357652+00:00
44843,2025-01-27,CA,CAD,Growth,GDP,164,manufacturing_sales_mom,2025-01-24T13:30:00+00:00,0.016401,0.016401,0.129988,0.002132,122,0.568683,True,2026-04-21T08:13:09.357652+00:00
44844,2025-01-27,CA,CAD,Growth,GDP,169,retail_sales_yoy,2025-01-23T13:30:00+00:00,1.224894,1.224894,0.123198,0.150904,59,0.538980,True,2026-04-21T08:13:09.357652+00:00
44845,2025-01-27,CA,CAD,Growth,GDP,170,retail_sales_ex_autos_mom,2025-01-23T13:30:00+00:00,-1.543487,-1.543487,0.170953,-0.263864,58,0.747905,True,2026-04-21T08:13:09.357652+00:00
44846,2025-01-27,CA,CAD,Growth,GDP,210,retail_sales_mom,2025-01-23T13:30:00+00:00,-2.491009,2.491009,0.159195,0.396556,106,0.696465,True,2026-04-21T08:13:09.357652+00:00
44847,2025-01-27,CA,CAD,Growth,GDP,212,wholesale_sales_mom,2025-01-27T13:30:00+00:00,-0.252795,-0.252795,0.113690,-0.028740,133,0.497381,True,2026-04-21T08:13:09.357652+00:00
44848,2025-01-27,CA,CAD,Growth,GDP,213,imports,2025-01-07T13:30:00+00:00,2.679635,2.679635,0.163386,0.437815,58,0.714797,True,2026-04-21T08:13:09.357652+00:00
44849,2025-01-27,CA,CAD,Growth,GDP,214,exports,2025-01-07T13:30:00+00:00,0.996061,0.996061,0.139590,0.139040,58,0.610694,True,2026-04-21T08:13:09.357652+00:00
44850,2025-01-27,CA,CAD,Inflation,CPI,152,cpi_headline_yoy,2025-01-21T13:30:00+00:00,-0.617213,-0.617213,0.244225,-0.150739,76,0.429502,True,2026-04-21T08:13:09.357652+00:00
44851,2025-01-27,CA,CAD,Inflation,CPI,153,core_cpi_yoy,2025-01-21T13:30:00+00:00,2.151411,2.151411,0.237314,0.510560,72,0.417347,True,2026-04-21T08:13:09.357652+00:00
44852,2025-01-27,CA,CAD,Inflation,CPI,160,core_cpi_mom,2025-01-21T13:30:00+00:00,-1.526117,-1.526117,0.292715,-0.446717,41,0.514777,True,2026-04-21T08:13:09.357652+00:00
44853,2025-01-27,CA,CAD,Inflation,CPI,165,ppi_yoy,2025-01-22T13:30:00+00:00,1.971722,-1.971722,0.225747,-0.445110,27,0.610777,True,2026-04-21T08:13:09.357652+00:00
44854,2025-01-27,CA,CAD,Labor,UNEMPLOYMENT,155,employment_change,2025-01-10T13:30:00+00:00,2.889545,2.889545,0.134200,0.387777,72,0.463277,True,2026-04-21T08:13:09.357652+00:00
44855,2025-01-27,CA,CAD,Labor,UNEMPLOYMENT,156,full_time_employment_change,2025-01-10T13:30:00+00:00,0.272283,0.272283,0.131813,0.035890,72,0.455037,True,2026-04-21T08:13:09.357652+00:00
