index_id,index_date,country_code,currency_code,inflation_score,labor_score,growth_score,inflation_contributors,labor_contributors,growth_contributors,inflation_avg_abs_corr,labor_avg_abs_corr,growth_avg_abs_corr,inflation_completeness,labor_completeness,growth_completeness,inflation_confidence,labor_confidence,growth_confidence,processed_at
2126,2022-06-28,US,USD,0.676740,0.573454,,11,3,0,0.564490,0.603920,,1.000000,1.000000,,high,medium,low,2026-04-24T19:46:38.494302+00:00
2127,2022-06-29,AU,AUD,1.557463,1.192570,,19,1,0,0.579060,1.000000,,1.000000,1.000000,,high,low,low,2026-04-24T19:46:38.494302+00:00
2128,2022-06-29,CH,CHF,1.470612,2.914467,-0.220885,3,1,1,0.435884,1.000000,1.000000,1.000000,1.000000,1.000000,medium,low,low,2026-04-24T19:46:38.494302+00:00
2129,2022-06-29,EU,EUR,1.426221,0.670820,-0.165069,9,1,6,0.438226,1.000000,0.510448,1.000000,1.000000,1.000000,medium,low,medium,2026-04-24T19:46:38.494302+00:00
2130,2022-06-29,JP,JPY,1.633869,2.629503,-0.128706,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2131,2022-06-29,US,USD,0.676740,0.573454,,11,3,0,0.564490,0.603920,,1.000000,1.000000,,high,medium,low,2026-04-24T19:46:38.494302+00:00
2132,2022-06-30,AU,AUD,1.542528,1.192570,,19,1,0,0.579060,1.000000,,1.000000,1.000000,,high,low,low,2026-04-24T19:46:38.494302+00:00
2133,2022-06-30,CA,CAD,1.184073,0.905292,-0.187897,6,7,9,0.472452,0.483188,0.607435,1.000000,1.000000,1.000000,medium,medium,high,2026-04-24T19:46:38.494302+00:00
2134,2022-06-30,CH,CHF,1.470612,2.914467,-0.220885,3,1,1,0.435884,1.000000,1.000000,1.000000,1.000000,1.000000,medium,low,low,2026-04-24T19:46:38.494302+00:00
2135,2022-06-30,EU,EUR,1.489802,2.683282,-0.165069,9,1,6,0.438226,1.000000,0.510448,1.000000,1.000000,1.000000,medium,low,medium,2026-04-24T19:46:38.494302+00:00
2136,2022-06-30,JP,JPY,1.633869,0.526235,-0.098134,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2137,2022-06-30,NZ,NZD,0.682069,1.109691,,3,1,0,0.439315,1.000000,,1.000000,1.000000,,medium,low,low,2026-04-24T19:46:38.494302+00:00
2138,2022-06-30,UK,GBP,1.309135,0.704914,-0.848871,8,2,14,0.534616,0.431991,0.707050,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2139,2022-06-30,US,USD,0.615836,0.478757,,11,3,0,0.564490,0.603920,,1.000000,1.000000,,high,medium,low,2026-04-24T19:46:38.494302+00:00
2140,2022-07-01,EU,EUR,2.041348,2.683282,-0.278138,9,1,6,0.438226,1.000000,0.510448,1.000000,1.000000,1.000000,medium,low,medium,2026-04-24T19:46:38.494302+00:00
2141,2022-07-01,JP,JPY,1.633869,0.526235,-0.098134,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2142,2022-07-02,AU,AUD,1.542528,1.192570,,19,1,0,0.579060,1.000000,,1.000000,1.000000,,high,low,low,2026-04-24T19:46:38.494302+00:00
2143,2022-07-04,AU,AUD,1.476112,1.192570,,19,1,0,0.579060,1.000000,,1.000000,1.000000,,high,low,low,2026-04-24T19:46:38.494302+00:00
2144,2022-07-04,CA,CAD,1.184073,0.905292,-0.187897,6,7,9,0.472452,0.483188,0.607435,1.000000,1.000000,1.000000,medium,medium,high,2026-04-24T19:46:38.494302+00:00
2145,2022-07-04,CH,CHF,2.371550,2.914467,-0.220885,3,1,1,0.435884,1.000000,1.000000,1.000000,1.000000,1.000000,medium,low,low,2026-04-24T19:46:38.494302+00:00
2146,2022-07-04,NZ,NZD,0.920959,1.109691,,3,1,0,0.439315,1.000000,,1.000000,1.000000,,medium,low,low,2026-04-24T19:46:38.494302+00:00
2147,2022-07-05,AU,AUD,1.470553,1.192570,,19,1,0,0.579060,1.000000,,1.000000,1.000000,,high,low,low,2026-04-24T19:46:38.494302+00:00
2148,2022-07-05,EU,EUR,2.236138,2.683282,-0.278138,9,1,6,0.438226,1.000000,0.510448,1.000000,1.000000,1.000000,medium,low,medium,2026-04-24T19:46:38.494302+00:00
2149,2022-07-05,JP,JPY,1.633869,0.526235,-0.117834,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2150,2022-07-06,AU,AUD,1.470553,1.192570,,19,1,0,0.579060,1.000000,,1.000000,1.000000,,high,low,low,2026-04-24T19:46:38.494302+00:00
2151,2022-07-06,JP,JPY,1.633869,0.526235,-0.117834,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2152,2022-07-07,AU,AUD,1.461635,1.192570,,19,1,0,0.579060,1.000000,,1.000000,1.000000,,high,low,low,2026-04-24T19:46:38.494302+00:00
2153,2022-07-07,CA,CAD,1.141399,0.840756,-0.170844,6,7,9,0.472452,0.483188,0.607435,1.000000,1.000000,1.000000,medium,medium,high,2026-04-24T19:46:38.494302+00:00
2154,2022-07-07,CH,CHF,2.219676,1.975526,-0.220885,3,1,1,0.435884,1.000000,1.000000,1.000000,1.000000,1.000000,medium,low,low,2026-04-24T19:46:38.494302+00:00
2155,2022-07-07,JP,JPY,1.633869,0.526235,-0.115520,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2156,2022-07-07,UK,GBP,1.309135,0.704914,-0.945569,8,2,14,0.534616,0.431991,0.707050,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2157,2022-07-08,CA,CAD,1.141399,0.785614,-0.170844,6,7,9,0.472452,0.483188,0.607435,1.000000,1.000000,1.000000,medium,medium,high,2026-04-24T19:46:38.494302+00:00
2158,2022-07-08,JP,JPY,1.633869,0.526235,-0.130890,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2159,2022-07-10,JP,JPY,1.633869,0.526235,-0.212424,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2160,2022-07-11,JP,JPY,1.646457,0.526235,-0.213823,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2161,2022-07-12,AU,AUD,1.438071,1.192570,,19,1,0,0.579060,1.000000,,1.000000,1.000000,,high,low,low,2026-04-24T19:46:38.494302+00:00
2162,2022-07-12,EU,EUR,2.236138,2.683282,-0.250052,9,1,6,0.438226,1.000000,0.510448,1.000000,1.000000,1.000000,medium,low,medium,2026-04-24T19:46:38.494302+00:00
2163,2022-07-12,JP,JPY,1.646457,0.526235,-0.224153,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2164,2022-07-13,JP,JPY,1.646457,0.526235,-0.224153,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2165,2022-07-13,UK,GBP,1.309135,0.704914,-0.924787,8,2,14,0.534616,0.431991,0.707050,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2166,2022-07-14,AU,AUD,1.532961,4.082483,,19,1,0,0.579060,1.000000,,1.000000,1.000000,,high,low,low,2026-04-24T19:46:38.494302+00:00
2167,2022-07-14,CA,CAD,1.141399,0.785614,-0.278028,6,7,9,0.472452,0.483188,0.607435,1.000000,1.000000,1.000000,medium,medium,high,2026-04-24T19:46:38.494302+00:00
2168,2022-07-14,CH,CHF,2.219676,1.975526,-0.220885,3,1,1,0.435884,1.000000,1.000000,1.000000,1.000000,1.000000,medium,low,low,2026-04-24T19:46:38.494302+00:00
2169,2022-07-14,JP,JPY,1.646457,0.526235,-0.155312,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2170,2022-07-15,CA,CAD,1.141399,0.785614,-0.406298,6,7,9,0.472452,0.483188,0.607435,1.000000,1.000000,1.000000,medium,medium,high,2026-04-24T19:46:38.494302+00:00
2171,2022-07-15,JP,JPY,1.646457,0.526235,-0.155094,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2172,2022-07-17,NZ,NZD,-0.034898,1.109691,,3,1,0,0.439315,1.000000,,1.000000,1.000000,,medium,low,low,2026-04-24T19:46:38.494302+00:00
2173,2022-07-19,CH,CHF,2.219676,1.975526,-0.220885,3,1,1,0.435884,1.000000,1.000000,1.000000,1.000000,1.000000,medium,low,low,2026-04-24T19:46:38.494302+00:00
2174,2022-07-19,EU,EUR,0.991474,2.683282,-0.243151,9,1,6,0.438226,1.000000,0.510448,1.000000,1.000000,1.000000,medium,low,medium,2026-04-24T19:46:38.494302+00:00
2175,2022-07-19,UK,GBP,1.306455,0.512279,-0.924787,8,2,14,0.534616,0.431991,0.707050,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2176,2022-07-20,AU,AUD,1.524238,4.082483,,19,1,0,0.579060,1.000000,,1.000000,1.000000,,high,low,low,2026-04-24T19:46:38.494302+00:00
2177,2022-07-20,CA,CAD,1.259709,0.785614,-0.406298,6,7,9,0.472452,0.483188,0.607435,1.000000,1.000000,1.000000,medium,medium,high,2026-04-24T19:46:38.494302+00:00
2178,2022-07-20,EU,EUR,0.991474,2.683282,-0.115209,9,1,6,0.438226,1.000000,0.510448,1.000000,1.000000,1.000000,medium,low,medium,2026-04-24T19:46:38.494302+00:00
2179,2022-07-20,JP,JPY,1.646457,0.526235,-0.145615,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2180,2022-07-20,NZ,NZD,-0.034898,1.109691,,3,1,0,0.439315,1.000000,,1.000000,1.000000,,medium,low,low,2026-04-24T19:46:38.494302+00:00
2181,2022-07-20,UK,GBP,-0.072199,0.512279,-0.924787,8,2,14,0.534616,0.431991,0.707050,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2182,2022-07-21,AU,AUD,1.510104,4.082483,,19,1,0,0.579060,1.000000,,1.000000,1.000000,,high,low,low,2026-04-24T19:46:38.494302+00:00
2183,2022-07-21,CA,CAD,1.259709,0.785614,-0.406298,6,7,9,0.472452,0.483188,0.607435,1.000000,1.000000,1.000000,medium,medium,high,2026-04-24T19:46:38.494302+00:00
2184,2022-07-21,JP,JPY,0.996837,0.526235,-0.145615,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2185,2022-07-21,NZ,NZD,-0.034898,1.109691,,3,1,0,0.439315,1.000000,,1.000000,1.000000,,medium,low,low,2026-04-24T19:46:38.494302+00:00
2186,2022-07-21,UK,GBP,-0.072199,0.512279,-0.909013,8,2,14,0.534616,0.431991,0.707050,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2187,2022-07-22,CA,CAD,1.259709,0.835012,-0.291944,6,7,9,0.472452,0.483188,0.607435,1.000000,1.000000,1.000000,medium,medium,high,2026-04-24T19:46:38.494302+00:00
2188,2022-07-22,EU,EUR,0.912399,2.683282,-0.133221,9,1,6,0.438226,1.000000,0.510448,1.000000,1.000000,1.000000,medium,low,medium,2026-04-24T19:46:38.494302+00:00
2189,2022-07-22,JP,JPY,0.996837,0.526235,-0.184057,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2190,2022-07-22,UK,GBP,-0.072199,0.512279,-0.925656,8,2,14,0.534616,0.431991,0.707050,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2191,2022-07-25,UK,GBP,-0.072199,1.013226,-0.951315,8,2,14,0.534616,0.431991,0.707050,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2192,2022-07-26,CA,CAD,1.259709,0.835012,-0.337791,6,7,9,0.472452,0.483188,0.607435,1.000000,1.000000,1.000000,medium,medium,high,2026-04-24T19:46:38.494302+00:00
2193,2022-07-27,AU,AUD,0.959172,4.082483,,19,1,0,0.579060,1.000000,,1.000000,1.000000,,high,low,low,2026-04-24T19:46:38.494302+00:00
2194,2022-07-27,CH,CHF,2.219676,1.975526,-0.220885,3,1,1,0.435884,1.000000,1.000000,1.000000,1.000000,1.000000,medium,low,low,2026-04-24T19:46:38.494302+00:00
2195,2022-07-27,JP,JPY,0.996837,0.526235,-0.177440,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2196,2022-07-28,AU,AUD,0.990641,4.082483,,19,1,0,0.579060,1.000000,,1.000000,1.000000,,high,low,low,2026-04-24T19:46:38.494302+00:00
2197,2022-07-28,EU,EUR,0.908379,2.683282,-0.176501,9,1,6,0.438226,1.000000,0.510448,1.000000,1.000000,1.000000,medium,low,medium,2026-04-24T19:46:38.494302+00:00
2198,2022-07-28,JP,JPY,0.996837,0.350823,-0.161772,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2199,2022-07-28,NZ,NZD,0.209180,1.109691,,3,1,0,0.439315,1.000000,,1.000000,1.000000,,medium,low,low,2026-04-24T19:46:38.494302+00:00
2200,2022-07-29,AU,AUD,0.978362,4.082483,,19,1,0,0.579060,1.000000,,1.000000,1.000000,,high,low,low,2026-04-24T19:46:38.494302+00:00
2201,2022-07-29,CA,CAD,1.259709,0.836894,-0.307217,6,7,9,0.472452,0.483188,0.607435,1.000000,1.000000,1.000000,medium,medium,high,2026-04-24T19:46:38.494302+00:00
2202,2022-07-29,CH,CHF,2.219676,1.975526,-0.220885,3,1,1,0.435884,1.000000,1.000000,1.000000,1.000000,1.000000,medium,low,low,2026-04-24T19:46:38.494302+00:00
2203,2022-07-29,EU,EUR,1.511188,2.683282,0.097492,9,1,6,0.438226,1.000000,0.510448,1.000000,1.000000,1.000000,medium,low,medium,2026-04-24T19:46:38.494302+00:00
2204,2022-07-29,JP,JPY,0.996837,0.350823,-0.183102,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2205,2022-07-31,AU,AUD,0.971756,4.082483,,19,1,0,0.579060,1.000000,,1.000000,1.000000,,high,low,low,2026-04-24T19:46:38.494302+00:00
2206,2022-08-01,AU,AUD,1.001035,4.082483,,19,1,0,0.579060,1.000000,,1.000000,1.000000,,high,low,low,2026-04-24T19:46:38.494302+00:00
2207,2022-08-01,EU,EUR,1.415689,1.788854,0.204971,9,1,6,0.438226,1.000000,0.510448,1.000000,1.000000,1.000000,medium,low,medium,2026-04-24T19:46:38.494302+00:00
2208,2022-08-01,JP,JPY,0.996837,0.350823,-0.183102,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2209,2022-08-02,AU,AUD,1.032485,4.082483,,19,1,0,0.579060,1.000000,,1.000000,1.000000,,high,low,low,2026-04-24T19:46:38.494302+00:00
2210,2022-08-02,CA,CAD,1.259709,0.836894,-0.307217,6,7,9,0.472452,0.483188,0.607435,1.000000,1.000000,1.000000,medium,medium,high,2026-04-24T19:46:38.494302+00:00
2211,2022-08-02,CH,CHF,2.219676,1.975526,-0.220885,3,1,1,0.435884,1.000000,1.000000,1.000000,1.000000,1.000000,medium,low,low,2026-04-24T19:46:38.494302+00:00
2212,2022-08-02,NZ,NZD,0.209180,0.617213,,3,1,0,0.439315,1.000000,,1.000000,1.000000,,medium,low,low,2026-04-24T19:46:38.494302+00:00
2213,2022-08-02,UK,GBP,-0.072199,1.013226,-0.951315,8,2,14,0.534616,0.431991,0.707050,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2214,2022-08-03,AU,AUD,1.018072,4.082483,,19,1,0,0.579060,1.000000,,1.000000,1.000000,,high,low,low,2026-04-24T19:46:38.494302+00:00
2215,2022-08-03,CH,CHF,1.586298,1.975526,-0.220885,3,1,1,0.435884,1.000000,1.000000,1.000000,1.000000,1.000000,medium,low,low,2026-04-24T19:46:38.494302+00:00
2216,2022-08-03,EU,EUR,1.329529,1.788854,0.204971,9,1,6,0.438226,1.000000,0.510448,1.000000,1.000000,1.000000,medium,low,medium,2026-04-24T19:46:38.494302+00:00
2217,2022-08-03,JP,JPY,0.996837,0.350823,-0.189019,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2218,2022-08-04,AU,AUD,1.008482,4.082483,,19,1,0,0.579060,1.000000,,1.000000,1.000000,,high,low,low,2026-04-24T19:46:38.494302+00:00
2219,2022-08-04,CA,CAD,1.259436,0.836483,-0.334684,6,7,9,0.472452,0.483188,0.607435,1.000000,1.000000,1.000000,medium,medium,high,2026-04-24T19:46:38.494302+00:00
2220,2022-08-04,JP,JPY,0.996837,0.350823,-0.182048,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2221,2022-08-05,CA,CAD,1.259436,0.981025,-0.254891,6,7,9,0.472452,0.483188,0.607435,1.000000,1.000000,1.000000,medium,medium,high,2026-04-24T19:46:38.494302+00:00
2222,2022-08-05,JP,JPY,0.996837,0.350823,-0.173099,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2223,2022-08-05,UK,GBP,-0.072199,1.013226,-0.923583,8,2,14,0.534616,0.431991,0.707050,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2224,2022-08-07,JP,JPY,0.996837,0.350823,-0.170427,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2225,2022-08-08,CH,CHF,1.469564,1.253831,-0.220885,3,1,1,0.435884,1.000000,1.000000,1.000000,1.000000,1.000000,medium,low,low,2026-04-24T19:46:38.494302+00:00
2226,2022-08-08,JP,JPY,0.996837,0.350823,-0.172909,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2227,2022-08-09,AU,AUD,1.002834,4.082483,,19,1,0,0.579060,1.000000,,1.000000,1.000000,,high,low,low,2026-04-24T19:46:38.494302+00:00
2228,2022-08-09,JP,JPY,1.209801,0.350823,-0.196583,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2229,2022-08-11,AU,AUD,1.002834,4.082483,,19,1,0,0.579060,1.000000,,1.000000,1.000000,,high,low,low,2026-04-24T19:46:38.494302+00:00
2230,2022-08-11,JP,JPY,1.209801,0.350823,-0.196583,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2231,2022-08-12,UK,GBP,-0.072199,1.013226,-0.923428,8,2,14,0.534616,0.431991,0.707050,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2232,2022-08-14,JP,JPY,1.209801,0.350823,0.133170,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2233,2022-08-15,CA,CAD,1.259436,0.981025,-0.251256,6,7,9,0.472452,0.483188,0.607435,1.000000,1.000000,1.000000,medium,medium,high,2026-04-24T19:46:38.494302+00:00
2234,2022-08-15,CH,CHF,1.469564,1.253831,-0.220885,3,1,1,0.435884,1.000000,1.000000,1.000000,1.000000,1.000000,medium,low,low,2026-04-24T19:46:38.494302+00:00
2235,2022-08-15,JP,JPY,1.209801,0.350823,0.023147,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2236,2022-08-16,CA,CAD,0.635564,0.981025,-0.251256,6,7,9,0.472452,0.483188,0.607435,1.000000,1.000000,1.000000,medium,medium,high,2026-04-24T19:46:38.494302+00:00
2237,2022-08-16,EU,EUR,1.329529,1.788854,0.246304,9,1,6,0.438226,1.000000,0.510448,1.000000,1.000000,1.000000,medium,low,medium,2026-04-24T19:46:38.494302+00:00
2238,2022-08-16,JP,JPY,1.209801,0.350823,-0.001689,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2239,2022-08-16,UK,GBP,-0.027947,0.736286,-0.923428,8,2,14,0.534616,0.431991,0.707050,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2240,2022-08-17,AU,AUD,1.006857,4.082483,,19,1,0,0.579060,1.000000,,1.000000,1.000000,,high,low,low,2026-04-24T19:46:38.494302+00:00
2241,2022-08-17,JP,JPY,1.209801,0.350823,-0.001689,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2242,2022-08-17,UK,GBP,0.992136,0.736286,-0.923428,8,2,14,0.534616,0.431991,0.707050,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2243,2022-08-18,AU,AUD,0.811466,2.218317,,19,1,0,0.579060,1.000000,,1.000000,1.000000,,high,low,low,2026-04-24T19:46:38.494302+00:00
2244,2022-08-18,CA,CAD,0.672992,0.981025,-0.251256,6,7,9,0.472452,0.483188,0.607435,1.000000,1.000000,1.000000,medium,medium,high,2026-04-24T19:46:38.494302+00:00
2245,2022-08-18,CH,CHF,1.469564,1.253831,-0.220885,3,1,1,0.435884,1.000000,1.000000,1.000000,1.000000,1.000000,medium,low,low,2026-04-24T19:46:38.494302+00:00
2246,2022-08-18,EU,EUR,1.116883,1.788854,0.332233,9,1,6,0.438226,1.000000,0.510448,1.000000,1.000000,1.000000,medium,low,medium,2026-04-24T19:46:38.494302+00:00
2247,2022-08-18,JP,JPY,1.143719,0.350823,-0.001689,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2248,2022-08-18,NZ,NZD,0.209180,0.617213,,3,1,0,0.439315,1.000000,,1.000000,1.000000,,medium,low,low,2026-04-24T19:46:38.494302+00:00
2249,2022-08-18,UK,GBP,0.992136,0.736286,-0.912579,8,2,14,0.534616,0.431991,0.707050,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2250,2022-08-19,CA,CAD,0.672992,0.932698,-0.398919,6,7,9,0.472452,0.483188,0.607435,1.000000,1.000000,1.000000,medium,medium,high,2026-04-24T19:46:38.494302+00:00
2251,2022-08-19,NZ,NZD,0.209180,0.617213,,3,1,0,0.439315,1.000000,,1.000000,1.000000,,medium,low,low,2026-04-24T19:46:38.494302+00:00
2252,2022-08-19,UK,GBP,0.992136,0.736286,-1.047988,8,2,14,0.534616,0.431991,0.707050,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2253,2022-08-22,AU,AUD,0.901544,2.218317,,19,1,0,0.579060,1.000000,,1.000000,1.000000,,high,low,low,2026-04-24T19:46:38.494302+00:00
2254,2022-08-22,CA,CAD,0.672992,0.932698,-0.398919,6,7,9,0.472452,0.483188,0.607435,1.000000,1.000000,1.000000,medium,medium,high,2026-04-24T19:46:38.494302+00:00
2255,2022-08-23,EU,EUR,1.098419,1.788854,0.289831,9,1,6,0.438226,1.000000,0.510448,1.000000,1.000000,1.000000,medium,low,medium,2026-04-24T19:46:38.494302+00:00
2256,2022-08-23,JP,JPY,1.143719,0.350823,-0.005417,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2257,2022-08-23,UK,GBP,0.992136,0.977244,-1.060330,8,2,14,0.534616,0.431991,0.707050,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2258,2022-08-24,CA,CAD,0.672992,0.932698,-0.417853,6,7,9,0.472452,0.483188,0.607435,1.000000,1.000000,1.000000,medium,medium,high,2026-04-24T19:46:38.494302+00:00
2259,2022-08-24,JP,JPY,1.143719,0.350823,-0.005417,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2260,2022-08-25,CA,CAD,0.672992,0.932698,-0.410210,6,7,9,0.472452,0.483188,0.607435,1.000000,1.000000,1.000000,medium,medium,high,2026-04-24T19:46:38.494302+00:00
2261,2022-08-25,JP,JPY,1.143719,0.350823,-0.005417,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2262,2022-08-26,CA,CAD,0.672992,0.932698,-0.410210,6,7,9,0.472452,0.483188,0.607435,1.000000,1.000000,1.000000,medium,medium,high,2026-04-24T19:46:38.494302+00:00
2263,2022-08-29,AU,AUD,0.844141,2.218317,,19,1,0,0.579060,1.000000,,1.000000,1.000000,,high,low,low,2026-04-24T19:46:38.494302+00:00
2264,2022-08-29,JP,JPY,1.143719,0.000000,-0.010662,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2265,2022-08-30,AU,AUD,0.854365,2.218317,,19,1,0,0.579060,1.000000,,1.000000,1.000000,,high,low,low,2026-04-24T19:46:38.494302+00:00
2266,2022-08-30,EU,EUR,1.060272,1.788854,0.268183,9,1,6,0.438226,1.000000,0.510448,1.000000,1.000000,1.000000,medium,low,medium,2026-04-24T19:46:38.494302+00:00
2267,2022-08-30,JP,JPY,1.143719,0.000000,0.013292,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2268,2022-08-31,AU,AUD,0.823394,2.218317,,19,1,0,0.579060,1.000000,,1.000000,1.000000,,high,low,low,2026-04-24T19:46:38.494302+00:00
2269,2022-08-31,CA,CAD,0.672992,0.914371,-0.707829,6,7,9,0.472452,0.483188,0.607435,1.000000,1.000000,1.000000,medium,medium,high,2026-04-24T19:46:38.494302+00:00
2270,2022-08-31,CH,CHF,1.469564,1.253831,-0.220885,3,1,1,0.435884,1.000000,1.000000,1.000000,1.000000,1.000000,medium,low,low,2026-04-24T19:46:38.494302+00:00
2271,2022-08-31,EU,EUR,0.238176,1.788854,0.268183,9,1,6,0.438226,1.000000,0.510448,1.000000,1.000000,1.000000,medium,low,medium,2026-04-24T19:46:38.494302+00:00
2272,2022-08-31,JP,JPY,1.143719,0.000000,0.060010,4,1,25,0.470515,1.000000,0.569365,1.000000,1.000000,1.000000,medium,low,high,2026-04-24T19:46:38.494302+00:00
2273,2022-08-31,NZ,NZD,0.366680,0.617213,,3,1,0,0.439315,1.000000,,1.000000,1.000000,,medium,low,low,2026-04-24T19:46:38.494302+00:00
2274,2022-09-01,AU,AUD,0.823394,2.218317,,19,1,0,0.579060,1.000000,,1.000000,1.000000,,high,low,low,2026-04-24T19:46:38.494302+00:00
