signal_date,central_bank_code,country_code,currency,strength_score,strength_label,available_indicators,available_weight_share,latest_release_timestamp,no_lookahead
2026-03-31,BOJ,JP,JPY,0.6112548867532636,bullish,12,1.0,2026-03-30T23:50:00+00:00,True
2026-03-31,RBA,AU,AUD,0.15429646123092625,neutral,12,0.9999999999999999,2026-03-12T00:00:00+00:00,True
2026-03-31,FED,US,USD,-0.0969325065277388,neutral,12,1.0,2026-03-18T12:30:00+00:00,True
2026-03-31,BOC,CA,CAD,-0.20225606551635963,neutral,12,0.9999999999999999,2026-03-20T12:30:00+00:00,True
2026-03-31,ECB,EU,EUR,-0.31435697368690735,bearish,12,1.0,2026-03-30T09:00:00+00:00,True
2026-03-31,SNB,CH,CHF,-0.32974817120916566,bearish,11,1.0,2026-03-25T09:00:00+00:00,True
2026-03-31,BOE,UK,GBP,-0.5051704463060472,bearish,12,0.9999999999999999,2026-03-25T07:00:00+00:00,True
2026-03-31,RBNZ,NZ,NZD,-0.5136890790453923,bearish,12,1.0,2026-03-31T00:00:00+00:00,True
