decision_date,country,rate,rate_change,direction,Australia Unemployment Rate,Reserve Bank of Australia (RBA) Interest Rate Decision,Australia Gross Domestic Product (GDP) q_q,Australia Gross Domestic Product (GDP) y_y,Westpac-MI Australia Consumer Sentiment m_m,Australia Exports m_m,Australia Imports m_m,Australia Participation Rate,S&P Global Australia Manufacturing Purchasing Managers Index (PMI),S&P Global Australia Services Purchasing Managers Index (PMI),S&P Global Australia Composite Purchasing Managers Index (PMI),Bank of Canada (BoC) Interest Rate Decision,Canada Retail Sales m_m,Canada Gross Domestic Product (GDP) m_m,Canada Consumer Price Index (CPI) m_m,Canada Core Consumer Price Index (CPI) m_m,Canada Core Consumer Price Index (CPI) y_y,Canada Core Retail Sales m_m,Canada Manufacturing Purchasing Managers Index (PMI),Canada Consumer Price Index (CPI) y_y,Canada Gross Domestic Product (GDP) y_y,Canada Industrial Product Price Index (IPPI) m_m,Canada Industrial Product Price Index (IPPI) y_y,Canada Raw Materials Price Index (RMPI) m_m,Canada Raw Materials Price Index (RMPI) y_y,Average hourly wages Permanent employee,Swiss National Bank (SNB) Interest Rate Decision,Switzerland Unemployment Rate,Switzerland Consumer Price Index (CPI) y_y,Switzerland Consumer Price Index (CPI) m_m,Switzerland Manufacturing Purchasing Managers Index (PMI),Switzerland Producer Price Index (PPI) y_y,Switzerland Retail Sales y_y,Switzerland Producer Price Index (PPI) m_m,Switzerland Unemployment Rate n.s.a_,Bank of England (BoE) Interest Rate Decision,S&P Global United Kingdom Construction Purchasing Managers Index (PMI)(1),Nationwide United Kingdom House Price Index (HPI) y_y,United Kingdom Gross Domestic Product (GDP) q_q,S&P Global United Kingdom Construction Purchasing Managers Index (PMI),Nationwide United Kingdom House Price Index (HPI) m_m,Bank of England (BoE) Monetary Policy Committee (MPC) Vote Hike,Bank of England (BoE) Monetary Policy Committee (MPC) Vote Unchanged,Untitled spBank of England (BoE) Monetary Policy Committee (MPC) Vote Cutreadsheet,United Kingdom Gross Domestic Product (GDP) y_y,S&P Global United Kingdom Manufacturing Purchasing Managers Index (PMI),S&P Global United Kingdom Services Purchasing Managers Index (PMI),S&P Global United Kingdom Composite Purchasing Managers Index (PMI),Fed Interest Rate Decision,U.S. Unit Labor Costs QoQ,U.S. Core PCE Prices,U.S. PCE Price index YoY,U.S. PCE Price index YoY(1),U.S. PCE price index,U.S. PCE price index MoM
2017-07-26,United States,0.0125,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0125,0.057,,,,,
2017-09-20,United States,0.0125,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0125,0.057,,,,,
2017-11-01,United States,0.0125,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0125,0.057,,,,,
2017-12-13,United States,0.015,0.0024999999999999988,Hike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.057,0.014,,,,
2018-01-31,United States,0.015,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.057,0.019,,,,
2018-03-21,United States,0.0175,0.0025000000000000022,Hike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0175,0.057,0.019,,,,
2018-05-02,United States,0.0175,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0175,0.057,0.025,,,,
2018-06-13,United States,0.02,0.0024999999999999988,Hike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.057,0.023,,,,
2018-08-01,United States,0.02,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.057,0.02,,,,
2018-09-26,United States,0.0225,0.0024999999999999988,Hike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0225,0.057,0.02,,,,
2018-11-08,United States,0.0225,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0225,0.057,0.016,,,,
2018-12-19,United States,0.025,0.0025000000000000022,Hike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.057,0.015,,,,
2019-01-30,United States,0.025,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.057,0.015,,,,
2019-03-20,United States,0.025,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.057,0.017,,,,
2019-05-01,United States,0.025,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.057,0.013,,,,
2019-06-19,United States,0.025,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.057,0.01,,,,
2019-07-31,United States,0.0225,-0.0025000000000000022,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0225,0.057,0.018,,,,
2019-09-18,United States,0.02,-0.0024999999999999988,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.057,0.017,0.014,0.014,0.002,0.002
2019-10-30,United States,0.0175,-0.0024999999999999988,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0175,0.057,0.017,0.014,0.014,0.002,0.002
2019-12-11,United States,0.0175,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0175,0.057,0.017,0.014,0.014,0.002,0.002
2020-01-29,United States,0.0175,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0175,0.057,0.017,0.014,0.014,0.002,0.002
2020-03-03,United States,0.0125,-0.005000000000000001,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0125,0.057,0.017,0.014,0.014,0.002,0.002
2020-03-15,United States,0.0025,-0.01,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,0.057,0.017,0.014,0.014,0.002,0.002
2020-04-29,United States,0.0025,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,0.057,0.017,0.014,0.014,0.002,0.002
2020-06-10,United States,0.0025,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,0.057,0.017,0.014,0.014,0.002,0.002
2020-07-29,United States,0.0025,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,0.057,0.017,0.014,0.014,0.002,0.002
2020-09-16,United States,0.0025,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,0.057,0.017,0.014,0.014,0.002,0.002
2020-11-05,United States,0.0025,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,0.057,0.017,0.014,0.014,0.002,0.002
2020-12-16,United States,0.0025,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,0.057,0.017,0.014,0.014,0.002,0.002
2021-01-27,United States,0.0025,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,0.057,0.017,0.014,0.014,0.002,0.002
2021-03-17,United States,0.0025,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,0.057,0.017,0.014,0.014,0.002,0.002
2021-04-28,United States,0.0025,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,0.057,0.017,0.014,0.014,0.002,0.002
2021-06-16,United States,0.0025,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,0.057,0.017,0.014,0.014,0.002,0.002
2021-07-28,United States,0.0025,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,0.057,0.017,0.014,0.014,0.002,0.002
2021-09-22,United States,0.0025,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,0.057,0.017,0.014,0.014,0.002,0.002
2021-11-03,United States,0.0025,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,0.057,0.017,0.014,0.014,0.002,0.002
2021-12-15,United States,0.0025,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,0.057,0.017,0.014,0.014,0.002,0.002
2022-01-26,United States,0.0025,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,0.057,0.017,0.014,0.014,0.002,0.002
2022-03-16,United States,0.005,0.0025,Hike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,0.057,0.017,0.014,0.014,0.002,0.002
2022-05-04,United States,0.01,0.005,Hike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.057,0.017,0.014,0.014,0.002,0.002
2022-06-15,United States,0.0175,0.0075000000000000015,Hike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0175,0.057,0.017,0.014,0.014,0.002,0.002
2022-07-27,United States,0.025,0.0075,Hike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.057,0.017,0.014,0.014,0.002,0.002
2022-09-21,United States,0.0325,0.0075,Hike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0325,0.057,0.017,0.014,0.014,0.002,0.002
2022-11-02,United States,0.04,0.0075,Hike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.057,0.017,0.014,0.014,0.002,0.002
2022-12-14,United States,0.045,0.0049999999999999975,Hike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,0.057,0.017,0.014,0.014,0.002,0.002
2023-02-01,United States,0.0475,0.0025000000000000022,Hike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0475,0.057,0.017,0.014,0.014,0.002,0.002
2023-03-22,United States,0.05,0.0025000000000000022,Hike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.057,0.017,0.014,0.014,0.002,0.002
2023-05-03,United States,0.0525,0.0024999999999999953,Hike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0525,0.057,0.017,0.014,0.014,0.002,0.002
2023-06-14,United States,0.0525,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0525,0.057,0.017,0.014,0.014,0.002,0.002
2023-07-26,United States,0.055,0.0025000000000000022,Hike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,0.057,0.017,0.014,0.014,0.002,0.002
2023-09-20,United States,0.055,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,0.057,0.017,0.014,0.014,0.002,0.002
2023-11-01,United States,0.055,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,0.057,0.017,0.014,0.014,0.002,0.002
2023-12-13,United States,0.055,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,0.057,0.017,0.014,0.014,0.002,0.002
2024-01-31,United States,0.055,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,0.057,0.017,0.014,0.014,0.002,0.002
2024-03-20,United States,0.055,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,0.057,0.017,0.014,0.014,0.002,0.002
2024-05-01,United States,0.055,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,0.057,0.017,0.014,0.014,0.002,0.002
2024-06-12,United States,0.055,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,0.057,0.017,0.014,0.014,0.002,0.002
2024-07-31,United States,0.055,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,0.057,0.017,0.014,0.014,0.002,0.002
2024-09-18,United States,0.05,-0.0049999999999999975,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.057,0.017,0.014,0.014,0.002,0.002
2024-11-07,United States,0.0475,-0.0025000000000000022,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0475,0.057,0.017,0.014,0.014,0.002,0.002
2024-12-18,United States,0.045,-0.0025000000000000022,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,0.057,0.017,0.014,0.014,0.002,0.002
2025-01-29,United States,0.045,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,0.057,0.017,0.014,0.014,0.002,0.002
2025-03-19,United States,0.045,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,0.057,0.017,0.014,0.014,0.002,0.002
2025-05-07,United States,0.045,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,0.057,0.017,0.014,0.014,0.002,0.002
2025-06-18,United States,0.045,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,0.057,0.017,0.014,0.014,0.002,0.002
2025-07-30,United States,0.045,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,0.057,0.017,0.014,0.014,0.002,0.002
2025-09-17,United States,0.0425,-0.0024999999999999953,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0425,0.057,0.017,0.014,0.014,0.002,0.002
2025-10-29,United States,0.04,-0.0025000000000000022,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.057,0.017,0.014,0.014,0.002,0.002
2025-12-10,United States,0.0375,-0.0025000000000000022,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0375,0.057,0.017,0.014,0.014,0.002,0.002
2026-01-28,United States,0.0375,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0375,0.057,0.017,0.014,0.014,0.002,0.002
2026-03-18,United States,0.0375,0.0,Hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0375,0.057,0.017,0.014,0.014,0.002,0.002
