decision_date,country,rate,rate_change,direction,Australia Unemployment Rate,Reserve Bank of Australia (RBA) Interest Rate Decision,Australia Gross Domestic Product (GDP) q_q,Australia Gross Domestic Product (GDP) y_y,Westpac-MI Australia Consumer Sentiment m_m,Australia Exports m_m,Australia Imports m_m,Australia Participation Rate,S&P Global Australia Manufacturing Purchasing Managers Index (PMI),S&P Global Australia Services Purchasing Managers Index (PMI),S&P Global Australia Composite Purchasing Managers Index (PMI),Bank of Canada (BoC) Interest Rate Decision,Canada Retail Sales m_m,Canada Gross Domestic Product (GDP) m_m,Canada Consumer Price Index (CPI) m_m,Canada Core Consumer Price Index (CPI) m_m,Canada Core Consumer Price Index (CPI) y_y,Canada Core Retail Sales m_m,Canada Manufacturing Purchasing Managers Index (PMI),Canada Consumer Price Index (CPI) y_y,Canada Gross Domestic Product (GDP) y_y,Canada Industrial Product Price Index (IPPI) m_m,Canada Industrial Product Price Index (IPPI) y_y,Canada Raw Materials Price Index (RMPI) m_m,Canada Raw Materials Price Index (RMPI) y_y,Average hourly wages Permanent employee,Swiss National Bank (SNB) Interest Rate Decision,Switzerland Unemployment Rate,Switzerland Consumer Price Index (CPI) y_y,Switzerland Consumer Price Index (CPI) m_m,Switzerland Manufacturing Purchasing Managers Index (PMI),Switzerland Producer Price Index (PPI) y_y,Switzerland Retail Sales y_y,Switzerland Producer Price Index (PPI) m_m,Switzerland Unemployment Rate n.s.a_,Bank of England (BoE) Interest Rate Decision,S&P Global United Kingdom Construction Purchasing Managers Index (PMI)(1),Nationwide United Kingdom House Price Index (HPI) y_y,United Kingdom Gross Domestic Product (GDP) q_q,S&P Global United Kingdom Construction Purchasing Managers Index (PMI),Nationwide United Kingdom House Price Index (HPI) m_m,Bank of England (BoE) Monetary Policy Committee (MPC) Vote Hike,Bank of England (BoE) Monetary Policy Committee (MPC) Vote Unchanged,Untitled spBank of England (BoE) Monetary Policy Committee (MPC) Vote Cutreadsheet,United Kingdom Gross Domestic Product (GDP) y_y,S&P Global United Kingdom Manufacturing Purchasing Managers Index (PMI),S&P Global United Kingdom Services Purchasing Managers Index (PMI),S&P Global United Kingdom Composite Purchasing Managers Index (PMI),Fed Interest Rate Decision,U.S. Unit Labor Costs QoQ,U.S. Core PCE Prices,U.S. PCE Price index YoY,U.S. PCE Price index YoY(1),U.S. PCE price index,U.S. PCE price index MoM
2018-11-06,Australia,0.015,0.0,Hold,0.05,0.015,0.009,0.034,0.01,0.008,-0.011,0.654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-04,Australia,0.015,0.0,Hold,0.05,0.015,0.009,0.034,0.028,0.008,-0.011,0.656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-05,Australia,0.015,0.0,Hold,0.05,0.015,0.003,0.028,-0.047,-0.016,-0.057,0.656,53.9,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-05,Australia,0.015,0.0,Hold,0.05,0.015,0.003,0.028,0.043,-0.016,-0.057,0.657,52.9,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-02,Australia,0.015,0.0,Hold,0.049,0.015,0.002,0.023,-0.048,0.05,0.033,0.656,52.0,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-07,Australia,0.015,0.0,Hold,0.05,0.015,0.002,0.023,0.019,-0.018,-0.015,0.657,50.9,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-04,Australia,0.0125,-0.0024999999999999988,Cut,0.052,0.0125,0.002,0.023,0.006,-0.018,-0.015,0.658,51.0,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-02,Australia,0.01,-0.0025000000000000005,Cut,0.052,0.01,0.004,0.018,-0.006,0.025,0.028,0.66,52.0,52.6,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-06,Australia,0.01,0.0,Hold,0.052,0.01,0.004,0.018,-0.041,0.014,-0.036,0.66,51.6,52.3,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-03,Australia,0.01,0.0,Hold,0.052,0.01,0.004,0.018,0.036,0.014,-0.036,0.661,50.9,49.1,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-01,Australia,0.0075,-0.0025000000000000005,Cut,0.053,0.0075,0.005,0.014,-0.017,0.006,0.029,0.662,50.3,52.5,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-05,Australia,0.0075,0.0,Hold,0.052,0.0075,0.005,0.014,-0.055,-0.034,-0.004,0.661,50.0,50.1,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-03,Australia,0.0075,0.0,Hold,0.053,0.0075,0.005,0.014,0.045,0.035,0.025,0.66,49.9,49.7,49.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-04,Australia,0.0075,0.0,Hold,0.051,0.0075,0.004,0.017,-0.018,0.018,-0.028,0.66,49.6,50.6,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-03,Australia,0.005,-0.0024999999999999996,Cut,0.053,0.005,0.004,0.017,0.023,0.014,0.024,0.661,50.2,49.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-19,Australia,0.0025,-0.0025,Cut,0.051,0.0025,0.005,0.022,-0.038,-0.028,-0.028,0.66,50.2,49.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-07,Australia,0.0025,0.0,Hold,0.051,0.0025,0.005,0.022,-0.038,-0.047,-0.043,0.66,49.7,38.5,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-05,Australia,0.0025,0.0,Hold,0.052,0.0025,0.005,0.022,-0.177,-0.047,-0.043,0.66,44.1,19.5,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-02,Australia,0.0025,0.0,Hold,0.062,0.0025,0.005,0.022,0.164,0.151,-0.036,0.635,44.0,26.9,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-07,Australia,0.0025,0.0,Hold,0.071,0.0025,-0.003,0.014,0.063,-0.043,-0.061,0.629,51.2,53.1,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-04,Australia,0.0025,0.0,Hold,0.074,0.0025,-0.003,0.014,-0.061,0.035,0.013,0.64,54.0,58.2,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-01,Australia,0.0025,0.0,Hold,0.075,0.0025,-0.003,0.014,-0.095,0.035,0.013,0.647,53.6,48.1,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-06,Australia,0.0025,0.0,Hold,0.068,0.0025,-0.07,-0.063,0.18,-0.042,0.02,0.648,55.4,50.8,51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-03,Australia,0.001,-0.0015,Cut,0.069,0.001,-0.07,-0.063,0.119,-0.042,0.02,0.648,54.2,53.7,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-01,Australia,0.001,0.0,Hold,0.07,0.001,-0.07,-0.063,0.025,0.039,-0.059,0.658,55.8,54.9,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-02,Australia,0.001,0.0,Hold,0.066,0.001,0.033,-0.038,-0.045,0.035,0.097,0.662,57.2,55.6,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-02,Australia,0.001,0.0,Hold,0.064,0.001,0.033,-0.038,0.019,0.028,-0.024,0.661,56.9,53.4,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-06,Australia,0.001,0.0,Hold,0.058,0.001,0.031,-0.011,0.026,-0.013,0.052,0.661,56.8,55.5,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04,Australia,0.001,0.0,Hold,0.056,0.001,0.031,-0.011,0.062,-0.017,0.043,0.663,59.7,58.8,58.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Australia,0.001,0.0,Hold,0.055,0.001,0.031,-0.011,-0.048,-0.017,0.043,0.66,60.4,58.2,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-06,Australia,0.001,0.0,Hold,0.051,0.001,0.018,0.011,-0.052,0.061,0.029,0.662,58.6,56.8,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-03,Australia,0.001,0.0,Hold,0.049,0.001,0.018,0.011,0.015,0.061,0.029,0.662,56.9,44.2,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07,Australia,0.001,0.0,Hold,0.046,0.001,0.007,0.096,-0.044,0.048,0.033,0.66,52.0,42.9,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-05,Australia,0.001,0.0,Hold,0.045,0.001,0.007,0.096,0.02,0.041,-0.015,0.652,56.8,45.5,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-02,Australia,0.001,0.0,Hold,0.046,0.001,0.007,0.096,-0.015,0.041,-0.015,0.645,58.2,51.8,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-07,Australia,0.001,0.0,Hold,0.052,0.001,-0.019,0.039,0.006,-0.033,-0.027,0.647,59.2,55.7,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01,Australia,0.001,0.0,Hold,0.042,0.001,-0.019,0.039,-0.02,0.016,0.063,0.661,55.1,45.0,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01,Australia,0.001,0.0,Hold,0.042,0.001,-0.019,0.039,-0.013,0.008,0.05,0.662,57.0,56.4,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-05,Australia,0.001,0.0,Hold,0.04,0.001,0.034,0.042,-0.042,0.076,-0.016,0.664,57.7,55.6,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-03,Australia,0.0035,0.0025,Hike,0.04,0.0035,0.034,0.042,-0.009,0.002,0.121,0.664,58.8,56.1,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-07,Australia,0.0085,0.005000000000000001,Hike,0.039,0.0085,0.008,0.033,-0.056,0.01,-0.007,0.663,55.7,53.2,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05,Australia,0.0135,0.004999999999999999,Hike,0.039,0.0135,0.008,0.033,-0.045,0.01,-0.007,0.667,56.2,52.6,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-02,Australia,0.0185,0.004999999999999999,Hike,0.035,0.0185,0.008,0.033,-0.03,0.095,0.058,0.668,55.7,50.9,51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-06,Australia,0.0235,0.005000000000000001,Hike,0.034,0.0235,0.008,0.033,-0.03,0.051,0.007,0.664,53.8,50.2,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-04,Australia,0.026,0.0024999999999999988,Hike,0.035,0.026,0.009,0.036,0.039,-0.099,0.052,0.666,53.5,50.6,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Australia,0.0285,0.0025000000000000022,Hike,0.035,0.0285,0.009,0.036,-0.009,0.026,0.045,0.666,52.7,49.0,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-06,Australia,0.031,0.0024999999999999988,Hike,0.034,0.031,0.009,0.036,-0.069,0.07,0.004,0.665,51.3,47.6,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-07,Australia,0.0335,0.0025000000000000022,Hike,0.035,0.0335,0.006,0.059,0.05,-0.014,0.01,0.666,50.0,48.6,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-07,Australia,0.036,0.0024999999999999953,Hike,0.037,0.036,0.005,0.027,-0.069,0.014,0.046,0.665,50.5,50.7,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-04,Australia,0.036,0.0,Hold,0.035,0.036,0.005,0.027,0.0,0.014,0.046,0.666,49.1,48.6,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-02,Australia,0.0385,0.0025000000000000022,Hike,0.035,0.0385,0.005,0.027,0.094,-0.029,-0.091,0.667,48.0,53.7,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06,Australia,0.041,0.0025000000000000022,Hike,0.037,0.041,0.005,0.027,-0.079,0.038,0.025,0.667,48.4,52.1,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-04,Australia,0.041,0.0,Hold,0.036,0.041,0.002,0.023,0.002,-0.05,0.02,0.669,48.2,50.3,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-01,Australia,0.041,0.0,Hold,0.035,0.041,0.002,0.023,0.027,0.044,0.025,0.668,49.6,48.0,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-05,Australia,0.041,0.0,Hold,0.037,0.041,0.002,0.023,-0.004,-0.017,-0.039,0.667,49.6,47.8,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-03,Australia,0.041,0.0,Hold,0.037,0.041,0.004,0.021,-0.015,-0.02,0.03,0.67,48.7,51.8,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-07,Australia,0.0435,0.0024999999999999953,Hike,0.036,0.0435,0.004,0.021,0.029,-0.014,0.075,0.667,48.2,47.9,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-05,Australia,0.0435,0.0,Hold,0.037,0.0435,0.004,0.021,-0.026,-0.014,0.075,0.67,47.7,46.0,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-06,Australia,0.0435,0.0,Hold,0.039,0.0435,0.002,0.021,-0.013,0.018,0.048,0.668,50.1,49.1,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-19,Australia,0.0435,0.0,Hold,0.041,0.0435,0.002,0.015,0.062,0.016,0.013,0.668,47.8,53.1,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-07,Australia,0.0435,0.0,Hold,0.038,0.0435,0.002,0.015,-0.024,0.001,0.042,0.666,49.6,53.6,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-18,Australia,0.0435,0.0,Hold,0.04,0.0435,0.001,0.011,-0.003,-0.025,-0.072,0.668,49.7,52.5,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-06,Australia,0.0435,0.0,Hold,0.041,0.0435,0.001,0.011,-0.011,0.017,0.005,0.669,47.5,50.4,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-24,Australia,0.0435,0.0,Hold,0.042,0.0435,0.002,0.01,-0.005,0.007,-0.008,0.671,48.5,52.5,51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-05,Australia,0.0435,0.0,Hold,0.041,0.0435,0.002,0.01,0.062,-0.002,-0.002,0.672,46.6,51.0,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,Australia,0.0435,0.0,Hold,0.041,0.0435,0.003,0.008,0.053,0.036,0.001,0.671,49.4,50.5,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-18,Australia,0.041,-0.0024999999999999953,Cut,0.04,0.041,0.003,0.008,-0.007,0.011,0.059,0.671,50.2,51.2,51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-01,Australia,0.041,0.0,Hold,0.041,0.041,0.006,0.013,0.04,0.013,-0.003,0.668,52.6,50.8,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-20,Australia,0.0385,-0.0025000000000000022,Cut,0.041,0.0385,0.006,0.013,0.022,0.076,-0.022,0.671,51.7,51.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-20,Australia,0.0385,0.0,Hold,0.041,0.0385,0.006,0.013,0.022,0.076,-0.022,0.671,51.7,51.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-08,Australia,0.0385,0.0,Hold,0.041,0.0385,0.002,0.013,0.005,-0.027,0.038,0.67,50.6,51.8,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-12,Australia,0.036,-0.0025000000000000022,Cut,0.043,0.036,0.002,0.013,0.005,0.06,-0.031,0.671,51.6,54.1,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30,Australia,0.036,0.0,Hold,0.042,0.036,0.006,0.018,0.057,0.033,-0.013,0.668,51.4,55.8,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-04,Australia,0.036,0.0,Hold,0.045,0.036,0.006,0.018,0.057,-0.078,0.032,0.67,49.7,52.5,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-09,Australia,0.036,0.0,Hold,0.043,0.036,0.006,-0.75,0.128,0.034,0.02,0.67,51.6,52.8,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-03,Australia,0.0385,0.0025000000000000022,Hike,0.041,0.0385,0.006,-0.75,-0.017,-0.029,0.002,0.667,51.6,52.8,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-17,Australia,0.041,0.0025000000000000022,Hike,0.041,0.041,0.008,0.026,0.012,-0.009,0.008,0.667,51.0,52.8,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-05-29,Canada,0.0425,,Hold,,,,,,,,,,,,0.0425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-07-10,Canada,0.045,0.0024999999999999953,Hike,,,,,,,,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-05,Canada,0.045,0.0,Hold,,,,,,,,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-10-16,Canada,0.045,0.0,Hold,,,,,,,,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-04,Canada,0.0425,-0.0024999999999999953,Cut,,,,,,,,,,,,0.0425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-22,Canada,0.04,-0.0025000000000000022,Cut,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-04,Canada,0.035,-0.0049999999999999975,Cut,,,,,,,,,,,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-22,Canada,0.03,-0.0050000000000000044,Cut,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-10,Canada,0.03,0.0,Hold,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-07-15,Canada,0.03,0.0,Hold,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-03,Canada,0.03,0.0,Hold,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-10-08,Canada,0.025,-0.0049999999999999975,Cut,,,,,,,,,,,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-10-21,Canada,0.0225,-0.0025000000000000022,Cut,,,,,,,,,,,,0.0225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-09,Canada,0.015,-0.0075,Cut,,,,,,,,,,,,0.015,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-20,Canada,0.01,-0.004999999999999999,Cut,,,,,,,,,,,,0.01,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-03,Canada,0.005,-0.005,Cut,,,,,,,,,,,,0.005,-0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-04-21,Canada,0.0025,-0.0025,Cut,,,,,,,,,,,,0.0025,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-04,Canada,0.0025,0.0,Hold,,,,,,,,,,,,0.0025,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-07-21,Canada,0.0025,0.0,Hold,,,,,,,,,,,,0.0025,-0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-10,Canada,0.0025,0.0,Hold,,,,,,,,,,,,0.0025,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-20,Canada,0.0025,0.0,Hold,,,,,,,,,,,,0.0025,-0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-08,Canada,0.0025,0.0,Hold,,,,,,,,,,,,0.0025,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-19,Canada,0.0025,0.0,Hold,,,,,,,,,,,,0.0025,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-02,Canada,0.0025,0.0,Hold,,,,,,,,,,,,0.0025,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-20,Canada,0.0025,0.0,Hold,,,,,,,,,,,,0.0025,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-01,Canada,0.005,0.0025,Hike,,,,,,,,,,,,0.005,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-20,Canada,0.0075,0.0024999999999999996,Hike,,,,,,,,,,,,0.0075,-0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-08,Canada,0.01,0.0025000000000000005,Hike,,,,,,,,,,,,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-19,Canada,0.01,0.0,Hold,,,,,,,,,,,,0.01,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-07,Canada,0.01,0.0,Hold,,,,,,,,,,,,0.01,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-18,Canada,0.01,0.0,Hold,,,,,,,,,,,,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-01,Canada,0.01,0.0,Hold,,,,,,,,,,,,0.01,-0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-12,Canada,0.01,0.0,Hold,,,,,,,,,,,,0.01,-0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-31,Canada,0.01,0.0,Hold,,,,,,,,,,,,0.01,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-19,Canada,0.01,0.0,Hold,,,,,,,,,,,,0.01,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-07,Canada,0.01,0.0,Hold,,,,,,,,,,,,0.01,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-10-25,Canada,0.01,0.0,Hold,,,,,,,,,,,,0.01,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-06,Canada,0.01,0.0,Hold,,,,,,,,,,,,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-17,Canada,0.01,0.0,Hold,,,,,,,,,,,,0.01,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-08,Canada,0.01,0.0,Hold,,,,,,,,,,,,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-17,Canada,0.01,0.0,Hold,,,,,,,,,,,,0.01,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-05,Canada,0.01,0.0,Hold,,,,,,,,,,,,0.01,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-17,Canada,0.01,0.0,Hold,,,,,,,,,,,,0.01,-0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-05,Canada,0.01,0.0,Hold,,,,,,,,,,,,0.01,-0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-23,Canada,0.01,0.0,Hold,,,,,,,,,,,,0.01,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-04,Canada,0.01,0.0,Hold,,,,,,,,,,,,0.01,0.002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
