central_bank_code,currency,indicator_key,indicator,shock,baseline_pearson_ic,scenario_pearson_ic,pearson_ic_delta,baseline_hit_rate,scenario_hit_rate,hit_rate_delta,sensitivity_magnitude
RBNZ,NZD,exports,Exports,plus_20pct,-0.09690036707060748,-0.09271972611610978,0.0041806409544977025,0.5540540540540541,0.5540540540540541,0.0,0.0041806409544977025
RBNZ,NZD,cpi_headline_qoq,Headline CPI (QoQ),plus_20pct,-0.09690036707060748,-0.10103697508216752,-0.0041366080115600445,0.5540540540540541,0.5540540540540541,0.0,0.0041366080115600445
ECB,EUR,consumer_confidence,Consumer Confidence,minus_20pct,-0.005819286849960415,-0.009829724683684543,-0.0040104378337241274,0.52,0.52,0.0,0.0040104378337241274
ECB,EUR,consumer_confidence,Consumer Confidence,plus_20pct,-0.005819286849960415,-0.0019061102895331452,0.00391317656042727,0.52,0.52,0.0,0.00391317656042727
SNB,CHF,unemployment_rate,Unemployment Rate,minus_20pct,-0.05399171631330828,-0.0575523546492486,-0.003560638335940322,0.44594594594594594,0.44594594594594594,0.0,0.003560638335940322
SNB,CHF,unemployment_rate,Unemployment Rate,plus_20pct,-0.05399171631330828,-0.05061493456350477,0.0033767817498035063,0.44594594594594594,0.44594594594594594,0.0,0.0033767817498035063
RBNZ,NZD,labour_cost_index_qoq,Labour Cost Index (QoQ),minus_20pct,-0.09690036707060748,-0.09997418164872009,-0.0030738145781126075,0.5540540540540541,0.5540540540540541,0.0,0.0030738145781126075
BOC,CAD,composite_pmi,Composite PMI,minus_20pct,-0.15295433463870756,-0.1559057750632215,-0.0029514404245139514,0.5066666666666667,0.5066666666666667,0.0,0.0029514404245139514
RBNZ,NZD,labour_cost_index_qoq,Labour Cost Index (QoQ),plus_20pct,-0.09690036707060748,-0.09399470061788644,0.0029056664527210424,0.5540540540540541,0.5540540540540541,0.0,0.0029056664527210424
BOE,GBP,retail_price_index_mom,Retail Price Index (MoM),minus_20pct,-0.10984412989764278,-0.11256849322974945,-0.002724363332106669,0.4533333333333333,0.4533333333333333,0.0,0.002724363332106669
BOE,GBP,retail_price_index_mom,Retail Price Index (MoM),plus_20pct,-0.10984412989764278,-0.10716276531217654,0.0026813645854662366,0.4533333333333333,0.4533333333333333,0.0,0.0026813645854662366
BOC,CAD,services_pmi,Services PMI,minus_20pct,-0.15295433463870756,-0.15549947874322514,-0.002545144104517588,0.5066666666666667,0.5066666666666667,0.0,0.002545144104517588
BOE,GBP,cbi_industrial_trends_orders,CBI Industrial Trends Orders,minus_20pct,-0.10984412989764278,-0.10737176110176865,0.002472368795874133,0.4533333333333333,0.4533333333333333,0.0,0.002472368795874133
BOC,CAD,cpi_headline_yoy,Headline CPI (YoY),minus_20pct,-0.15295433463870756,-0.1505038984023139,0.002450436236393655,0.5066666666666667,0.5066666666666667,0.0,0.002450436236393655
BOE,GBP,avg_earnings_excl_bonus,Average Earnings (excl. Bonus),plus_20pct,-0.10984412989764278,-0.10749140141509327,0.0023527284825495126,0.4533333333333333,0.4533333333333333,0.0,0.0023527284825495126
SNB,CHF,cpi_headline_mom,Headline CPI (MoM),minus_20pct,-0.05399171631330828,-0.05169863235287807,0.002293083960430209,0.44594594594594594,0.44594594594594594,0.0,0.002293083960430209
BOE,GBP,ppi_core_output_mom,PPI Core Output (MoM),minus_20pct,-0.10984412989764278,-0.10758111437939633,0.002263015518246453,0.4533333333333333,0.4533333333333333,0.0,0.002263015518246453
BOE,GBP,ppi_core_output_mom,PPI Core Output (MoM),plus_20pct,-0.10984412989764278,-0.11206084640826228,-0.0022167165106194986,0.4533333333333333,0.4533333333333333,0.0,0.0022167165106194986
SNB,CHF,cpi_headline_mom,Headline CPI (MoM),plus_20pct,-0.05399171631330828,-0.05616739745828665,-0.0021756811449783753,0.44594594594594594,0.44594594594594594,0.0,0.0021756811449783753
BOC,CAD,retail_sales_yoy,Retail Sales (YoY),minus_20pct,-0.15295433463870756,-0.1550606143880846,-0.002106279749377049,0.5066666666666667,0.5066666666666667,0.0,0.002106279749377049
ECB,EUR,construction_output_yoy,Construction Output (YoY),minus_20pct,-0.005819286849960415,-0.003728293592542101,0.0020909932574183143,0.52,0.52,0.0,0.0020909932574183143
ECB,EUR,construction_output_yoy,Construction Output (YoY),plus_20pct,-0.005819286849960415,-0.007838129404265847,-0.002018842554305432,0.52,0.52,0.0,0.002018842554305432
BOJ,JPY,composite_pmi,S&P Global Composite PMI,minus_20pct,0.0028546048305205522,0.004650463923986065,0.001795859093465513,0.4666666666666667,0.4666666666666667,0.0,0.001795859093465513
RBNZ,NZD,employment_change_qoq,Employment Change (QoQ),minus_20pct,-0.09690036707060748,-0.09510779385002309,0.0017925732205843897,0.5540540540540541,0.5540540540540541,0.0,0.0017925732205843897
ECB,EUR,composite_pmi,Composite PMI,minus_20pct,-0.005819286849960415,-0.007595404287233281,-0.0017761174372728653,0.52,0.52,0.0,0.0017761174372728653
ECB,EUR,composite_pmi,Composite PMI,plus_20pct,-0.005819286849960415,-0.00404789670250388,0.0017713901474565351,0.52,0.52,0.0,0.0017713901474565351
