central_bank_code,currency,indicator_key,indicator,indicator_category,target_families,initial_signed_weight,initial_abs_weight,avg_abs_correlation,avg_model_importance,avg_pca_score,economic_rationale,initial_normalized_abs_weight
BOC,CAD,new_housing_price_index_mom,New Housing Price Index (MoM),Housing,"gdp_growth,inflation,unemployment",-0.026984602905068197,0.026984602905068197,0.1352103313142002,0.008668900707870367,0.3142587968528253,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson 0.27. weak positive Pearson correlation (0.27); Spearman 0.31; PCA loading signal 0.31; model importance signal 0.03",0.037126017237228866
BOC,CAD,retail_sales_ex_autos_mom,Retail Sales Ex Autos (MoM),Growth,gdp_growth,0.02571506160918533,0.02571506160918533,0.944682911554944,0.0382714500861866,0.2768860914433692,Linked to gdp_growth; strongest target link is gdp_growth with Pearson 0.94. strong positive Pearson correlation (0.94); Spearman 0.85; same macro theme; PCA loading signal 0.28; model importance signal 0.04,0.035379354067860205
BOC,CAD,imports,Imports,Trade,"gdp_growth,inflation,unemployment",0.0249490385005521,0.0249490385005521,0.3723276344515232,0.0,0.3276857085120525,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson -0.71. strong negative Pearson correlation (-0.71); Spearman -0.31; PCA loading signal 0.33",0.03432544242664456
BOC,CAD,vehicle_sales_mom,Vehicle Sales (MoM),Growth,"gdp_growth,inflation,unemployment",-0.024432384450801765,0.024432384450801765,0.2033854425493841,0.0,0.20220844953276793,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson 0.38. weak positive Pearson correlation (0.38); Spearman 0.37; PCA loading signal 0.20",0.03361461828651565
BOC,CAD,cfib_business_barometer,CFIB Business Barometer,Sentiment,"gdp_growth,inflation,unemployment",0.023959503256223598,0.023959503256223598,0.17789838005228717,0.022479469804226566,0.2645266355697165,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson -0.23. weak negative Pearson correlation (-0.23); Spearman -0.15; PCA loading signal 0.26; model importance signal 0.02",0.03296401781472687
BOC,CAD,composite_pmi,Composite PMI,Growth,"gdp_growth,inflation,unemployment",-0.02341780082369053,0.02341780082369053,0.2509102333400957,0.0,0.0,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson -0.25. weak negative Pearson correlation (-0.25); Spearman -0.26; same macro theme",0.032218731552096924
BOC,CAD,services_pmi,Services PMI,Growth,"gdp_growth,inflation,unemployment",-0.023074113619511297,0.023074113619511297,0.24831852611267324,0.0020137503334054997,0.0,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson -0.26. weak negative Pearson correlation (-0.26); Spearman -0.28; same macro theme; model importance signal 0.01",0.031745879047597896
BOC,CAD,budget_balance,Budget Balance,Growth,"gdp_growth,inflation,unemployment",0.022165876299863732,0.022165876299863732,0.3835088176639651,0.13454611483424997,0.2516379907446192,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson -0.69. moderate negative Pearson correlation (-0.69); Spearman -0.59; PCA loading signal 0.25; model importance signal 0.04",0.03049630592979608
BOC,CAD,core_cpi_mom,Core CPI (MoM),Inflation,"gdp_growth,inflation,unemployment",0.0191156802711125,0.0191156802711125,0.2666729039915066,0.006317917740381634,0.33478912414726486,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.38. weak positive Pearson correlation (0.38); Spearman 0.32; same macro theme; PCA loading signal 0.33; model importance signal 0.02",0.026299778349281766
BOC,CAD,retail_sales_mom,Retail Sales (MoM),Growth,"inflation,unemployment",-0.014649595799198133,0.014649595799198133,0.0810576176671059,0.0,0.2821038372612122,"Linked to inflation, unemployment; strongest target link is unemployment with Pearson 0.11. weak positive Pearson correlation (0.11); Spearman -0.01; PCA loading signal 0.28",0.020155239937116685
BOC,CAD,new_motor_vehicle_sales,New Motor Vehicle Sales,Growth,"gdp_growth,inflation,unemployment",0.012902579506752465,0.012902579506752465,0.17121850431204935,0.0032896360933462004,0.2015110234135562,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.24. weak positive Pearson correlation (0.24); Spearman 0.04; same macro theme; PCA loading signal 0.20; model importance signal 0.01",0.017751656040950636
BOC,CAD,new_housing_price_index_yoy,New Housing Price Index (YoY),Housing,"gdp_growth,inflation,unemployment",0.012696870154716435,0.012696870154716435,0.15175884421714558,0.1256197306059231,0.2951192593948749,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.43. moderate positive Pearson correlation (0.43); Spearman 0.28; PCA loading signal 0.30; model importance signal 0.38",0.017468636536219866
BOC,CAD,unemployment_rate,Unemployment Rate,Labor,"gdp_growth,inflation",-0.011675734969682432,0.011675734969682432,0.3804120432380576,0.01160813468817045,0.3419538347147182,"Linked to gdp_growth, inflation; strongest target link is inflation with Pearson -0.65. moderate negative Pearson correlation (-0.65); Spearman -0.71; PCA loading signal 0.34; model importance signal 0.02",0.016063736022601676
BOC,CAD,raw_materials_prices_mom,Raw Materials Prices (MoM),Inflation,"gdp_growth,inflation,unemployment",-0.010871747526889766,0.010871747526889766,0.34876747843941486,0.0,0.217349393707546,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.65. moderate positive Pearson correlation (0.65); Spearman 0.30; PCA loading signal 0.22",0.014957592205527757
