central_bank_code,currency,indicator_key,indicator,indicator_category,target_families,initial_signed_weight,initial_abs_weight,avg_abs_correlation,avg_model_importance,avg_pca_score,economic_rationale,initial_normalized_abs_weight
BOC,CAD,ppi_mom,PPI (MoM),Inflation,"gdp_growth,inflation,unemployment",0.009163410622786333,0.009163410622786333,0.1039701297021788,0.010462399302126233,0.0,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.01. weak positive Pearson correlation (0.01); Spearman -0.02; same macro theme; model importance signal 0.03",0.012607224272678684
BOC,CAD,manufacturing_sales_mom,Manufacturing Sales (MoM),Growth,"gdp_growth,inflation,unemployment",0.006562575809665964,0.006562575809665964,0.31029818631995826,0.012516405849794666,0.2961141172266595,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.87. strong positive Pearson correlation (0.87); Spearman 0.22; same macro theme; PCA loading signal 0.30; model importance signal 0.04",0.009028937853464552
BOC,CAD,core_cpi_yoy,Core CPI (YoY),Inflation,gdp_growth,-0.006547838696679133,0.006547838696679133,0.0472005279593554,0.0,0.3682846424639844,Linked to gdp_growth; strongest target link is gdp_growth with Pearson -0.05. weak negative Pearson correlation (-0.05); Spearman -0.02; PCA loading signal 0.37,0.009008662205432937
BOC,CAD,wholesale_sales_mom,Wholesale Sales (MoM),Growth,"gdp_growth,inflation,unemployment",0.006155659238182199,0.006155659238182199,0.3028040190837384,0.0097661694689475,0.2825079123473913,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.85. strong positive Pearson correlation (0.85); Spearman 0.26; same macro theme; PCA loading signal 0.28; model importance signal 0.03",0.008469092978215973
BOC,CAD,gdp_mom,GDP (MoM),Growth,"gdp_growth,inflation,unemployment",0.0059200559884897315,0.0059200559884897315,0.3068576515385324,0.0,0.3029410682734002,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.90. strong positive Pearson correlation (0.90); Spearman 0.45; same macro theme; PCA loading signal 0.30",0.008144944783780738
BOC,CAD,part_time_employment_change,Part-Time Employment Change,Labor,"gdp_growth,inflation,unemployment",-0.0030072234519313013,0.0030072234519313013,0.2592494598851946,0.020601282670972266,0.2598300173507031,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.73. strong positive Pearson correlation (0.73); Spearman 0.42; PCA loading signal 0.26; model importance signal 0.05",0.004137404952941931
BOE,GBP,retail_price_index_yoy,Retail Price Index (YoY),Inflation,"gdp_growth,inflation,unemployment",0.04436806671307843,0.04436806671307843,0.5979164054232052,0.0812440794673253,0.2535130341110903,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.90. strong positive Pearson correlation (0.90); Spearman 0.91; same macro theme; PCA loading signal 0.25; model importance signal 0.04",0.06621321985582702
BOE,GBP,cpi_headline_yoy,Headline CPI (YoY),Inflation,"gdp_growth,inflation,unemployment",0.0425780752675698,0.0425780752675698,0.5900802416607784,0.0,0.2486118719189385,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.91. strong positive Pearson correlation (0.91); Spearman 0.93; same macro theme; PCA loading signal 0.25",0.06354190451797447
BOE,GBP,ppi_output_yoy,PPI Output (YoY),Inflation,"gdp_growth,inflation,unemployment",0.03747235029395353,0.03747235029395353,0.4772837352190849,0.0,0.2812314370314687,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.56. moderate positive Pearson correlation (0.56); Spearman 0.47; same macro theme; PCA loading signal 0.28",0.05592231423048987
BOE,GBP,ppi_core_output_yoy,PPI Core Output (YoY),Inflation,"gdp_growth,inflation,unemployment",0.03679089197234673,0.03679089197234673,0.46546187665755606,0.0304942787645627,0.2791065365445043,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.60. moderate positive Pearson correlation (0.60); Spearman 0.48; same macro theme; PCA loading signal 0.28; model importance signal 0.03",0.05490533167943737
BOE,GBP,ppi_input_yoy,PPI Input (YoY),Inflation,"gdp_growth,inflation,unemployment",0.0354253344362014,0.0354253344362014,0.4545481355448944,0.012934731896671601,0.2980000646450012,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.44. moderate positive Pearson correlation (0.44); Spearman 0.32; same macro theme; PCA loading signal 0.30",0.05286742540889167
BOE,GBP,avg_earnings_incl_bonus,Average Earnings (incl. Bonus),Labor,"gdp_growth,inflation,unemployment",0.0353901206972915,0.0353901206972915,0.43072083437762515,0.08498192204646793,0.2454055105116915,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.62. moderate positive Pearson correlation (0.62); Spearman 0.65; PCA loading signal 0.25",0.052814873760620294
BOE,GBP,cbi_industrial_trends_orders,CBI Industrial Trends Orders,Sentiment,"gdp_growth,inflation,unemployment",0.03459675629696146,0.03459675629696146,0.46603832350694413,0.040999253674529904,0.2788656517782382,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.69. moderate positive Pearson correlation (0.69); Spearman 0.65; PCA loading signal 0.28; model importance signal 0.04",0.05163088682234438
BOE,GBP,avg_earnings_excl_bonus,Average Earnings (excl. Bonus),Labor,"gdp_growth,inflation,unemployment",0.03284162917138713,0.03284162917138713,0.41138575429920027,0.008363897083472934,0.2915968584737229,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.64. moderate positive Pearson correlation (0.64); Spearman 0.61; PCA loading signal 0.29; model importance signal 0.03",0.04901160167313767
BOE,GBP,retail_price_index_mom,Retail Price Index (MoM),Inflation,"gdp_growth,inflation,unemployment",0.03172624224650933,0.03172624224650933,0.33608781886210054,0.0169973740847086,0.2117028743733909,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.36. weak positive Pearson correlation (0.36); Spearman 0.41; same macro theme; PCA loading signal 0.21; model importance signal 0.01",0.04734704053372975
BOE,GBP,cpi_headline_mom,Headline CPI (MoM),Inflation,"gdp_growth,inflation,unemployment",0.0293497111139443,0.0293497111139443,0.31375817331280437,0.0,0.2016623350347221,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.35. weak positive Pearson correlation (0.35); Spearman 0.35; same macro theme; PCA loading signal 0.20",0.04380039561470826
BOE,GBP,ppi_core_output_mom,PPI Core Output (MoM),Inflation,"gdp_growth,inflation,unemployment",0.028558222965491632,0.028558222965491632,0.31581832880622734,0.010848058274613335,0.23824550686843823,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.24. weak positive Pearson correlation (0.24); Spearman 0.15; same macro theme; PCA loading signal 0.24; model importance signal 0.02",0.0426192087235668
BOE,GBP,core_cpi_mom,Core CPI (MoM),Inflation,"gdp_growth,inflation,unemployment",0.023215964103924097,0.023215964103924097,0.2359952453369949,0.0044528641776833,0.0,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.29. weak positive Pearson correlation (0.29); Spearman 0.35; same macro theme; model importance signal 0.01",0.03464662423357273
BOE,GBP,core_cpi_yoy,Core CPI (YoY),Inflation,"gdp_growth,unemployment",0.021498744004783035,0.021498744004783035,0.40571328860159495,0.011119538491854,0.2420081755740031,"Linked to gdp_growth, unemployment; strongest target link is unemployment with Pearson -0.56. moderate negative Pearson correlation (-0.56); Spearman -0.58; PCA loading signal 0.24; model importance signal 0.02",0.032083910092779305
BOE,GBP,employment_change,Employment Change,Labor,"gdp_growth,inflation,unemployment",0.020916494919597798,0.020916494919597798,0.20361405702880586,0.007020796557284534,0.0,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson -0.10. weak negative Pearson correlation (-0.10); Spearman -0.09; same macro theme; model importance signal 0.02",0.03121498364309787
BOE,GBP,ppi_output_mom,PPI Output (MoM),Inflation,"gdp_growth,inflation,unemployment",0.018704493903133966,0.018704493903133966,0.1939234429763458,0.0133012867207851,0.0,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.34. weak positive Pearson correlation (0.34); Spearman 0.59",0.027913877228622087
BOE,GBP,hmrc_payrolls_change,HMRC Payrolls Change,Labor,"gdp_growth,inflation,unemployment",0.017192568265922765,0.017192568265922765,0.3686893005783693,0.020637853957931968,0.3342432743865316,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson -0.38. weak negative Pearson correlation (-0.38); Spearman -0.48; same macro theme; PCA loading signal 0.33; model importance signal 0.04",0.025657536755873536
BOE,GBP,consumer_confidence,Consumer Confidence,Sentiment,"gdp_growth,inflation,unemployment",-0.01621384173697197,0.01621384173697197,0.46577084466477253,0.025353054665435165,0.2538327099793193,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson 0.53. moderate positive Pearson correlation (0.53); Spearman 0.52; PCA loading signal 0.25; model importance signal 0.03",0.02419692240773817
BOE,GBP,manufacturing_pmi,Manufacturing PMI,Growth,"gdp_growth,inflation,unemployment",-0.015662041079106966,0.015662041079106966,0.2022992055011237,0.0009785694611947,0.0,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson -0.43. moderate negative Pearson correlation (-0.43); Spearman -0.47",0.02337343603606276
BOE,GBP,core_rpi_mom,Core RPI (MoM),Inflation,"gdp_growth,inflation,unemployment",0.014043183185225,0.014043183185225,0.0805778899251733,0.0,0.2096635849527767,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.07. weak positive Pearson correlation (0.07); Spearman 0.26; same macro theme; PCA loading signal 0.21",0.02095751391946192
BOE,GBP,retail_sales_ex_fuel_yoy,Retail Sales Ex Fuel (YoY),Growth,"gdp_growth,inflation,unemployment",-0.013067348903985532,0.013067348903985532,0.49104143240696946,0.03849050566362137,0.3326698618140483,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson 0.49. moderate positive Pearson correlation (0.49); Spearman 0.63; PCA loading signal 0.33; model importance signal 0.03",0.019501215852106287
BOE,GBP,public_sector_net_borrowing,Public Sector Net Borrowing,Growth,"gdp_growth,inflation,unemployment",0.011627697361225035,0.011627697361225035,0.18869098489296132,0.013274199584582966,0.20689900895251542,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.31. weak positive Pearson correlation (0.31); Spearman 0.22; same macro theme; PCA loading signal 0.21; model importance signal 0.04",0.01735273449651721
