central_bank_code,month,indicator_key,value_normalized,indicator,indicator_category,signed_weight,contribution
BOC,2020-07-01,employment_change,1.29495616430168,Employment Change,Labor,0.03988527443287958,0.051649681991721604
BOC,2020-07-01,exports,-1.551832474555188,Exports,Trade,0.02893149712843853,-0.04489683678141108
BOC,2020-07-01,full_time_employment_change,0.2617743856986517,Full-Time Employment Change,Labor,0.04096881593605494,0.010724586624461914
BOC,2020-07-01,gdp_mom,1.4659519445112728,GDP (MoM),Growth,0.006134904127173815,0.008993474634620687
BOC,2020-07-01,imports,-1.386522862322514,Imports,Trade,0.023228716873411066,-0.03220714700740119
BOC,2020-07-01,ivey_pmi_sa,1.463956511641607,Ivey PMI s.a.,Growth,0.03219530035399949,0.04713251959749489
BOC,2020-07-01,manufacturing_sales_mom,1.386966659409279,Manufacturing Sales (MoM),Growth,0.006148537874260851,0.008527817035715002
BOC,2020-07-01,new_housing_price_index_mom,0.2679476294131772,New Housing Price Index (MoM),Housing,-0.024608373811200263,-0.0065937554264244224
BOC,2020-07-01,new_housing_price_index_yoy,-0.4473661244624567,New Housing Price Index (YoY),Housing,0.01278700461885018,-0.005720472699818539
BOC,2020-07-01,new_motor_vehicle_sales,0.5213043400987237,New Motor Vehicle Sales,Growth,0.013522100026237169,0.007049129430926502
BOC,2020-07-01,part_time_employment_change,2.6522736771303888,Part-Time Employment Change,Labor,-0.003142317773373342,-0.008334286715497088
BOC,2020-07-01,ppi_mom,0.2111913334721383,PPI (MoM),Inflation,0.01006163277453113,0.0021249296425602
BOC,2020-07-01,ppi_yoy,-1.0108435018416708,PPI (YoY),Inflation,0.03488863459243317,-0.0352669495658896
BOC,2020-07-01,raw_materials_prices_mom,0.4976478987148803,Raw Materials Prices (MoM),Inflation,-0.009254324696009371,-0.004605395238994287
BOC,2020-07-01,raw_materials_prices_yoy,-1.0654301792097929,Raw Materials Prices (YoY),Inflation,0.03215740267063467,-0.03426146729029576
BOC,2020-07-01,retail_sales_ex_autos_mom,-0.1948623858398788,Retail Sales Ex Autos (MoM),Growth,0.023220023305281487,-0.0045247091405247394
BOC,2020-07-01,retail_sales_mom,0.0403166008378321,Retail Sales (MoM),Growth,-0.014445421741266352,-0.0005823903022767771
BOC,2020-07-01,retail_sales_yoy,-0.1941299948157155,Retail Sales (YoY),Growth,0.03521631245765324,-0.00683654255483284
BOC,2020-07-01,unemployment_rate,2.3018964312455403,Unemployment Rate,Labor,-0.009542259431604347,-0.021965292931629143
BOC,2020-07-01,wholesale_sales_mom,1.0738455289073487,Wholesale Sales (MoM),Growth,0.0064370348713542695,0.0069123811160244734
BOC,2020-08-01,balance_of_trade,-0.7701143050659688,Balance of Trade,Trade,0.02960202367361747,-0.022796941889954275
BOC,2020-08-01,budget_balance,-1.1440761140929636,Budget Balance,Growth,0.01801349542493152,-0.020608809846987035
BOC,2020-08-01,core_cpi_yoy,-1.3984988917679484,Core CPI (YoY),Inflation,-0.007165218831087283,0.0100205505945504
BOC,2020-08-01,cpi_headline_mom,-0.8930645435708017,Headline CPI (MoM),Inflation,0.034877743571368594,-0.031148076143343757
BOC,2020-08-01,cpi_headline_yoy,-1.5105195033045873,Headline CPI (YoY),Inflation,0.04875432513445595,-0.07364435898604875
BOC,2020-08-01,employment_change,0.730042459123616,Employment Change,Labor,0.03988527443287958,0.029117943829799695
BOC,2020-08-01,exports,-1.6083411555317555,Exports,Trade,0.02893149712843853,-0.04653171752281649
BOC,2020-08-01,full_time_employment_change,0.9093729592740476,Full-Time Employment Change,Labor,0.04096881593605494,0.03725593338572404
BOC,2020-08-01,gdp_mom,0.5444140275976442,GDP (MoM),Growth,0.006134904127173815,0.003339927864800107
BOC,2020-08-01,imports,-1.445841351850171,Imports,Trade,0.023228716873411066,-0.03358503940599753
BOC,2020-08-01,ivey_pmi_sa,1.387639374501829,Ivey PMI s.a.,Growth,0.03219530035399949,0.04467546644512237
BOC,2020-08-01,manufacturing_sales_mom,-0.4654324207277676,Manufacturing Sales (MoM),Growth,0.006148537874260851,-0.0028617288667535904
BOC,2020-08-01,new_housing_price_index_mom,0.4572584545420524,New Housing Price Index (MoM),Housing,-0.024608373811200263,-0.011252386977702547
BOC,2020-08-01,new_housing_price_index_yoy,-0.3610443301557652,New Housing Price Index (YoY),Housing,0.01278700461885018,-0.004616675517311439
BOC,2020-08-01,new_motor_vehicle_sales,1.024871200140452,New Motor Vehicle Sales,Growth,0.013522100026237169,0.013858410882308925
