central_bank_code,month,refined_strength_score
RBNZ,2024-05-01,0.033291934625435025
RBNZ,2024-06-01,-0.007177482352577702
RBNZ,2024-07-01,-0.09357934214733289
RBNZ,2024-08-01,-0.08017419597726502
RBNZ,2024-09-01,-0.08419003303582284
RBNZ,2024-10-01,-0.15446620322699278
RBNZ,2024-11-01,-0.027650719558719783
RBNZ,2024-12-01,-0.010606953590505631
RBNZ,2025-01-01,-0.15791296542234085
RBNZ,2025-02-01,-0.010828389406067255
RBNZ,2025-03-01,0.02322601797178359
RBNZ,2025-04-01,-0.12556169230309616
RBNZ,2025-05-01,0.03910400145854009
RBNZ,2025-06-01,-0.008820523432846365
RBNZ,2025-07-01,-0.14619858038231842
RBNZ,2025-08-01,-0.03696594615380522
RBNZ,2025-09-01,-0.043749126794858616
RBNZ,2025-10-01,-0.19270913116773977
RBNZ,2025-11-01,-0.0038344157964164917
RBNZ,2025-12-01,0.015606611265613003
RBNZ,2026-01-01,-0.04498566270930112
RBNZ,2026-02-01,-0.01728283289878229
RBNZ,2026-03-01,0.0511152368407608
SNB,2019-10-01,0.0016032741489109576
SNB,2019-11-01,-0.0003691849776770888
SNB,2019-12-01,0.021753843031000527
SNB,2020-01-01,-0.21001947027085796
SNB,2020-02-01,-0.14893917886858055
SNB,2020-03-01,-0.19831478340887027
SNB,2020-04-01,-0.8985281703813787
SNB,2020-05-01,-0.48055511139693835
SNB,2020-06-01,-0.3892498985416294
SNB,2020-07-01,-0.3541983180384697
SNB,2020-08-01,-0.5168858520892695
SNB,2020-09-01,-0.3290673736829738
SNB,2020-10-01,-0.2934514336130811
SNB,2020-11-01,-0.4603606237897986
SNB,2020-12-01,-0.4194555198347448
SNB,2021-01-01,-0.4700866349759467
SNB,2021-02-01,-0.3983246215985488
SNB,2021-03-01,-0.27897628229227556
SNB,2021-04-01,-0.1647470156580383
SNB,2021-05-01,-0.11197041711665146
SNB,2021-06-01,-0.13769158054113484
SNB,2021-07-01,-0.12362787226861105
SNB,2021-08-01,0.12348297780464199
SNB,2021-09-01,0.009197711638260117
SNB,2021-10-01,0.1388295352495874
SNB,2021-11-01,0.2340546600304012
SNB,2021-12-01,0.08338107690979943
SNB,2022-01-01,0.35194433865919394
SNB,2022-02-01,0.23245778840575532
SNB,2022-03-01,0.7145791580951035
SNB,2022-04-01,0.6217414499433671
SNB,2022-05-01,0.8864827356753104
SNB,2022-06-01,0.8126700206587134
SNB,2022-07-01,0.6530208925113526
SNB,2022-08-01,0.669258214310907
SNB,2022-09-01,0.5681360138550139
SNB,2022-10-01,0.5446488324654873
SNB,2022-11-01,0.6564916018312711
SNB,2022-12-01,0.2749373438006377
SNB,2023-01-01,0.6075942020720659
SNB,2023-02-01,0.5312472228901568
SNB,2023-03-01,0.42043890428164526
SNB,2023-04-01,0.40333993110081134
SNB,2023-05-01,0.15242422536520636
SNB,2023-06-01,0.17947950935907475
SNB,2023-07-01,0.17149971316107365
SNB,2023-08-01,0.17353243444787814
SNB,2023-09-01,-0.06660569266483064
SNB,2023-10-01,0.18815527754191336
SNB,2023-11-01,0.04609328100396002
SNB,2023-12-01,0.1905536802486657
SNB,2024-01-01,0.006900904474582373
SNB,2024-02-01,0.17237082733256687
SNB,2024-03-01,-0.018006051318062592
SNB,2024-04-01,0.028779691139703283
SNB,2024-05-01,-0.09250431328175006
SNB,2024-06-01,-0.1804961578371533
SNB,2024-07-01,-0.16271864483721274
SNB,2024-08-01,-0.03937957365644085
SNB,2024-09-01,-0.19972981799116032
SNB,2024-10-01,-0.38780773763806276
SNB,2024-11-01,-0.2316743226197626
SNB,2024-12-01,-0.19875511707535942
SNB,2025-01-01,-0.2597060635200481
SNB,2025-02-01,-0.05698263234510204
SNB,2025-03-01,-0.24817703656931836
SNB,2025-04-01,-0.2008536109319803
SNB,2025-05-01,-0.036556583366970104
SNB,2025-06-01,-0.18726005471230284
SNB,2025-07-01,-0.23646342527722727
SNB,2025-08-01,-0.21127216332402085
SNB,2025-09-01,-0.11279402899711534
SNB,2025-10-01,-0.22522307982634499
SNB,2025-11-01,-0.23758822476269403
SNB,2025-12-01,-0.21845850601936367
SNB,2026-01-01,-0.3292849652287897
SNB,2026-02-01,-0.2941796481091841
SNB,2026-03-01,-0.05378447818828845
