ranking_id,date,window_months,currency,country_code,cb_strength_score,cb_pressure_normalized,strength_label,trend_label,confidence,rank_strongest,rank_weakest,percentile_rank,processed_at
7188,2022-11-04,3,USD,US,-0.350290,0.520444,mild_weak,weakening,medium,4,2,0.250000,2026-05-03T19:58:36.884106+00:00
7189,2022-11-04,3,JPY,JP,0.464466,0.909421,mild_strong,weakening,high,3,3,0.500000,2026-05-03T19:58:36.884106+00:00
7190,2022-11-04,3,AUD,AU,0.649887,0.997944,mild_strong,weakening,medium,2,4,0.750000,2026-05-03T19:58:36.884106+00:00
7191,2022-11-04,3,EUR,EU,0.831912,1.084845,mild_strong,improving,high,1,5,1.000000,2026-05-03T19:58:36.884106+00:00
7192,2022-11-07,1,CHF,CH,-1.422979,-1.468280,weak,weakening,high,4,1,0.000000,2026-05-03T19:58:36.884106+00:00
7193,2022-11-07,1,GBP,UK,0.036685,0.242315,neutral,weakening,high,3,2,0.333333,2026-05-03T19:58:36.884106+00:00
7194,2022-11-07,1,AUD,AU,0.612902,0.917589,mild_strong,flat,medium,2,3,0.666667,2026-05-03T19:58:36.884106+00:00
7195,2022-11-07,1,JPY,JP,0.773392,1.105669,mild_strong,improving,high,1,4,1.000000,2026-05-03T19:58:36.884106+00:00
7196,2022-11-07,2,CHF,CH,-1.465217,-1.321589,weak,weakening,high,4,1,0.000000,2026-05-03T19:58:36.884106+00:00
7197,2022-11-07,2,GBP,UK,0.200598,0.475192,neutral,flat,high,3,2,0.333333,2026-05-03T19:58:36.884106+00:00
7198,2022-11-07,2,AUD,AU,0.550860,0.852992,mild_strong,weakening,medium,2,3,0.666667,2026-05-03T19:58:36.884106+00:00
7199,2022-11-07,2,JPY,JP,0.713759,1.028698,mild_strong,improving,high,1,4,1.000000,2026-05-03T19:58:36.884106+00:00
7200,2022-11-07,3,CHF,CH,-1.438779,-0.769798,weak,weakening,high,4,1,0.000000,2026-05-03T19:58:36.884106+00:00
7201,2022-11-07,3,GBP,UK,0.083601,0.475618,neutral,weakening,high,3,2,0.333333,2026-05-03T19:58:36.884106+00:00
7202,2022-11-07,3,JPY,JP,0.629259,0.922007,mild_strong,weakening,high,2,3,0.666667,2026-05-03T19:58:36.884106+00:00
7203,2022-11-07,3,AUD,AU,0.725919,1.001081,mild_strong,weakening,medium,1,4,1.000000,2026-05-03T19:58:36.884106+00:00
7204,2022-11-08,1,USD,US,-0.707107,0.373684,mild_weak,weakening,medium,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
7205,2022-11-08,1,JPY,JP,0.707107,1.098478,mild_strong,flat,high,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
7206,2022-11-08,2,USD,US,-0.707107,0.505229,mild_weak,flat,medium,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
7207,2022-11-08,2,JPY,JP,0.707107,1.035785,mild_strong,improving,high,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
7208,2022-11-08,3,USD,US,-0.707107,0.505229,mild_weak,weakening,medium,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
7209,2022-11-08,3,JPY,JP,0.707107,0.929017,mild_strong,weakening,high,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
7210,2022-11-09,1,JPY,JP,0.000000,1.091886,neutral,flat,high,1,1,0.000000,2026-05-03T19:58:36.884106+00:00
7211,2022-11-09,2,JPY,JP,0.000000,1.033945,neutral,improving,high,1,1,0.000000,2026-05-03T19:58:36.884106+00:00
7212,2022-11-09,3,JPY,JP,0.000000,0.934286,neutral,weakening,high,1,1,0.000000,2026-05-03T19:58:36.884106+00:00
7213,2022-11-10,1,USD,US,-1.140290,0.336921,weak,weakening,medium,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
7214,2022-11-10,1,AUD,AU,0.412652,0.957302,mild_strong,improving,medium,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
7215,2022-11-10,1,JPY,JP,0.727638,1.083134,mild_strong,flat,high,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
7216,2022-11-10,2,USD,US,-1.093898,0.479640,weak,flat,medium,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
7217,2022-11-10,2,AUD,AU,0.226731,0.852248,neutral,weakening,medium,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
7218,2022-11-10,2,JPY,JP,0.867168,1.032943,mild_strong,improving,high,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
7219,2022-11-10,3,USD,US,-1.150646,0.479640,weak,weakening,medium,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
7220,2022-11-10,3,JPY,JP,0.491600,0.935553,mild_strong,weakening,high,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
7221,2022-11-10,3,AUD,AU,0.659046,0.982038,mild_strong,weakening,medium,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
7222,2022-11-11,1,GBP,UK,-0.707107,0.248906,mild_weak,weakening,high,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
7223,2022-11-11,1,USD,US,0.707107,0.286172,mild_strong,weakening,medium,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
7224,2022-11-11,2,USD,US,-0.707107,0.455650,mild_weak,flat,medium,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
7225,2022-11-11,2,GBP,UK,0.707107,0.457654,mild_strong,flat,high,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
7226,2022-11-11,3,USD,US,-0.707107,0.455650,mild_weak,weakening,medium,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
7227,2022-11-11,3,GBP,UK,0.707107,0.463676,mild_strong,weakening,high,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
7228,2022-11-14,1,CHF,CH,-1.075882,-1.225300,weak,improving,high,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
7229,2022-11-14,1,USD,US,0.174817,0.209753,neutral,weakening,medium,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
7230,2022-11-14,1,JPY,JP,0.901065,1.043050,mild_strong,flat,high,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
7231,2022-11-14,2,CHF,CH,-1.117074,-1.313222,weak,weakening,high,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
7232,2022-11-14,2,USD,US,0.305341,0.433418,neutral,flat,medium,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
7233,2022-11-14,2,JPY,JP,0.811734,1.055239,mild_strong,improving,high,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
7234,2022-11-14,3,CHF,CH,-1.110113,-0.839642,weak,weakening,high,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
7235,2022-11-14,3,USD,US,0.279855,0.433418,neutral,weakening,medium,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
7236,2022-11-14,3,JPY,JP,0.830259,0.937529,mild_strong,weakening,high,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
7237,2022-11-15,1,CAD,CA,-1.481605,-0.381236,weak,flat,high,6,1,0.000000,2026-05-03T19:58:36.884106+00:00
7238,2022-11-15,1,USD,US,-0.565019,0.180932,mild_weak,weakening,medium,5,2,0.200000,2026-05-03T19:58:36.884106+00:00
7239,2022-11-15,1,GBP,UK,-0.517573,0.210032,mild_weak,weakening,high,4,3,0.400000,2026-05-03T19:58:36.884106+00:00
7240,2022-11-15,1,AUD,AU,0.772920,1.001527,mild_strong,improving,medium,3,4,0.600000,2026-05-03T19:58:36.884106+00:00
7241,2022-11-15,1,JPY,JP,0.806266,1.021980,mild_strong,flat,high,2,5,0.800000,2026-05-03T19:58:36.884106+00:00
7242,2022-11-15,1,EUR,EU,0.985011,1.131609,mild_strong,weakening,high,1,6,1.000000,2026-05-03T19:58:36.884106+00:00
7243,2022-11-15,2,CAD,CA,-1.650685,-0.448539,weak,weakening,high,6,1,0.000000,2026-05-03T19:58:36.884106+00:00
7244,2022-11-15,2,GBP,UK,-0.436362,0.300660,mild_weak,flat,high,5,2,0.200000,2026-05-03T19:58:36.884106+00:00
7245,2022-11-15,2,USD,US,-0.255203,0.412429,neutral,flat,medium,4,3,0.400000,2026-05-03T19:58:36.884106+00:00
7246,2022-11-15,2,AUD,AU,0.469045,0.859268,mild_strong,weakening,medium,3,4,0.600000,2026-05-03T19:58:36.884106+00:00
7247,2022-11-15,2,JPY,JP,0.786192,1.054937,mild_strong,improving,high,2,5,0.800000,2026-05-03T19:58:36.884106+00:00
7248,2022-11-15,2,EUR,EU,1.087012,1.240534,strong,improving,high,1,6,1.000000,2026-05-03T19:58:36.884106+00:00
7249,2022-11-15,3,CAD,CA,-1.632996,-0.137734,weak,weakening,high,6,1,0.000000,2026-05-03T19:58:36.884106+00:00
7250,2022-11-15,3,USD,US,-0.443735,0.412429,mild_weak,weakening,medium,5,2,0.200000,2026-05-03T19:58:36.884106+00:00
7251,2022-11-15,3,GBP,UK,-0.349347,0.456094,neutral,weakening,high,4,3,0.400000,2026-05-03T19:58:36.884106+00:00
7252,2022-11-15,3,JPY,JP,0.686926,0.935484,mild_strong,weakening,high,3,4,0.600000,2026-05-03T19:58:36.884106+00:00
7253,2022-11-15,3,AUD,AU,0.746721,0.963146,mild_strong,weakening,medium,2,5,0.800000,2026-05-03T19:58:36.884106+00:00
7254,2022-11-15,3,EUR,EU,0.992432,1.076814,mild_strong,improving,high,1,6,1.000000,2026-05-03T19:58:36.884106+00:00
7255,2022-11-16,1,CAD,CA,-1.171696,-0.378770,weak,improving,high,4,1,0.000000,2026-05-03T19:58:36.884106+00:00
7256,2022-11-16,1,USD,US,-0.232559,0.158227,neutral,weakening,medium,3,2,0.333333,2026-05-03T19:58:36.884106+00:00
7257,2022-11-16,1,GBP,UK,0.160334,0.382883,neutral,flat,high,2,3,0.666667,2026-05-03T19:58:36.884106+00:00
7258,2022-11-16,1,JPY,JP,1.243921,1.002476,strong,flat,high,1,4,1.000000,2026-05-03T19:58:36.884106+00:00
7259,2022-11-16,2,CAD,CA,-1.292508,-0.461749,weak,weakening,high,4,1,0.000000,2026-05-03T19:58:36.884106+00:00
7260,2022-11-16,2,GBP,UK,0.060263,0.372243,neutral,flat,high,3,2,0.333333,2026-05-03T19:58:36.884106+00:00
7261,2022-11-16,2,USD,US,0.083875,0.386800,neutral,weakening,medium,2,3,0.666667,2026-05-03T19:58:36.884106+00:00
7262,2022-11-16,2,JPY,JP,1.148371,1.043069,strong,improving,high,1,4,1.000000,2026-05-03T19:58:36.884106+00:00
7263,2022-11-16,3,CAD,CA,-1.293673,-0.163755,weak,weakening,high,4,1,0.000000,2026-05-03T19:58:36.884106+00:00
7264,2022-11-16,3,USD,US,-0.062782,0.394138,neutral,weakening,medium,3,2,0.333333,2026-05-03T19:58:36.884106+00:00
7265,2022-11-16,3,GBP,UK,0.229626,0.526670,neutral,weakening,high,2,3,0.666667,2026-05-03T19:58:36.884106+00:00
7266,2022-11-16,3,JPY,JP,1.126828,0.933321,strong,weakening,high,1,4,1.000000,2026-05-03T19:58:36.884106+00:00
7267,2022-11-17,1,CHF,CH,-1.622319,-1.103676,weak,improving,high,5,1,0.000000,2026-05-03T19:58:36.884106+00:00
7268,2022-11-17,1,USD,US,-0.322570,0.123941,neutral,weakening,medium,4,2,0.250000,2026-05-03T19:58:36.884106+00:00
7269,2022-11-17,1,AUD,AU,0.622721,1.016772,mild_strong,improving,medium,3,3,0.500000,2026-05-03T19:58:36.884106+00:00
7270,2022-11-17,1,JPY,JP,0.628034,1.021790,mild_strong,flat,high,2,4,0.750000,2026-05-03T19:58:36.884106+00:00
7271,2022-11-17,1,EUR,EU,0.694134,1.084221,mild_strong,weakening,high,1,5,1.000000,2026-05-03T19:58:36.884106+00:00
7272,2022-11-17,2,CHF,CH,-1.696155,-1.237443,weak,weakening,high,5,1,0.000000,2026-05-03T19:58:36.884106+00:00
7273,2022-11-17,2,USD,US,-0.085057,0.369971,neutral,weakening,medium,4,2,0.250000,2026-05-03T19:58:36.884106+00:00
7274,2022-11-17,2,AUD,AU,0.418565,0.872441,mild_strong,weakening,medium,3,3,0.500000,2026-05-03T19:58:36.884106+00:00
7275,2022-11-17,2,JPY,JP,0.603152,1.056605,mild_strong,improving,high,2,4,0.750000,2026-05-03T19:58:36.884106+00:00
7276,2022-11-17,2,EUR,EU,0.759495,1.212591,mild_strong,improving,high,1,5,1.000000,2026-05-03T19:58:36.884106+00:00
7277,2022-11-17,3,CHF,CH,-1.692978,-0.909487,weak,weakening,high,5,1,0.000000,2026-05-03T19:58:36.884106+00:00
7278,2022-11-17,3,USD,US,-0.128639,0.377573,neutral,weakening,medium,4,2,0.250000,2026-05-03T19:58:36.884106+00:00
7279,2022-11-17,3,AUD,AU,0.562833,0.946481,mild_strong,weakening,medium,3,3,0.500000,2026-05-03T19:58:36.884106+00:00
7280,2022-11-17,3,JPY,JP,0.565247,0.948468,mild_strong,weakening,high,2,4,0.750000,2026-05-03T19:58:36.884106+00:00
7281,2022-11-17,3,EUR,EU,0.693537,1.054019,mild_strong,flat,high,1,5,1.000000,2026-05-03T19:58:36.884106+00:00
7282,2022-11-18,1,CAD,CA,-0.707107,-0.381648,mild_weak,flat,high,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
7283,2022-11-18,1,GBP,UK,0.707107,0.520239,mild_strong,improving,high,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
7284,2022-11-18,2,CAD,CA,-0.707107,-0.458394,mild_weak,weakening,high,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
7285,2022-11-18,2,GBP,UK,0.707107,0.458756,mild_strong,flat,high,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
7286,2022-11-18,3,CAD,CA,-0.707107,-0.191221,mild_weak,weakening,high,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
7287,2022-11-18,3,GBP,UK,0.707107,0.570587,mild_strong,weakening,high,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
7288,2022-11-21,1,NZD,NZ,0.000000,0.540809,neutral,flat,medium,1,1,0.000000,2026-05-03T19:58:36.884106+00:00
7289,2022-11-21,2,NZD,NZ,0.000000,0.579392,neutral,improving,medium,1,1,0.000000,2026-05-03T19:58:36.884106+00:00
7290,2022-11-21,3,NZD,NZ,0.000000,0.541328,neutral,flat,medium,1,1,0.000000,2026-05-03T19:58:36.884106+00:00
7291,2022-11-22,1,CAD,CA,-1.397332,-0.359413,weak,improving,high,5,1,0.000000,2026-05-03T19:58:36.884106+00:00
7292,2022-11-22,1,USD,US,-0.691589,0.070181,mild_weak,weakening,medium,4,2,0.250000,2026-05-03T19:58:36.884106+00:00
7293,2022-11-22,1,GBP,UK,0.450305,0.765265,mild_strong,improving,high,3,3,0.500000,2026-05-03T19:58:36.884106+00:00
7294,2022-11-22,1,EUR,EU,0.710084,0.923394,mild_strong,weakening,high,2,4,0.750000,2026-05-03T19:58:36.884106+00:00
7295,2022-11-22,1,AUD,AU,0.928532,1.056366,mild_strong,improving,medium,1,5,1.000000,2026-05-03T19:58:36.884106+00:00
7296,2022-11-22,2,CAD,CA,-1.518831,-0.450634,weak,weakening,high,5,1,0.000000,2026-05-03T19:58:36.884106+00:00
7297,2022-11-22,2,USD,US,-0.270504,0.330204,neutral,weakening,medium,4,2,0.250000,2026-05-03T19:58:36.884106+00:00
7298,2022-11-22,2,GBP,UK,0.051166,0.531411,neutral,flat,high,3,3,0.500000,2026-05-03T19:58:36.884106+00:00
7299,2022-11-22,2,AUD,AU,0.638062,0.898520,mild_strong,weakening,medium,2,4,0.750000,2026-05-03T19:58:36.884106+00:00
7300,2022-11-22,2,EUR,EU,1.100108,1.187533,strong,improving,high,1,5,1.000000,2026-05-03T19:58:36.884106+00:00
7301,2022-11-22,3,CAD,CA,-1.527121,-0.239523,weak,weakening,high,5,1,0.000000,2026-05-03T19:58:36.884106+00:00
7302,2022-11-22,3,USD,US,-0.354251,0.361903,mild_weak,weakening,medium,4,2,0.250000,2026-05-03T19:58:36.884106+00:00
7303,2022-11-22,3,GBP,UK,0.146992,0.618931,neutral,weakening,high,3,3,0.500000,2026-05-03T19:58:36.884106+00:00
7304,2022-11-22,3,AUD,AU,0.775641,0.941291,mild_strong,weakening,medium,2,4,0.750000,2026-05-03T19:58:36.884106+00:00
7305,2022-11-22,3,EUR,EU,0.958739,1.035180,mild_strong,flat,high,1,5,1.000000,2026-05-03T19:58:36.884106+00:00
7306,2022-11-23,1,USD,US,-0.707107,0.051851,mild_weak,weakening,medium,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
7307,2022-11-23,1,EUR,EU,0.707107,0.886271,mild_strong,weakening,high,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
7308,2022-11-23,2,USD,US,-0.707107,0.306183,mild_weak,weakening,medium,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
7309,2022-11-23,2,EUR,EU,0.707107,1.152306,mild_strong,improving,high,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
7310,2022-11-23,3,USD,US,-0.707107,0.345544,mild_weak,weakening,medium,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
7311,2022-11-23,3,EUR,EU,0.707107,1.015669,mild_strong,flat,high,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
7312,2022-11-24,1,CAD,CA,-1.150489,-0.353174,weak,improving,high,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
7313,2022-11-24,1,GBP,UK,0.489914,0.873659,mild_strong,improving,high,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
7314,2022-11-24,1,JPY,JP,0.660575,1.001294,mild_strong,weakening,high,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
7315,2022-11-24,2,CAD,CA,-1.099267,-0.432269,weak,weakening,high,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
7316,2022-11-24,2,GBP,UK,0.243515,0.606999,neutral,flat,high,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
7317,2022-11-24,2,JPY,JP,0.855752,1.080849,mild_strong,improving,high,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
7318,2022-11-24,3,CAD,CA,-1.121032,-0.266201,weak,weakening,high,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
7319,2022-11-24,3,GBP,UK,0.320795,0.664504,neutral,weakening,high,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
7320,2022-11-24,3,JPY,JP,0.800237,0.973987,mild_strong,weakening,high,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
7321,2022-11-25,1,CAD,CA,0.000000,-0.354643,neutral,flat,high,1,1,0.000000,2026-05-03T19:58:36.884106+00:00
7322,2022-11-25,2,CAD,CA,0.000000,-0.429408,neutral,weakening,high,1,1,0.000000,2026-05-03T19:58:36.884106+00:00
7323,2022-11-25,3,CAD,CA,0.000000,-0.292916,neutral,weakening,high,1,1,0.000000,2026-05-03T19:58:36.884106+00:00
7324,2022-11-28,1,JPY,JP,-0.707107,1.017424,mild_weak,weakening,high,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
7325,2022-11-28,1,AUD,AU,0.707107,1.119461,mild_strong,improving,medium,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
7326,2022-11-28,2,AUD,AU,-0.707107,0.918060,mild_weak,weakening,medium,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
7327,2022-11-28,2,JPY,JP,0.707107,1.107379,mild_strong,improving,high,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
7328,2022-11-28,3,AUD,AU,-0.707107,0.948201,mild_weak,weakening,medium,2,1,0.000000,2026-05-03T19:58:36.884106+00:00
7329,2022-11-28,3,JPY,JP,0.707107,0.991000,mild_strong,weakening,high,1,2,1.000000,2026-05-03T19:58:36.884106+00:00
7330,2022-11-29,1,CHF,CH,-1.151815,-0.751427,weak,improving,high,5,1,0.000000,2026-05-03T19:58:36.884106+00:00
7331,2022-11-29,1,CAD,CA,-0.622271,-0.349051,mild_weak,flat,high,4,2,0.250000,2026-05-03T19:58:36.884106+00:00
7332,2022-11-29,1,USD,US,-0.290902,-0.097259,neutral,weakening,medium,3,3,0.500000,2026-05-03T19:58:36.884106+00:00
7333,2022-11-29,1,EUR,EU,0.846232,0.766797,mild_strong,weakening,high,2,4,0.750000,2026-05-03T19:58:36.884106+00:00
7334,2022-11-29,1,JPY,JP,1.218757,1.049862,strong,flat,high,1,5,1.000000,2026-05-03T19:58:36.884106+00:00
7335,2022-11-29,2,CHF,CH,-1.387034,-1.229111,weak,weakening,high,5,1,0.000000,2026-05-03T19:58:36.884106+00:00
7336,2022-11-29,2,CAD,CA,-0.572878,-0.406336,mild_weak,weakening,high,4,2,0.250000,2026-05-03T19:58:36.884106+00:00
7337,2022-11-29,2,USD,US,0.095023,0.268635,neutral,weakening,medium,3,3,0.500000,2026-05-03T19:58:36.884106+00:00
7338,2022-11-29,2,EUR,EU,0.929894,1.112344,mild_strong,improving,high,2,4,0.750000,2026-05-03T19:58:36.884106+00:00
7339,2022-11-29,2,JPY,JP,0.934994,1.117498,mild_strong,improving,high,1,5,1.000000,2026-05-03T19:58:36.884106+00:00
7340,2022-11-29,3,CHF,CH,-1.378996,-0.983562,weak,weakening,high,5,1,0.000000,2026-05-03T19:58:36.884106+00:00
7341,2022-11-29,3,CAD,CA,-0.610731,-0.320600,mild_weak,weakening,high,4,2,0.250000,2026-05-03T19:58:36.884106+00:00
7342,2022-11-29,3,USD,US,0.143234,0.330023,neutral,weakening,medium,3,3,0.500000,2026-05-03T19:58:36.884106+00:00
7343,2022-11-29,3,EUR,EU,0.916302,0.997130,mild_strong,flat,high,2,4,0.750000,2026-05-03T19:58:36.884106+00:00
7344,2022-11-29,3,JPY,JP,0.930190,1.009115,mild_strong,weakening,high,1,5,1.000000,2026-05-03T19:58:36.884106+00:00
7345,2022-11-30,1,CHF,CH,-1.577771,-0.699613,weak,improving,high,6,1,0.000000,2026-05-03T19:58:36.884106+00:00
7346,2022-11-30,1,USD,US,-0.748554,-0.108092,mild_weak,weakening,medium,5,2,0.200000,2026-05-03T19:58:36.884106+00:00
7347,2022-11-30,1,NZD,NZ,0.064383,0.471816,neutral,flat,medium,4,3,0.400000,2026-05-03T19:58:36.884106+00:00
7348,2022-11-30,1,EUR,EU,0.354749,0.678949,mild_strong,weakening,high,3,4,0.600000,2026-05-03T19:58:36.884106+00:00
7349,2022-11-30,1,JPY,JP,0.925141,1.085837,mild_strong,flat,high,2,5,0.800000,2026-05-03T19:58:36.884106+00:00
7350,2022-11-30,1,AUD,AU,0.982053,1.126435,mild_strong,improving,medium,1,6,1.000000,2026-05-03T19:58:36.884106+00:00
7351,2022-11-30,2,CHF,CH,-1.890284,-1.190310,weak,weakening,high,6,1,0.000000,2026-05-03T19:58:36.884106+00:00
7352,2022-11-30,2,USD,US,-0.240589,0.238280,neutral,weakening,medium,5,2,0.200000,2026-05-03T19:58:36.884106+00:00
7353,2022-11-30,2,NZD,NZ,0.137024,0.565283,neutral,improving,medium,4,3,0.400000,2026-05-03T19:58:36.884106+00:00
7354,2022-11-30,2,AUD,AU,0.566815,0.937470,mild_strong,weakening,medium,3,4,0.600000,2026-05-03T19:58:36.884106+00:00
7355,2022-11-30,2,EUR,EU,0.640456,1.001241,mild_strong,flat,high,2,5,0.800000,2026-05-03T19:58:36.884106+00:00
7356,2022-11-30,2,JPY,JP,0.786578,1.127778,mild_strong,improving,high,1,6,1.000000,2026-05-03T19:58:36.884106+00:00
7357,2022-11-30,3,CHF,CH,-1.893056,-0.952769,weak,weakening,high,6,1,0.000000,2026-05-03T19:58:36.884106+00:00
7358,2022-11-30,3,USD,US,-0.205164,0.315279,neutral,weakening,medium,5,2,0.200000,2026-05-03T19:58:36.884106+00:00
7359,2022-11-30,3,NZD,NZ,0.077575,0.527690,neutral,flat,medium,4,3,0.400000,2026-05-03T19:58:36.884106+00:00
7360,2022-11-30,3,AUD,AU,0.631096,0.943528,mild_strong,weakening,medium,3,4,0.600000,2026-05-03T19:58:36.884106+00:00
7361,2022-11-30,3,EUR,EU,0.647214,0.955638,mild_strong,weakening,high,2,5,0.800000,2026-05-03T19:58:36.884106+00:00
7362,2022-11-30,3,JPY,JP,0.742335,1.027098,mild_strong,weakening,high,1,6,1.000000,2026-05-03T19:58:36.884106+00:00
7363,2022-12-01,1,CHF,CH,-1.132742,-0.362896,weak,improving,high,7,1,0.000000,2026-05-03T19:58:36.884106+00:00
7364,2022-12-01,1,CAD,CA,-1.116396,-0.351166,weak,flat,high,6,2,0.166667,2026-05-03T19:58:36.884106+00:00
7365,2022-12-01,1,USD,US,-0.821880,-0.139831,mild_weak,weakening,medium,5,3,0.333333,2026-05-03T19:58:36.884106+00:00
7366,2022-12-01,1,EUR,EU,0.195289,0.590061,neutral,weakening,high,4,4,0.500000,2026-05-03T19:58:36.884106+00:00
7367,2022-12-01,1,JPY,JP,0.951128,1.132429,mild_strong,flat,high,3,5,0.666667,2026-05-03T19:58:36.884106+00:00
7368,2022-12-01,1,GBP,UK,0.951232,1.132504,mild_strong,improving,high,2,6,0.833333,2026-05-03T19:58:36.884106+00:00
7369,2022-12-01,1,AUD,AU,0.973368,1.148388,mild_strong,improving,medium,1,7,1.000000,2026-05-03T19:58:36.884106+00:00
7370,2022-12-01,2,CHF,CH,-1.770349,-1.165981,weak,weakening,high,7,1,0.000000,2026-05-03T19:58:36.884106+00:00
7371,2022-12-01,2,CAD,CA,-0.877504,-0.406151,mild_weak,weakening,high,6,2,0.166667,2026-05-03T19:58:36.884106+00:00
7372,2022-12-01,2,USD,US,-0.136443,0.224508,neutral,weakening,medium,5,3,0.333333,2026-05-03T19:58:36.884106+00:00
7373,2022-12-01,2,GBP,UK,0.414287,0.693191,mild_strong,improving,high,4,4,0.500000,2026-05-03T19:58:36.884106+00:00
7374,2022-12-01,2,AUD,AU,0.712892,0.947310,mild_strong,weakening,medium,3,5,0.666667,2026-05-03T19:58:36.884106+00:00
7375,2022-12-01,2,EUR,EU,0.718174,0.951805,mild_strong,flat,high,2,6,0.833333,2026-05-03T19:58:36.884106+00:00
7376,2022-12-01,2,JPY,JP,0.938942,1.139684,mild_strong,improving,high,1,7,1.000000,2026-05-03T19:58:36.884106+00:00
7377,2022-12-01,3,CHF,CH,-1.775738,-1.064433,weak,weakening,high,7,1,0.000000,2026-05-03T19:58:36.884106+00:00
7378,2022-12-01,3,CAD,CA,-0.913336,-0.371904,mild_weak,weakening,high,6,2,0.166667,2026-05-03T19:58:36.884106+00:00
7379,2022-12-01,3,USD,US,-0.073732,0.302316,neutral,weakening,medium,5,3,0.333333,2026-05-03T19:58:36.884106+00:00
7380,2022-12-01,3,GBP,UK,0.434051,0.710077,mild_strong,flat,high,4,4,0.500000,2026-05-03T19:58:36.884106+00:00
7381,2022-12-01,3,AUD,AU,0.719505,0.939304,mild_strong,weakening,medium,3,5,0.666667,2026-05-03T19:58:36.884106+00:00
7382,2022-12-01,3,EUR,EU,0.748920,0.962924,mild_strong,weakening,high,2,6,0.833333,2026-05-03T19:58:36.884106+00:00
7383,2022-12-01,3,JPY,JP,0.860330,1.052390,mild_strong,weakening,high,1,7,1.000000,2026-05-03T19:58:36.884106+00:00
7384,2022-12-02,1,CAD,CA,-0.667877,-0.351880,mild_weak,flat,high,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
7385,2022-12-02,1,USD,US,-0.481815,-0.197274,mild_weak,weakening,medium,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
7386,2022-12-02,1,AUD,AU,1.149693,1.158406,strong,improving,medium,1,3,1.000000,2026-05-03T19:58:36.884106+00:00
7387,2022-12-02,2,CAD,CA,-0.958583,-0.404102,mild_weak,weakening,high,3,1,0.000000,2026-05-03T19:58:36.884106+00:00
7388,2022-12-02,2,USD,US,-0.078238,0.200206,neutral,weakening,medium,2,2,0.500000,2026-05-03T19:58:36.884106+00:00
