central_bank_code,target_family,target_indicator_key,target_indicator,indicator_key,indicator,indicator_category,importance,observations,pearson_correlation,spearman_correlation,abs_pearson,abs_spearman,direction,same_macro_theme,pca_score,model_importance_score,coverage_score,raw_weight_score,economic_direction_for_currency,justification,normalized_weight,weight_pct
RBA,gdp_growth,retail_sales_mom,Retail Sales (MoM),ai_group_manufacturing_index,Ai Group Manufacturing Index,Growth,3,60,0.08371145225646387,0.17508762826781477,0.08371145225646387,0.17508762826781477,positive,True,0.2863480543502006,0.0,0.8333333333333334,0.31500694444687155,currency_positive,weak positive Pearson correlation (0.08); Spearman 0.18; same macro theme; PCA loading signal 0.29,0.03693796301025316,3.6937963010253156
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),cpi_headline_mom,Headline CPI (MoM),Inflation,2,68,0.4181442179374728,0.4212511339361112,0.4181442179374728,0.4212511339361112,positive,True,0.0,0.081732229937087,0.9444444444444444,0.4380324157022133,policy_tightening_positive_but_regime_dependent,moderate positive Pearson correlation (0.42); Spearman 0.42; same macro theme; model importance signal 0.08,0.03690031962493644,3.6900319624936437
RBA,gdp_growth,retail_sales_mom,Retail Sales (MoM),services_pmi,Services PMI,Growth,2,48,0.11292870796955766,0.19340553147052894,0.11292870796955766,0.19340553147052894,positive,True,0.2662468412842586,0.0285242390269449,0.6666666666666666,0.3119999374173869,currency_positive,weak positive Pearson correlation (0.11); Spearman 0.19; same macro theme; PCA loading signal 0.27; model importance signal 0.03,0.03658535899188235,3.658535899188235
BOJ,unemployment,unemployment_rate,Unemployment Rate,tankan_non_manufacturing_outlook,Tankan Non-Manufacturing Outlook,Sentiment,2,25,-0.5049405882607507,-0.4748191514578363,0.5049405882607507,0.4748191514578363,negative,False,0.2286753286219133,0.0,0.3472222222222222,0.3223297881439591,currency_positive,moderate negative Pearson correlation (-0.50); Spearman -0.47; PCA loading signal 0.23,0.036488581389501555,3.6488581389501555
FED,unemployment,unemployment_rate,Unemployment Rate,core_pce_price_index_yoy,Core PCE Price Index (YoY),Inflation,1,34,-0.6431087530538451,-0.7014273881484824,0.6431087530538451,0.7014273881484824,negative,False,0.1842462934205236,0.0526898931959238,0.4722222222222222,0.42256194042707357,currency_positive,moderate negative Pearson correlation (-0.64); Spearman -0.70; PCA loading signal 0.18; model importance signal 0.05,0.03630960392990386,3.630960392990386
FED,inflation,core_cpi_yoy,Core CPI (YoY),core_cpi_mom,Core CPI (MoM),Inflation,1,34,0.5152023024870142,0.5785959403160894,0.5152023024870142,0.5785959403160894,positive,True,0.1772916426165493,0.0168311815619136,0.4722222222222222,0.47227589756804855,policy_tightening_positive_but_regime_dependent,moderate positive Pearson correlation (0.52); Spearman 0.58; same macro theme; PCA loading signal 0.18; model importance signal 0.02,0.0362031555738247,3.6203155573824697
BOE,gdp_growth,gdp_yoy,GDP (YoY),niesr_monthly_gdp_tracker,NIESR Monthly GDP Tracker,Growth,2,61,0.4522897824343422,0.32991435655753254,0.4522897824343422,0.32991435655753254,positive,True,0.2647667030528812,0.0388972331470881,0.8472222222222222,0.460662564448555,currency_positive,moderate positive Pearson correlation (0.45); Spearman 0.33; same macro theme; PCA loading signal 0.26; model importance signal 0.04,0.03574615455178057,3.5746154551780567
RBA,gdp_growth,retail_sales_mom,Retail Sales (MoM),composite_pmi,Composite PMI,Growth,2,46,0.10777427681368416,0.1927603083386598,0.10777427681368416,0.1927603083386598,positive,True,0.269472194319627,0.0,0.6388888888888888,0.3032782285782589,currency_positive,weak positive Pearson correlation (0.11); Spearman 0.19; same macro theme; PCA loading signal 0.27,0.03556264452743904,3.5562644527439042
BOE,gdp_growth,gdp_yoy,GDP (YoY),claimant_count_change,Claimant Count Change,Labor,2,72,-0.6458550707976026,-0.5419609717922925,0.6458550707976026,0.5419609717922925,negative,False,0.2600240832323665,0.038495851272802,1.0,0.45549734529594155,currency_negative,moderate negative Pearson correlation (-0.65); Spearman -0.54; PCA loading signal 0.26; model importance signal 0.04,0.03534534767843682,3.534534767843682
BOE,gdp_growth,gdp_yoy,GDP (YoY),avg_earnings_incl_bonus,Average Earnings (incl. Bonus),Labor,2,72,0.6437238618639082,0.3958894081313417,0.6437238618639082,0.3958894081313417,positive,False,0.2454055105116915,0.2288743085661755,1.0,0.4553766645337951,currency_positive,moderate positive Pearson correlation (0.64); Spearman 0.40; PCA loading signal 0.25; model importance signal 0.23,0.0353359831814969,3.53359831814969
FED,gdp_growth,retail_sales_mom,Retail Sales (MoM),private_nonfarm_payrolls,Private Nonfarm Payrolls,Labor,2,33,0.7179386520627214,0.3846996819470518,0.7179386520627214,0.3846996819470518,positive,False,0.0,0.0,0.4583333333333333,0.33815486534156014,currency_positive,strong positive Pearson correlation (0.72); Spearman 0.38,0.035226541266503666,3.522654126650367
BOE,gdp_growth,gdp_yoy,GDP (YoY),ppi_input_yoy,PPI Input (YoY),Inflation,3,64,0.5434789361674806,0.6807604631198756,0.5434789361674806,0.6807604631198756,positive,False,0.2980000646450012,0.0388041956900148,0.8888888888888888,0.4483213872665109,currency_positive,moderate positive Pearson correlation (0.54); Spearman 0.68; PCA loading signal 0.30; model importance signal 0.04,0.0347885129699682,3.4788512969968197
FED,unemployment,unemployment_rate,Unemployment Rate,adp_employment_change,ADP Employment Change,Labor,2,34,-0.7373595939126922,0.042879118455718276,0.7373595939126922,0.042879118455718276,negative,True,0.0,0.0452789146230546,0.4722222222222222,0.4047033395730928,currency_positive,strong negative Pearson correlation (-0.74); Spearman 0.04; same macro theme; model importance signal 0.05,0.03477506269058892,3.477506269058892
RBA,gdp_growth,retail_sales_mom,Retail Sales (MoM),manufacturing_pmi,Manufacturing PMI,Growth,2,47,0.0402620385203634,0.19736465815622994,0.0402620385203634,0.19736465815622994,positive,True,0.3076420442377799,0.0151925125147795,0.6527777777777778,0.2947876160554457,currency_positive,weak positive Pearson correlation (0.04); Spearman 0.20; same macro theme; PCA loading signal 0.31; model importance signal 0.02,0.03456702859950205,3.456702859950205
FED,gdp_growth,retail_sales_mom,Retail Sales (MoM),retail_sales_yoy,Retail Sales (YoY),Growth,2,38,0.3937583991324389,0.18079650559918398,0.3937583991324389,0.18079650559918398,positive,True,0.0,0.0205673187212643,0.5277777777777778,0.3305610428199612,currency_positive,weak positive Pearson correlation (0.39); Spearman 0.18; same macro theme; model importance signal 0.02,0.03443547146433651,3.4435471464336507
FED,gdp_growth,retail_sales_mom,Retail Sales (MoM),ism_manufacturing_employment,ISM Manufacturing Employment,Growth,2,29,0.24943138713949028,0.31204500761446535,0.24943138713949028,0.31204500761446535,positive,True,0.172621957616524,0.0,0.4027777777777778,0.3285881478134922,currency_positive,weak positive Pearson correlation (0.25); Spearman 0.31; same macro theme; PCA loading signal 0.17,0.0342299494550948,3.4229949455094797
FED,gdp_growth,retail_sales_mom,Retail Sales (MoM),sp_global_manufacturing_pmi,S&P Global Manufacturing PMI,Growth,2,19,0.21780211282250397,0.3394996312630086,0.21780211282250397,0.3394996312630086,positive,True,0.2644540346036514,0.0,0.2638888888888889,0.32723117521689904,currency_positive,weak positive Pearson correlation (0.22); Spearman 0.34; same macro theme; PCA loading signal 0.26,0.034088589811716245,3.4088589811716243
FED,gdp_growth,retail_sales_mom,Retail Sales (MoM),nfp,Non-Farm Payrolls,Labor,1,33,0.7001238034184963,0.34184366864050464,0.7001238034184963,0.34184366864050464,positive,False,0.0,0.0,0.4583333333333333,0.3242392080869832,currency_positive,strong positive Pearson correlation (0.70); Spearman 0.34,0.033776908199613626,3.3776908199613627
FED,gdp_growth,retail_sales_mom,Retail Sales (MoM),import_prices_mom,Import Prices (MoM),Inflation,3,33,0.5920220956869972,0.46499932444881287,0.5920220956869972,0.46499932444881287,positive,False,0.0,0.0297135970642456,0.4583333333333333,0.32149113843011684,currency_positive,moderate positive Pearson correlation (0.59); Spearman 0.46; model importance signal 0.03,0.03349063407171353,3.3490634071713528
FED,unemployment,unemployment_rate,Unemployment Rate,cpi_headline_yoy,Headline CPI (YoY),Inflation,1,35,-0.5327349228268373,-0.611057079564345,0.5327349228268373,0.611057079564345,negative,False,0.196814318781092,0.0403558745993266,0.4861111111111111,0.37293007993451344,currency_positive,moderate negative Pearson correlation (-0.53); Spearman -0.61; PCA loading signal 0.20; model importance signal 0.04,0.032044872480195566,3.2044872480195568
FED,unemployment,unemployment_rate,Unemployment Rate,pce_price_index_yoy,PCE Price Index (YoY),Inflation,1,34,-0.5637053356610545,-0.6001540930952856,0.5637053356610545,0.6001540930952856,negative,False,0.1851021978209598,0.0,0.4722222222222222,0.3696830371473685,currency_positive,moderate negative Pearson correlation (-0.56); Spearman -0.60; PCA loading signal 0.19,0.031765862881211034,3.1765862881211033
FED,unemployment,unemployment_rate,Unemployment Rate,avg_hourly_earnings_yoy,Average Hourly Earnings (YoY),Labor,1,35,0.4644421614976827,-0.105340913509732,0.4644421614976827,0.105340913509732,positive,True,0.194139370027787,0.0249440502425895,0.4861111111111111,0.3681975174086042,currency_negative,moderate positive Pearson correlation (0.46); Spearman -0.11; same macro theme; PCA loading signal 0.19; model importance signal 0.02,0.03163821619043223,3.163821619043223
