central_bank_code,target_family,target_indicator_key,target_indicator,indicator_key,indicator,indicator_category,importance,observations,pearson_correlation,spearman_correlation,abs_pearson,abs_spearman,direction
BOE,inflation,core_cpi_yoy,Core CPI (YoY),cpi_headline_mom,Headline CPI (MoM),Inflation,2,68,0.3518128047708854,0.35077257983349697,0.3518128047708854,0.35077257983349697,positive
BOE,inflation,core_cpi_yoy,Core CPI (YoY),retail_sales_yoy,Retail Sales (YoY),Growth,1,73,-0.29885256320341247,-0.45849915952571696,0.29885256320341247,0.45849915952571696,negative
BOE,inflation,core_cpi_yoy,Core CPI (YoY),core_cpi_mom,Core CPI (MoM),Inflation,2,70,0.28724019099435344,0.34641261484081537,0.28724019099435344,0.34641261484081537,positive
BOE,inflation,core_cpi_yoy,Core CPI (YoY),gdp_yoy,GDP (YoY),Growth,1,72,0.2551388278507315,0.22717753769220836,0.2551388278507315,0.22717753769220836,positive
BOE,inflation,core_cpi_yoy,Core CPI (YoY),ppi_core_output_mom,PPI Core Output (MoM),Inflation,3,55,0.2441476833460739,0.14866355203567472,0.2441476833460739,0.14866355203567472,positive
BOE,inflation,core_cpi_yoy,Core CPI (YoY),claimant_count_change,Claimant Count Change,Labor,2,76,-0.2344092333558775,-0.13739110393138435,0.2344092333558775,0.13739110393138435,negative
BOE,inflation,core_cpi_yoy,Core CPI (YoY),house_price_index_mom,House Price Index (MoM),Housing,3,68,-0.22301913633722434,-0.18690729546086723,0.22301913633722434,0.18690729546086723,negative
BOE,inflation,core_cpi_yoy,Core CPI (YoY),public_sector_net_borrowing,Public Sector Net Borrowing,Growth,3,71,0.2046409331445335,0.22661605920569658,0.2046409331445335,0.22661605920569658,positive
BOE,inflation,core_cpi_yoy,Core CPI (YoY),nationwide_hpi_yoy,Nationwide House Prices (YoY),Housing,3,75,-0.16546760148663814,-0.1874515335054163,0.16546760148663814,0.1874515335054163,negative
BOE,inflation,core_cpi_yoy,Core CPI (YoY),composite_pmi,Composite PMI,Growth,2,28,0.14917379533496036,0.13550129096338134,0.14917379533496036,0.13550129096338134,positive
BOE,inflation,core_cpi_yoy,Core CPI (YoY),house_price_index_yoy,House Price Index (YoY),Housing,3,73,-0.14255932719636236,-0.20729490165051317,0.14255932719636236,0.20729490165051317,negative
BOE,inflation,core_cpi_yoy,Core CPI (YoY),ppi_output_mom,PPI Output (MoM),Inflation,3,58,0.1276094846458154,-0.047689771221669584,0.1276094846458154,0.047689771221669584,positive
BOE,inflation,core_cpi_yoy,Core CPI (YoY),cbi_business_optimism,CBI Business Optimism Index,Sentiment,3,24,-0.12176930817825236,-0.14043117400134003,0.12176930817825236,0.14043117400134003,negative
BOE,inflation,core_cpi_yoy,Core CPI (YoY),core_rpi_yoy,Core RPI (YoY),Inflation,3,24,0.10744353583414694,0.15846706509919828,0.10744353583414694,0.15846706509919828,positive
BOE,inflation,core_cpi_yoy,Core CPI (YoY),industrial_production_yoy,Industrial Production (YoY),Growth,2,75,0.10460025815652906,0.19982342529997468,0.10460025815652906,0.19982342529997468,positive
BOE,inflation,core_cpi_yoy,Core CPI (YoY),retail_sales_ex_fuel_mom,Retail Sales Ex Fuel (MoM),Growth,2,75,-0.09300371227686648,-0.13536400659127218,0.09300371227686648,0.13536400659127218,negative
BOE,inflation,core_cpi_yoy,Core CPI (YoY),employment_change,Employment Change,Labor,2,74,0.09022746553721178,0.040095770046122255,0.09022746553721178,0.040095770046122255,positive
BOE,inflation,core_cpi_yoy,Core CPI (YoY),retail_sales_mom,Retail Sales (MoM),Growth,1,73,-0.08284224079816631,-0.14173259506289543,0.08284224079816631,0.14173259506289543,negative
BOE,inflation,core_cpi_yoy,Core CPI (YoY),core_rpi_mom,Core RPI (MoM),Inflation,3,22,0.0697374043684046,0.2550996252358197,0.0697374043684046,0.2550996252358197,positive
BOE,inflation,core_cpi_yoy,Core CPI (YoY),niesr_monthly_gdp_tracker,NIESR Monthly GDP Tracker,Growth,2,64,0.04016036873129774,-0.2152542020312734,0.04016036873129774,0.2152542020312734,positive
BOE,inflation,core_cpi_yoy,Core CPI (YoY),gdp_qoq,GDP (QoQ),Growth,1,24,0.023080585149954497,-0.1508272294111883,0.023080585149954497,0.1508272294111883,positive
BOE,inflation,core_cpi_yoy,Core CPI (YoY),ppi_input_mom,PPI Input (MoM),Inflation,3,66,-0.01595851872930421,-0.21699607636166804,0.01595851872930421,0.21699607636166804,negative
BOE,inflation,core_cpi_yoy,Core CPI (YoY),gdp_mom,GDP (MoM),Growth,1,68,0.014350645634783337,-0.35088391292342286,0.014350645634783337,0.35088391292342286,positive
BOE,unemployment,unemployment_rate,Unemployment Rate,retail_price_index_yoy,Retail Price Index (YoY),Inflation,3,75,-0.6191658332230272,-0.5533172729207125,0.6191658332230272,0.5533172729207125,negative
BOE,unemployment,unemployment_rate,Unemployment Rate,cpi_headline_yoy,Headline CPI (YoY),Inflation,1,75,-0.6037286030871222,-0.5459452091886944,0.6037286030871222,0.5459452091886944,negative
BOE,unemployment,unemployment_rate,Unemployment Rate,core_cpi_yoy,Core CPI (YoY),Inflation,1,75,-0.5562877493524584,-0.5778378457161722,0.5562877493524584,0.5778378457161722,negative
BOE,unemployment,unemployment_rate,Unemployment Rate,core_rpi_yoy,Core RPI (YoY),Inflation,3,23,0.5438930968972814,0.5935240382103311,0.5438930968972814,0.5935240382103311,positive
BOE,unemployment,unemployment_rate,Unemployment Rate,consumer_confidence,Consumer Confidence,Sentiment,3,74,0.5343141542286794,0.5220609349857511,0.5343141542286794,0.5220609349857511,positive
BOE,unemployment,unemployment_rate,Unemployment Rate,ppi_core_output_yoy,PPI Core Output (YoY),Inflation,3,66,-0.5094652644539993,-0.3222994604886304,0.5094652644539993,0.3222994604886304,negative
BOE,unemployment,unemployment_rate,Unemployment Rate,ppi_output_yoy,PPI Output (YoY),Inflation,3,67,-0.49771974345113096,-0.40717782428332583,0.49771974345113096,0.40717782428332583,negative
BOE,unemployment,unemployment_rate,Unemployment Rate,retail_sales_ex_fuel_yoy,Retail Sales Ex Fuel (YoY),Growth,2,75,0.490134502215253,0.6305008709507975,0.490134502215253,0.6305008709507975,positive
BOE,unemployment,unemployment_rate,Unemployment Rate,retail_sales_yoy,Retail Sales (YoY),Growth,1,73,0.40802819616860925,0.5703828999257958,0.40802819616860925,0.5703828999257958,positive
BOE,unemployment,unemployment_rate,Unemployment Rate,ppi_input_yoy,PPI Input (YoY),Inflation,3,67,-0.3786308600008385,-0.29227971514298484,0.3786308600008385,0.29227971514298484,negative
BOE,unemployment,unemployment_rate,Unemployment Rate,hmrc_payrolls_change,HMRC Payrolls Change,Labor,2,40,-0.3782643418787238,-0.47781234509658,0.3782643418787238,0.47781234509658,negative
BOE,unemployment,unemployment_rate,Unemployment Rate,retail_price_index_mom,Retail Price Index (MoM),Inflation,3,71,-0.35391255491979073,-0.41228045862849994,0.35391255491979073,0.41228045862849994,negative
BOE,unemployment,unemployment_rate,Unemployment Rate,ppi_core_output_mom,PPI Core Output (MoM),Inflation,3,54,-0.33936226995593566,-0.2828397316380976,0.33936226995593566,0.2828397316380976,negative
BOE,unemployment,unemployment_rate,Unemployment Rate,cbi_industrial_trends_orders,CBI Industrial Trends Orders,Sentiment,3,74,-0.31964045567218446,-0.4298023334348889,0.31964045567218446,0.4298023334348889,negative
BOE,unemployment,unemployment_rate,Unemployment Rate,cpi_headline_mom,Headline CPI (MoM),Inflation,2,67,-0.296928038601902,-0.3294427536069115,0.296928038601902,0.3294427536069115,negative
BOE,unemployment,unemployment_rate,Unemployment Rate,industrial_production_yoy,Industrial Production (YoY),Growth,2,76,0.2446284799856393,0.14606011906528485,0.2446284799856393,0.14606011906528485,positive
BOE,unemployment,unemployment_rate,Unemployment Rate,services_pmi,Services PMI,Growth,1,27,-0.19632062649565563,-0.2200041657987923,0.19632062649565563,0.2200041657987923,negative
BOE,unemployment,unemployment_rate,Unemployment Rate,niesr_monthly_gdp_tracker,NIESR Monthly GDP Tracker,Growth,2,63,0.189585536148514,0.27352344806566187,0.189585536148514,0.27352344806566187,positive
BOE,unemployment,unemployment_rate,Unemployment Rate,core_cpi_mom,Core CPI (MoM),Inflation,2,69,-0.18369513456431297,-0.24566240691687327,0.18369513456431297,0.24566240691687327,negative
BOE,unemployment,unemployment_rate,Unemployment Rate,house_price_index_yoy,House Price Index (YoY),Housing,3,73,-0.15700200211735563,-0.15479669597417764,0.15700200211735563,0.15479669597417764,negative
BOE,unemployment,unemployment_rate,Unemployment Rate,gdp_qoq,GDP (QoQ),Growth,1,24,0.13767594260819388,0.2269449736094294,0.13767594260819388,0.2269449736094294,positive
BOE,unemployment,unemployment_rate,Unemployment Rate,composite_pmi,Composite PMI,Growth,2,27,-0.12790509084673113,-0.20751066433847695,0.12790509084673113,0.20751066433847695,negative
BOE,unemployment,unemployment_rate,Unemployment Rate,ppi_output_mom,PPI Output (MoM),Inflation,3,57,-0.11107113418588205,0.011674236324211832,0.11107113418588205,0.011674236324211832,negative
BOE,unemployment,unemployment_rate,Unemployment Rate,employment_change,Employment Change,Labor,2,75,-0.10358997743113957,-0.08816137754457126,0.10358997743113957,0.08816137754457126,negative
BOE,unemployment,unemployment_rate,Unemployment Rate,core_rpi_mom,Core RPI (MoM),Inflation,3,21,-0.09893965593644223,-0.1602775941837409,0.09893965593644223,0.1602775941837409,negative
BOE,unemployment,unemployment_rate,Unemployment Rate,claimant_count_change,Claimant Count Change,Labor,2,75,-0.09607478221412595,0.15866374925530863,0.09607478221412595,0.15866374925530863,negative
BOE,unemployment,unemployment_rate,Unemployment Rate,manufacturing_pmi,Manufacturing PMI,Growth,2,27,0.08758759096254246,-0.036467805420553126,0.08758759096254246,0.036467805420553126,positive
BOE,unemployment,unemployment_rate,Unemployment Rate,cbi_business_optimism,CBI Business Optimism Index,Sentiment,3,24,0.08637032451246063,0.056319968680536736,0.08637032451246063,0.056319968680536736,positive
BOE,unemployment,unemployment_rate,Unemployment Rate,ppi_input_mom,PPI Input (MoM),Inflation,3,65,0.082397204317065,0.09570736377873604,0.082397204317065,0.09570736377873604,positive
BOE,unemployment,unemployment_rate,Unemployment Rate,gdp_mom,GDP (MoM),Growth,1,69,0.07588100225433617,0.23195844956655873,0.07588100225433617,0.23195844956655873,positive
BOE,unemployment,unemployment_rate,Unemployment Rate,nationwide_hpi_yoy,Nationwide House Prices (YoY),Housing,3,74,-0.06088116521978203,-0.03532663828581837,0.06088116521978203,0.03532663828581837,negative
BOE,unemployment,unemployment_rate,Unemployment Rate,public_sector_net_borrowing,Public Sector Net Borrowing,Growth,3,70,0.04698540496551973,-0.044206929718826296,0.04698540496551973,0.044206929718826296,positive
BOE,unemployment,unemployment_rate,Unemployment Rate,gdp_yoy,GDP (YoY),Growth,1,73,0.04408576400118716,-0.04132219826264771,0.04408576400118716,0.04132219826264771,positive
BOE,unemployment,unemployment_rate,Unemployment Rate,avg_earnings_excl_bonus,Average Earnings (excl. Bonus),Labor,1,74,-0.036914305211103046,-0.07383463661870876,0.036914305211103046,0.07383463661870876,negative
BOE,unemployment,unemployment_rate,Unemployment Rate,avg_earnings_incl_bonus,Average Earnings (incl. Bonus),Labor,2,75,-0.03266678532369171,-0.19291772463109383,0.03266678532369171,0.19291772463109383,negative
BOE,unemployment,unemployment_rate,Unemployment Rate,house_price_index_mom,House Price Index (MoM),Housing,3,68,-0.02125761368968268,-0.04933242766013302,0.02125761368968268,0.04933242766013302,negative
BOE,unemployment,unemployment_rate,Unemployment Rate,retail_sales_mom,Retail Sales (MoM),Growth,1,73,0.011460901757224225,0.10256413303352713,0.011460901757224225,0.10256413303352713,positive
BOE,unemployment,unemployment_rate,Unemployment Rate,retail_sales_ex_fuel_mom,Retail Sales Ex Fuel (MoM),Growth,2,75,0.008395277038503448,0.09098393459444314,0.008395277038503448,0.09098393459444314,positive
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),capacity_utilization,Capacity Utilization,Growth,2,23,0.7716703300996114,0.5002476472289694,0.7716703300996114,0.5002476472289694,positive
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),industrial_production_mom,Industrial Production (MoM),Growth,2,24,0.7218127462139565,0.38101466869145345,0.7218127462139565,0.38101466869145345,positive
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),tertiary_industry_index_mom,Tertiary Industry Index (MoM),Growth,2,24,0.7051276770984002,0.5107963778789648,0.7051276770984002,0.5107963778789648,positive
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),eco_watchers_current,Eco Watchers Survey Current,Sentiment,2,24,0.6805135040071629,0.3826731968628496,0.6805135040071629,0.3826731968628496,positive
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),services_pmi,S&P Global Services PMI,Growth,2,24,0.6464162844360852,0.13890706207151277,0.6464162844360852,0.13890706207151277,positive
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),composite_pmi,S&P Global Composite PMI,Growth,2,23,0.6415193124252171,0.15268498364067817,0.6415193124252171,0.15268498364067817,positive
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),machinery_orders_mom,Machinery Orders (MoM),Growth,2,24,0.6372626136562074,0.6119698944008043,0.6372626136562074,0.6119698944008043,positive
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),ppi_mom,PPI (MoM),Inflation,2,22,0.5784986717470204,0.2014334284387976,0.5784986717470204,0.2014334284387976,positive
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),retail_sales_yoy,Retail Sales (YoY),Growth,2,24,0.551843888303265,0.31154684095860563,0.551843888303265,0.31154684095860563,positive
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),eco_watchers_outlook,Eco Watchers Survey Outlook,Sentiment,2,24,0.5373654190448625,0.35568145829004333,0.5373654190448625,0.35568145829004333,positive
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),retail_sales_mom,Retail Sales (MoM),Growth,2,24,0.4758052564207928,0.017436793287062692,0.4758052564207928,0.017436793287062692,positive
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),consumer_confidence,Consumer Confidence,Sentiment,2,24,0.37238245447701174,-0.04745321781348191,0.37238245447701174,0.04745321781348191,positive
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),manufacturing_pmi,S&P Global Manufacturing PMI,Growth,2,24,0.28750335556466594,0.07482554402655042,0.28750335556466594,0.07482554402655042,positive
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),unemployment_rate,Unemployment Rate,Labor,2,24,0.28453900096318163,0.1389575696375141,0.28453900096318163,0.1389575696375141,positive
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),household_spending_mom,Household Spending (MoM),Growth,2,24,0.2752887336426786,0.44340460865166353,0.2752887336426786,0.44340460865166353,positive
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),household_spending_yoy,Household Spending (YoY),Growth,2,24,0.2686987601328895,0.13014153515351387,0.2686987601328895,0.13014153515351387,positive
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),tankan_large_manufacturing_outlook,Tankan Large Manufacturing Outlook,Sentiment,2,24,0.2342864484596691,0.04240459950576082,0.2342864484596691,0.04240459950576082,positive
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),leading_economic_index,Leading Economic Index,Growth,2,24,0.22857825232310378,-0.09880310528377141,0.22857825232310378,0.09880310528377141,positive
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),tankan_non_manufacturing_outlook,Tankan Non-Manufacturing Outlook,Sentiment,2,24,0.22721815236243628,0.026488923668567563,0.22721815236243628,0.026488923668567563,positive
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),machinery_orders_yoy,Machinery Orders (YoY),Growth,2,24,0.18591479471211628,0.08531017020096562,0.18591479471211628,0.08531017020096562,positive
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),balance_of_trade,Balance of Trade,Growth,2,24,0.1798662214104016,0.21632221729530568,0.1798662214104016,0.21632221729530568,positive
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),tankan_large_manufacturers_index,Tankan Large Manufacturers Index,Sentiment,2,24,0.17470435292653294,-0.047192674517587,0.17470435292653294,0.047192674517587,positive
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),current_account,Current Account,Growth,2,24,0.16668223082960743,0.08531017020096562,0.16668223082960743,0.08531017020096562,positive
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),ppi_yoy,PPI (YoY),Inflation,2,24,0.1480733285713974,0.2155454411454508,0.1480733285713974,0.2155454411454508,positive
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),machine_tool_orders_yoy,Machine Tool Orders (YoY),Growth,3,24,0.13206475124011413,0.08008709855600854,0.13206475124011413,0.08008709855600854,positive
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),cpi_headline_mom,Headline CPI (MoM),Inflation,2,22,0.11972278371192137,-0.14319093060916782,0.11972278371192137,0.14319093060916782,positive
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),tankan_small_manufacturers_index,Tankan Small Manufacturers Index,Sentiment,2,23,0.11188599106132201,-0.02162040918051034,0.11188599106132201,0.02162040918051034,positive
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),tankan_large_non_manufacturing_index,Tankan Large Non-Manufacturing Index,Sentiment,2,24,0.10967533321345639,-0.03127071684049132,0.10967533321345639,0.03127071684049132,positive
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),exports_yoy,Exports (YoY),Growth,2,24,0.10258361460420695,0.024814985462096047,0.10258361460420695,0.024814985462096047,positive
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),cpi_index,Consumer Price Index,Inflation,2,24,0.09259485472197675,0.18997821350762525,0.09259485472197675,0.18997821350762525,positive
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),core_cpi_yoy,Core CPI (YoY),Inflation,1,24,0.0922270474106566,0.09756098486317949,0.0922270474106566,0.09756098486317949,positive
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),industrial_production_yoy,Industrial Production (YoY),Growth,2,24,0.08210124925243426,-0.12211584951084108,0.08210124925243426,0.12211584951084108,positive
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),reuters_tankan_index,Reuters Tankan Index,Sentiment,2,24,-0.07482609461501792,-0.003269398741324255,0.07482609461501792,0.003269398741324255,negative
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),cpi_headline_yoy,Headline CPI (YoY),Inflation,1,24,0.06798270061716016,0.08821607702189098,0.06798270061716016,0.08821607702189098,positive
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),imports_yoy,Imports (YoY),Growth,2,24,-0.037781769998127275,0.057889044064940956,0.037781769998127275,0.057889044064940956,negative
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),cpi_ex_food_energy_yoy,CPI Ex Food and Energy (YoY),Inflation,1,24,0.023012788880251978,-0.04682056193210622,0.023012788880251978,0.04682056193210622,positive
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),coincident_index,Coincident Index,Growth,2,24,0.020508742367120324,-0.04484111408062969,0.020508742367120324,0.04484111408062969,positive
BOJ,gdp_growth,gdp_qoq,GDP (QoQ),tankan_large_all_industry_capex,Tankan Large All Industry Capex,Sentiment,2,24,0.0015406569016569696,-0.014148895219616167,0.0015406569016569696,0.014148895219616167,positive
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),core_cpi_yoy,Core CPI (YoY),Inflation,1,73,0.9641675761607629,0.9436265156097812,0.9641675761607629,0.9436265156097812,positive
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),cpi_ex_food_energy_yoy,CPI Ex Food and Energy (YoY),Inflation,1,75,0.8443729603208106,0.7864620883927029,0.8443729603208106,0.7864620883927029,positive
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),tankan_large_non_manufacturing_index,Tankan Large Non-Manufacturing Index,Sentiment,2,25,0.7768721553927067,0.6617743951454366,0.7768721553927067,0.6617743951454366,positive
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),coincident_index,Coincident Index,Growth,2,74,0.7317985623910735,0.6987475827507356,0.7317985623910735,0.6987475827507356,positive
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),cpi_index,Consumer Price Index,Inflation,2,69,0.7308599180842275,0.7027764126647563,0.7308599180842275,0.7027764126647563,positive
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),tankan_non_manufacturing_outlook,Tankan Non-Manufacturing Outlook,Sentiment,2,25,0.7304101554460204,0.6099886271117101,0.7304101554460204,0.6099886271117101,positive
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),unemployment_rate,Unemployment Rate,Labor,2,74,-0.6467461333494563,-0.6033538476404747,0.6467461333494563,0.6033538476404747,negative
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),services_pmi,S&P Global Services PMI,Growth,2,75,0.5578251298923894,0.6255803846768735,0.5578251298923894,0.6255803846768735,positive
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),tankan_small_manufacturers_index,Tankan Small Manufacturers Index,Sentiment,2,24,0.5254346394678546,0.45401161445741556,0.5254346394678546,0.45401161445741556,positive
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),tankan_large_all_industry_capex,Tankan Large All Industry Capex,Sentiment,2,25,0.4963808645703244,0.543792198468213,0.4963808645703244,0.543792198468213,positive
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),leading_economic_index,Leading Economic Index,Growth,2,74,0.49157822621914,0.3416887482009795,0.49157822621914,0.3416887482009795,positive
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),eco_watchers_current,Eco Watchers Survey Current,Sentiment,2,75,0.48077033940338376,0.4156019000275828,0.48077033940338376,0.4156019000275828,positive
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),composite_pmi,S&P Global Composite PMI,Growth,2,72,0.457134338419394,0.49547309558862707,0.457134338419394,0.49547309558862707,positive
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),retail_sales_yoy,Retail Sales (YoY),Growth,2,74,0.428377722661704,0.5343192158502563,0.428377722661704,0.5343192158502563,positive
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),cpi_headline_mom,Headline CPI (MoM),Inflation,2,68,0.4181442179374728,0.4212511339361112,0.4181442179374728,0.4212511339361112,positive
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),tankan_large_manufacturing_outlook,Tankan Large Manufacturing Outlook,Sentiment,2,25,0.40031052215455193,0.07678986352715969,0.40031052215455193,0.07678986352715969,positive
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),eco_watchers_outlook,Eco Watchers Survey Outlook,Sentiment,2,75,0.3924204799569271,0.25892049066624073,0.3924204799569271,0.25892049066624073,positive
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),balance_of_trade,Balance of Trade,Growth,2,75,-0.3843881990846308,-0.3201601213544325,0.3843881990846308,0.3201601213544325,negative
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),machine_tool_orders_yoy,Machine Tool Orders (YoY),Growth,3,75,-0.37996310726117305,-0.2912767429789925,0.37996310726117305,0.2912767429789925,negative
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),ppi_yoy,PPI (YoY),Inflation,2,74,0.3773323860430877,0.41494211500590455,0.3773323860430877,0.41494211500590455,positive
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),leading_index_mom,Leading Index (MoM),Growth,2,22,-0.32958179824534756,-0.3441935184622887,0.32958179824534756,0.3441935184622887,negative
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),tankan_large_manufacturers_index,Tankan Large Manufacturers Index,Sentiment,2,25,0.31805039035542687,-0.04538448415577238,0.31805039035542687,0.04538448415577238,positive
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),reuters_tankan_index,Reuters Tankan Index,Sentiment,2,74,0.2143466706374331,-0.06570941673056956,0.2143466706374331,0.06570941673056956,positive
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),current_account,Current Account,Growth,2,74,0.13058981040252887,0.15097421124892843,0.13058981040252887,0.15097421124892843,positive
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),ppi_mom,PPI (MoM),Inflation,2,67,-0.12321485598326365,-0.23332128383678036,0.12321485598326365,0.23332128383678036,negative
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),household_spending_yoy,Household Spending (YoY),Growth,2,74,0.10417866871078214,0.15797084323273264,0.10417866871078214,0.15797084323273264,positive
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),tertiary_industry_index_mom,Tertiary Industry Index (MoM),Growth,2,73,0.09624381923420097,0.13966195939224524,0.09624381923420097,0.13966195939224524,positive
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),coincident_indicator_mom,Coincident Indicator (MoM),Growth,2,22,-0.0906485674198119,-0.16855567365025662,0.0906485674198119,0.16855567365025662,negative
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),gdp_qoq,GDP (QoQ),Growth,1,24,0.06798270061716016,0.08821607702189098,0.06798270061716016,0.08821607702189098,positive
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),manufacturing_pmi,S&P Global Manufacturing PMI,Growth,2,75,-0.05978174329552111,-0.22434373644507224,0.05978174329552111,0.22434373644507224,negative
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),consumer_confidence,Consumer Confidence,Sentiment,2,75,0.05363526650719678,-0.09445786425845196,0.05363526650719678,0.09445786425845196,positive
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),industrial_production_yoy,Industrial Production (YoY),Growth,2,74,0.03843152057126608,0.16650240767960284,0.03843152057126608,0.16650240767960284,positive
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),machinery_orders_yoy,Machinery Orders (YoY),Growth,2,74,0.02638366580538577,-0.06592553264516707,0.02638366580538577,0.06592553264516707,positive
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),machinery_orders_mom,Machinery Orders (MoM),Growth,2,73,-0.024410368671977697,-0.043256401893016924,0.024410368671977697,0.043256401893016924,negative
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),household_spending_mom,Household Spending (MoM),Growth,2,74,0.021843070453113202,0.06084798508558421,0.021843070453113202,0.06084798508558421,positive
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),retail_sales_mom,Retail Sales (MoM),Growth,2,74,0.01945185225835614,0.020503352300556867,0.01945185225835614,0.020503352300556867,positive
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),exports_yoy,Exports (YoY),Growth,2,75,-0.010855571561179419,-0.016194480867816323,0.010855571561179419,0.016194480867816323,negative
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),capacity_utilization,Capacity Utilization,Growth,2,73,0.008664716739246228,-0.009504692435204009,0.008664716739246228,0.009504692435204009,positive
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),industrial_production_mom,Industrial Production (MoM),Growth,2,75,-0.007741199184406185,-0.04425050797457621,0.007741199184406185,0.04425050797457621,negative
BOJ,inflation,cpi_headline_yoy,Headline CPI (YoY),imports_yoy,Imports (YoY),Growth,2,75,0.00015546936101622967,0.02331227072685665,0.00015546936101622967,0.02331227072685665,positive
BOJ,unemployment,unemployment_rate,Unemployment Rate,cpi_headline_yoy,Headline CPI (YoY),Inflation,1,74,-0.6467461333494563,-0.6033538476404748,0.6467461333494563,0.6033538476404748,negative
BOJ,unemployment,unemployment_rate,Unemployment Rate,core_cpi_yoy,Core CPI (YoY),Inflation,1,73,-0.6074647906394114,-0.5254063734491601,0.6074647906394114,0.5254063734491601,negative
BOJ,unemployment,unemployment_rate,Unemployment Rate,coincident_index,Coincident Index,Growth,2,75,-0.591864972616185,-0.5686419387657453,0.591864972616185,0.5686419387657453,negative
