central_bank_code,target_family,target_indicator_key,target_indicator,indicator_key,indicator,indicator_category,importance,observations,pearson_correlation,spearman_correlation,abs_pearson,abs_spearman,direction
BOC,inflation,core_cpi_yoy,Core CPI (YoY),core_cpi_mom,Core CPI (MoM),Inflation,2,45,0.3815391131756947,0.3244457088498188,0.3815391131756947,0.3244457088498188,positive
BOC,inflation,core_cpi_yoy,Core CPI (YoY),imports,Imports,Trade,2,75,0.36717402489569434,0.2472119300714937,0.36717402489569434,0.2472119300714937,positive
BOC,inflation,core_cpi_yoy,Core CPI (YoY),cpi_headline_mom,Headline CPI (MoM),Inflation,2,72,0.28388914936174164,0.2475030029093261,0.28388914936174164,0.2475030029093261,positive
BOC,inflation,core_cpi_yoy,Core CPI (YoY),cfib_business_barometer,CFIB Business Barometer,Sentiment,2,54,0.24217975362572525,0.1095976893991808,0.24217975362572525,0.1095976893991808,positive
BOC,inflation,core_cpi_yoy,Core CPI (YoY),retail_sales_yoy,Retail Sales (YoY),Growth,2,73,0.22344016197651512,0.4161154614256712,0.22344016197651512,0.4161154614256712,positive
BOC,inflation,core_cpi_yoy,Core CPI (YoY),ivey_pmi_sa,Ivey PMI s.a.,Growth,2,72,0.1831523649088956,0.14755735620774557,0.1831523649088956,0.14755735620774557,positive
BOC,inflation,core_cpi_yoy,Core CPI (YoY),raw_materials_prices_mom,Raw Materials Prices (MoM),Inflation,3,74,-0.16841827644285806,-0.18725591778163203,0.16841827644285806,0.18725591778163203,negative
BOC,inflation,core_cpi_yoy,Core CPI (YoY),new_motor_vehicle_sales,New Motor Vehicle Sales,Growth,3,75,-0.15751269307707655,-0.1913340262531616,0.15751269307707655,0.1913340262531616,negative
BOC,inflation,core_cpi_yoy,Core CPI (YoY),new_housing_price_index_mom,New Housing Price Index (MoM),Housing,2,65,-0.11058939137973872,-0.15583953234387932,0.11058939137973872,0.15583953234387932,negative
BOC,inflation,core_cpi_yoy,Core CPI (YoY),vehicle_sales_mom,Vehicle Sales (MoM),Growth,3,20,-0.060570962101843887,-0.08754779315133372,0.060570962101843887,0.08754779315133372,negative
BOC,inflation,core_cpi_yoy,Core CPI (YoY),full_time_employment_change,Full-Time Employment Change,Labor,1,76,0.055507957490800036,-0.1065612669151389,0.055507957490800036,0.1065612669151389,positive
BOC,inflation,core_cpi_yoy,Core CPI (YoY),retail_sales_mom,Retail Sales (MoM),Growth,1,72,-0.047200527959355476,-0.022127241772958932,0.047200527959355476,0.022127241772958932,negative
BOC,inflation,core_cpi_yoy,Core CPI (YoY),part_time_employment_change,Part-Time Employment Change,Labor,1,76,-0.037579695570399696,-0.125617304597972,0.037579695570399696,0.125617304597972,negative
BOC,inflation,core_cpi_yoy,Core CPI (YoY),wholesale_sales_mom,Wholesale Sales (MoM),Growth,2,74,-0.02650387601986815,-0.08319246752474228,0.02650387601986815,0.08319246752474228,negative
BOC,inflation,core_cpi_yoy,Core CPI (YoY),employment_change,Employment Change,Labor,1,76,0.02130959964147585,-0.1051933430779741,0.02130959964147585,0.1051933430779741,positive
BOC,inflation,core_cpi_yoy,Core CPI (YoY),manufacturing_sales_mom,Manufacturing Sales (MoM),Growth,2,74,-0.019996228167764658,-0.04553911176318375,0.019996228167764658,0.04553911176318375,negative
BOC,inflation,core_cpi_yoy,Core CPI (YoY),retail_sales_ex_autos_mom,Retail Sales Ex Autos (MoM),Growth,2,71,-0.019532400535161226,0.013354934114981657,0.019532400535161226,0.013354934114981657,negative
BOC,inflation,core_cpi_yoy,Core CPI (YoY),gdp_mom,GDP (MoM),Growth,1,70,-0.015568763764922616,-0.28085299049681156,0.015568763764922616,0.28085299049681156,negative
BOC,inflation,core_cpi_yoy,Core CPI (YoY),ppi_mom,PPI (MoM),Inflation,2,72,0.011573848290947014,-0.022562932092865563,0.011573848290947014,0.022562932092865563,positive
BOC,unemployment,unemployment_rate,Unemployment Rate,exports,Exports,Trade,2,75,-0.7875321295728707,-0.5999147980996693,0.7875321295728707,0.5999147980996693,negative
BOC,unemployment,unemployment_rate,Unemployment Rate,imports,Imports,Trade,2,75,-0.7133939299456565,-0.31092597873289934,0.7133939299456565,0.31092597873289934,negative
BOC,unemployment,unemployment_rate,Unemployment Rate,cpi_headline_yoy,Headline CPI (YoY),Inflation,1,76,-0.7034072156550026,-0.774756485001441,0.7034072156550026,0.774756485001441,negative
BOC,unemployment,unemployment_rate,Unemployment Rate,budget_balance,Budget Balance,Growth,3,73,-0.6927581555027283,-0.5917427504474639,0.6927581555027283,0.5917427504474639,negative
BOC,unemployment,unemployment_rate,Unemployment Rate,core_cpi_yoy,Core CPI (YoY),Inflation,1,76,-0.6459093791012588,-0.7098731046438463,0.6459093791012588,0.7098731046438463,negative
BOC,unemployment,unemployment_rate,Unemployment Rate,manufacturing_pmi,Manufacturing PMI,Growth,2,49,-0.4106409510171976,-0.39871672851492407,0.4106409510171976,0.39871672851492407,negative
BOC,unemployment,unemployment_rate,Unemployment Rate,vehicle_sales_mom,Vehicle Sales (MoM),Growth,3,20,0.3783193241070126,0.36932181114456764,0.3783193241070126,0.36932181114456764,positive
BOC,unemployment,unemployment_rate,Unemployment Rate,balance_of_trade,Balance of Trade,Trade,2,75,-0.35634718013785976,-0.4535218136116389,0.35634718013785976,0.4535218136116389,negative
BOC,unemployment,unemployment_rate,Unemployment Rate,new_housing_price_index_mom,New Housing Price Index (MoM),Housing,2,65,0.2729555439967595,0.3063315976784963,0.2729555439967595,0.3063315976784963,positive
BOC,unemployment,unemployment_rate,Unemployment Rate,raw_materials_prices_yoy,Raw Materials Prices (YoY),Inflation,3,75,-0.25000576275306025,-0.055780630941104296,0.25000576275306025,0.055780630941104296,negative
BOC,unemployment,unemployment_rate,Unemployment Rate,retail_sales_yoy,Retail Sales (YoY),Growth,2,73,-0.24945526042373406,-0.025626185099183983,0.24945526042373406,0.025626185099183983,negative
BOC,unemployment,unemployment_rate,Unemployment Rate,ppi_yoy,PPI (YoY),Inflation,2,75,-0.24267606166436545,-0.06963018820200761,0.24267606166436545,0.06963018820200761,negative
BOC,unemployment,unemployment_rate,Unemployment Rate,core_cpi_mom,Core CPI (MoM),Inflation,2,45,-0.23569480294869272,-0.2281717311763875,0.23569480294869272,0.2281717311763875,negative
BOC,unemployment,unemployment_rate,Unemployment Rate,cfib_business_barometer,CFIB Business Barometer,Sentiment,2,54,-0.2294883677184152,-0.14645911515363194,0.2294883677184152,0.14645911515363194,negative
BOC,unemployment,unemployment_rate,Unemployment Rate,raw_materials_prices_mom,Raw Materials Prices (MoM),Inflation,3,74,0.22646952955492142,0.29732163117217214,0.22646952955492142,0.29732163117217214,positive
BOC,unemployment,unemployment_rate,Unemployment Rate,cpi_headline_mom,Headline CPI (MoM),Inflation,2,72,-0.19611153806028211,-0.18103230383884164,0.19611153806028211,0.18103230383884164,negative
BOC,unemployment,unemployment_rate,Unemployment Rate,ivey_pmi_sa,Ivey PMI s.a.,Growth,2,72,-0.19539947098348107,-0.04662934551344527,0.19539947098348107,0.04662934551344527,negative
BOC,unemployment,unemployment_rate,Unemployment Rate,full_time_employment_change,Full-Time Employment Change,Labor,1,76,-0.1714013753085362,0.09004772245957475,0.1714013753085362,0.09004772245957475,negative
BOC,unemployment,unemployment_rate,Unemployment Rate,retail_sales_mom,Retail Sales (MoM),Growth,1,72,0.11491470737485648,-0.008631031973823007,0.11491470737485648,0.008631031973823007,positive
BOC,unemployment,unemployment_rate,Unemployment Rate,new_motor_vehicle_sales,New Motor Vehicle Sales,Growth,3,75,-0.11316537637867315,0.17745432120321325,0.11316537637867315,0.17745432120321325,negative
BOC,unemployment,unemployment_rate,Unemployment Rate,employment_change,Employment Change,Labor,1,76,-0.10896369932250413,0.10248555557243808,0.10896369932250413,0.10248555557243808,negative
BOC,unemployment,unemployment_rate,Unemployment Rate,composite_pmi,Composite PMI,Growth,2,29,0.07923742187547858,0.07173899693040213,0.07923742187547858,0.07173899693040213,positive
BOC,unemployment,unemployment_rate,Unemployment Rate,services_pmi,Services PMI,Growth,2,30,0.07626710292640175,0.05057096333858443,0.07626710292640175,0.05057096333858443,positive
BOC,unemployment,unemployment_rate,Unemployment Rate,ppi_mom,PPI (MoM),Inflation,2,72,0.03942153001428009,0.18673970837025697,0.03942153001428009,0.18673970837025697,positive
BOC,unemployment,unemployment_rate,Unemployment Rate,manufacturing_sales_mom,Manufacturing Sales (MoM),Growth,2,74,0.037931126739276254,0.058687474597148806,0.037931126739276254,0.058687474597148806,positive
BOC,unemployment,unemployment_rate,Unemployment Rate,wholesale_sales_mom,Wholesale Sales (MoM),Growth,2,74,0.03367851669309309,0.08489796762715211,0.03367851669309309,0.08489796762715211,positive
BOC,unemployment,unemployment_rate,Unemployment Rate,retail_sales_ex_autos_mom,Retail Sales Ex Autos (MoM),Growth,2,71,0.016319205510340218,0.0045506833188355056,0.016319205510340218,0.0045506833188355056,positive
BOC,unemployment,unemployment_rate,Unemployment Rate,part_time_employment_change,Part-Time Employment Change,Labor,1,76,0.013804977620865294,0.02538895169375772,0.013804977620865294,0.02538895169375772,positive
BOC,unemployment,unemployment_rate,Unemployment Rate,gdp_mom,GDP (MoM),Growth,1,70,0.008776210346096205,0.16769105653292873,0.008776210346096205,0.16769105653292873,positive
BOC,unemployment,unemployment_rate,Unemployment Rate,new_housing_price_index_yoy,New Housing Price Index (YoY),Housing,2,63,0.005078167162525007,0.16259947629629612,0.005078167162525007,0.16259947629629612,positive
BOE,gdp_growth,gdp_yoy,GDP (YoY),industrial_production_yoy,Industrial Production (YoY),Growth,2,73,0.9296197876439971,0.732025230576658,0.9296197876439971,0.732025230576658,positive
BOE,gdp_growth,gdp_yoy,GDP (YoY),retail_sales_yoy,Retail Sales (YoY),Growth,1,70,0.7104520019745209,0.3071446439011734,0.7104520019745209,0.3071446439011734,positive
BOE,gdp_growth,gdp_yoy,GDP (YoY),cbi_industrial_trends_orders,CBI Industrial Trends Orders,Sentiment,3,71,0.6903285200199983,0.646181869615443,0.6903285200199983,0.646181869615443,positive
BOE,gdp_growth,gdp_yoy,GDP (YoY),claimant_count_change,Claimant Count Change,Labor,2,72,-0.6458550707976026,-0.5419609717922925,0.6458550707976026,0.5419609717922925,negative
BOE,gdp_growth,gdp_yoy,GDP (YoY),avg_earnings_incl_bonus,Average Earnings (incl. Bonus),Labor,2,72,0.6437238618639082,0.3958894081313417,0.6437238618639082,0.3958894081313417,positive
BOE,gdp_growth,gdp_yoy,GDP (YoY),cbi_business_optimism,CBI Business Optimism Index,Sentiment,3,22,0.6387529913635339,0.10771844417483498,0.6387529913635339,0.10771844417483498,positive
BOE,gdp_growth,gdp_yoy,GDP (YoY),retail_sales_ex_fuel_yoy,Retail Sales Ex Fuel (YoY),Growth,2,72,0.5822857269186311,0.15026205471628065,0.5822857269186311,0.15026205471628065,positive
BOE,gdp_growth,gdp_yoy,GDP (YoY),avg_earnings_excl_bonus,Average Earnings (excl. Bonus),Labor,1,71,0.5610755479881651,0.2575919563778178,0.5610755479881651,0.2575919563778178,positive
BOE,gdp_growth,gdp_yoy,GDP (YoY),ppi_input_yoy,PPI Input (YoY),Inflation,3,64,0.5434789361674806,0.6807604631198756,0.5434789361674806,0.6807604631198756,positive
BOE,gdp_growth,gdp_yoy,GDP (YoY),niesr_monthly_gdp_tracker,NIESR Monthly GDP Tracker,Growth,2,61,0.4522897824343422,0.32991435655753254,0.4522897824343422,0.32991435655753254,positive
BOE,gdp_growth,gdp_yoy,GDP (YoY),services_pmi,Services PMI,Growth,1,26,-0.447357802213073,-0.4244163018462833,0.447357802213073,0.4244163018462833,negative
BOE,gdp_growth,gdp_yoy,GDP (YoY),gdp_qoq,GDP (QoQ),Growth,1,22,0.4193260163045744,0.31844568143007057,0.4193260163045744,0.31844568143007057,positive
BOE,gdp_growth,gdp_yoy,GDP (YoY),employment_change,Employment Change,Labor,2,72,0.4170247281180664,0.39662196597277977,0.4170247281180664,0.39662196597277977,positive
BOE,gdp_growth,gdp_yoy,GDP (YoY),composite_pmi,Composite PMI,Growth,2,26,-0.3863509024217582,-0.437778381264018,0.3863509024217582,0.437778381264018,negative
BOE,gdp_growth,gdp_yoy,GDP (YoY),ppi_output_yoy,PPI Output (YoY),Inflation,3,64,0.3774895275371761,0.6755397876974816,0.3774895275371761,0.6755397876974816,positive
BOE,gdp_growth,gdp_yoy,GDP (YoY),consumer_confidence,Consumer Confidence,Sentiment,3,71,0.36799085453770375,0.37929443468839275,0.36799085453770375,0.37929443468839275,positive
BOE,gdp_growth,gdp_yoy,GDP (YoY),ppi_core_output_mom,PPI Core Output (MoM),Inflation,3,52,0.3639450331166726,0.7001263997169885,0.3639450331166726,0.7001263997169885,positive
BOE,gdp_growth,gdp_yoy,GDP (YoY),nationwide_hpi_yoy,Nationwide House Prices (YoY),Housing,3,72,0.3600843328593572,0.5650068723659953,0.3600843328593572,0.5650068723659953,positive
BOE,gdp_growth,gdp_yoy,GDP (YoY),ppi_output_mom,PPI Output (MoM),Inflation,3,54,0.34308971009734,0.5927645740163661,0.34308971009734,0.5927645740163661,positive
BOE,gdp_growth,gdp_yoy,GDP (YoY),hmrc_payrolls_change,HMRC Payrolls Change,Labor,2,37,-0.32304981998335397,-0.34700382737034113,0.32304981998335397,0.34700382737034113,negative
BOE,gdp_growth,gdp_yoy,GDP (YoY),public_sector_net_borrowing,Public Sector Net Borrowing,Growth,3,67,0.3144466165688308,0.21667987024756957,0.3144466165688308,0.21667987024756957,positive
BOE,gdp_growth,gdp_yoy,GDP (YoY),retail_price_index_mom,Retail Price Index (MoM),Inflation,3,69,0.2972012564362321,0.4030973342608625,0.2972012564362321,0.4030973342608625,positive
BOE,gdp_growth,gdp_yoy,GDP (YoY),house_price_index_yoy,House Price Index (YoY),Housing,3,70,0.29443161772565,0.49243785366867043,0.29443161772565,0.49243785366867043,positive
BOE,gdp_growth,gdp_yoy,GDP (YoY),ppi_input_mom,PPI Input (MoM),Inflation,3,62,0.2925892865649821,0.3406895695137882,0.2925892865649821,0.3406895695137882,positive
BOE,gdp_growth,gdp_yoy,GDP (YoY),cpi_headline_mom,Headline CPI (MoM),Inflation,2,64,0.2925336765656258,0.43527159013560285,0.2925336765656258,0.43527159013560285,positive
BOE,gdp_growth,gdp_yoy,GDP (YoY),ppi_core_output_yoy,PPI Core Output (YoY),Inflation,3,63,0.2901503713280854,0.6193852266275119,0.2901503713280854,0.6193852266275119,positive
BOE,gdp_growth,gdp_yoy,GDP (YoY),retail_price_index_yoy,Retail Price Index (YoY),Inflation,3,72,0.27248058068436,0.3906052268516822,0.27248058068436,0.3906052268516822,positive
BOE,gdp_growth,gdp_yoy,GDP (YoY),core_cpi_yoy,Core CPI (YoY),Inflation,1,72,0.2551388278507315,0.2271775376922084,0.2551388278507315,0.2271775376922084,positive
BOE,gdp_growth,gdp_yoy,GDP (YoY),cpi_headline_yoy,Headline CPI (YoY),Inflation,1,72,0.2542449857675188,0.354538866976625,0.2542449857675188,0.354538866976625,positive
BOE,gdp_growth,gdp_yoy,GDP (YoY),gdp_mom,GDP (MoM),Growth,1,66,0.24686305690996863,0.1112479783353125,0.24686305690996863,0.1112479783353125,positive
BOE,gdp_growth,gdp_yoy,GDP (YoY),core_cpi_mom,Core CPI (MoM),Inflation,2,66,0.23705041045231848,0.33282082794839424,0.23705041045231848,0.33282082794839424,positive
BOE,gdp_growth,gdp_yoy,GDP (YoY),house_price_index_mom,House Price Index (MoM),Housing,3,66,0.1710887948061369,0.19673462024797084,0.1710887948061369,0.19673462024797084,positive
BOE,gdp_growth,gdp_yoy,GDP (YoY),manufacturing_pmi,Manufacturing PMI,Growth,2,26,-0.08720290229384788,-0.2293580341406037,0.08720290229384788,0.2293580341406037,negative
BOE,gdp_growth,gdp_yoy,GDP (YoY),retail_sales_mom,Retail Sales (MoM),Growth,1,70,0.08624371098892729,-0.061148501072101354,0.08624371098892729,0.061148501072101354,positive
BOE,gdp_growth,gdp_yoy,GDP (YoY),core_rpi_mom,Core RPI (MoM),Inflation,3,21,0.07305660947067318,-0.018874209435562596,0.07305660947067318,0.018874209435562596,positive
BOE,gdp_growth,gdp_yoy,GDP (YoY),retail_sales_ex_fuel_mom,Retail Sales Ex Fuel (MoM),Growth,2,72,0.06786373265993602,-0.08489450666455761,0.06786373265993602,0.08489450666455761,positive
BOE,gdp_growth,gdp_yoy,GDP (YoY),core_rpi_yoy,Core RPI (YoY),Inflation,3,23,-0.04430112882183203,0.0002504527896469292,0.04430112882183203,0.0002504527896469292,negative
BOE,gdp_growth,gdp_yoy,GDP (YoY),unemployment_rate,Unemployment Rate,Labor,1,73,0.04408576400118716,-0.04132219826264771,0.04408576400118716,0.04132219826264771,positive
BOE,inflation,core_cpi_yoy,Core CPI (YoY),cpi_headline_yoy,Headline CPI (YoY),Inflation,1,76,0.9122671361276945,0.9268714555826572,0.9122671361276945,0.9268714555826572,positive
BOE,inflation,core_cpi_yoy,Core CPI (YoY),retail_price_index_yoy,Retail Price Index (YoY),Inflation,3,76,0.9021028023622285,0.9084988721593643,0.9021028023622285,0.9084988721593643,positive
BOE,inflation,core_cpi_yoy,Core CPI (YoY),avg_earnings_excl_bonus,Average Earnings (excl. Bonus),Labor,1,73,0.6361674096983327,0.6054683087869073,0.6361674096983327,0.6054683087869073,positive
BOE,inflation,core_cpi_yoy,Core CPI (YoY),avg_earnings_incl_bonus,Average Earnings (incl. Bonus),Labor,2,74,0.6157718559452755,0.6504998188030484,0.6157718559452755,0.6504998188030484,positive
BOE,inflation,core_cpi_yoy,Core CPI (YoY),ppi_core_output_yoy,PPI Core Output (YoY),Inflation,3,67,0.5967699941905834,0.4816014408463229,0.5967699941905834,0.4816014408463229,positive
BOE,inflation,core_cpi_yoy,Core CPI (YoY),ppi_output_yoy,PPI Output (YoY),Inflation,3,68,0.5566419346689477,0.4700369479074266,0.5566419346689477,0.4700369479074266,positive
BOE,inflation,core_cpi_yoy,Core CPI (YoY),unemployment_rate,Unemployment Rate,Labor,1,75,-0.5562877493524584,-0.5778378457161722,0.5562877493524584,0.5778378457161722,negative
BOE,inflation,core_cpi_yoy,Core CPI (YoY),consumer_confidence,Consumer Confidence,Sentiment,3,75,-0.49500752522793456,-0.4231811393062578,0.49500752522793456,0.4231811393062578,negative
BOE,inflation,core_cpi_yoy,Core CPI (YoY),ppi_input_yoy,PPI Input (YoY),Inflation,3,68,0.44153461046636433,0.3205923791818003,0.44153461046636433,0.3205923791818003,positive
BOE,inflation,core_cpi_yoy,Core CPI (YoY),manufacturing_pmi,Manufacturing PMI,Growth,2,28,-0.43210712324698103,-0.4692772553011123,0.43210712324698103,0.4692772553011123,negative
BOE,inflation,core_cpi_yoy,Core CPI (YoY),hmrc_payrolls_change,HMRC Payrolls Change,Labor,2,41,0.4047537398730302,0.4011028712458032,0.4047537398730302,0.4011028712458032,positive
BOE,inflation,core_cpi_yoy,Core CPI (YoY),retail_sales_ex_fuel_yoy,Retail Sales Ex Fuel (YoY),Growth,2,75,-0.40070406808702436,-0.5327138815528087,0.40070406808702436,0.5327138815528087,negative
BOE,inflation,core_cpi_yoy,Core CPI (YoY),cbi_industrial_trends_orders,CBI Industrial Trends Orders,Sentiment,3,75,0.38814599482864975,0.4780358374118994,0.38814599482864975,0.4780358374118994,positive
BOE,inflation,core_cpi_yoy,Core CPI (YoY),services_pmi,Services PMI,Growth,1,28,0.3603082884716705,0.2694831994592834,0.3603082884716705,0.2694831994592834,positive
BOE,inflation,core_cpi_yoy,Core CPI (YoY),retail_price_index_mom,Retail Price Index (MoM),Inflation,3,72,0.3571496452302788,0.414004881685336,0.3571496452302788,0.414004881685336,positive
