central_bank_code,left_indicator_key,left_indicator,left_category,left_importance,right_indicator_key,right_indicator,right_category,right_importance,observations,correlation,abs_correlation
BOC,balance_of_trade,Balance of Trade,Trade,2,wholesale_sales_mom,Wholesale Sales (MoM),Growth,2,75,0.06565528443154066,0.06565528443154066
BOJ,cpi_ex_food_energy_yoy,CPI Ex Food and Energy (YoY),Inflation,1,household_spending_yoy,Household Spending (YoY),Growth,2,74,-0.06562823936118338,0.06562823936118338
BOJ,machinery_orders_mom,Machinery Orders (MoM),Growth,2,tankan_small_manufacturers_index,Tankan Small Manufacturers Index,Sentiment,2,24,-0.06546571550899935,0.06546571550899935
RBA,full_time_employment_change,Full-Time Employment Change,Labor,1,rba_trimmed_mean_cpi_qoq,RBA Trimmed Mean CPI (QoQ),Inflation,1,24,0.0651700531379771,0.0651700531379771
BOE,public_sector_net_borrowing,Public Sector Net Borrowing,Growth,3,retail_sales_ex_fuel_yoy,Retail Sales Ex Fuel (YoY),Growth,2,70,0.06516741292220588,0.06516741292220588
BOC,ppi_yoy,PPI (YoY),Inflation,2,retail_sales_ex_autos_mom,Retail Sales Ex Autos (MoM),Growth,2,71,0.06491272012741268,0.06491272012741268
BOE,ppi_input_yoy,PPI Input (YoY),Inflation,3,retail_sales_yoy,Retail Sales (YoY),Growth,1,65,0.06465221866445486,0.06465221866445486
RBA,monthly_cpi_indicator,Monthly CPI Indicator,Inflation,1,westpac_consumer_confidence_change,Westpac Consumer Confidence Change,Sentiment,2,37,-0.06456777691299823,0.06456777691299823
FED,ism_manufacturing_new_orders,ISM Manufacturing New Orders,Growth,2,michigan_inflation_expectations,Michigan Inflation Expectations,Inflation,2,33,0.06455341113612527,0.06455341113612527
FED,import_prices_mom,Import Prices (MoM),Inflation,3,participation_rate,Labor Force Participation Rate,Labor,2,32,-0.06448423735467224,0.06448423735467224
BOJ,leading_index_mom,Leading Index (MoM),Growth,2,machine_tool_orders_yoy,Machine Tool Orders (YoY),Growth,3,22,0.06445888158174409,0.06445888158174409
BOJ,machinery_orders_yoy,Machinery Orders (YoY),Growth,2,unemployment_rate,Unemployment Rate,Labor,2,75,-0.06445667772319782,0.06445667772319782
FED,core_cpi_mom,Core CPI (MoM),Inflation,1,nfib_business_optimism,NFIB Business Optimism Index,Sentiment,3,33,0.06439902619250859,0.06439902619250859
BOE,retail_price_index_mom,Retail Price Index (MoM),Inflation,3,retail_sales_ex_fuel_yoy,Retail Sales Ex Fuel (YoY),Growth,2,71,-0.06430174349542687,0.06430174349542687
BOJ,core_cpi_yoy,Core CPI (YoY),Inflation,1,imports_yoy,Imports (YoY),Growth,2,74,0.06414858599659687,0.06414858599659687
RBA,housing_credit_mom,Housing Credit (MoM),Growth,3,part_time_employment_change,Part-Time Employment Change,Labor,1,41,0.06414483262146145,0.06414483262146145
BOJ,cpi_index,Consumer Price Index,Inflation,2,retail_sales_mom,Retail Sales (MoM),Growth,2,70,0.06408047998952433,0.06408047998952433
FED,pce_price_index_yoy,PCE Price Index (YoY),Inflation,1,umich_inflation_exp_5y,UMich 5Y Inflation Expectations,Inflation,2,32,0.06400885383936859,0.06400885383936859
RBA,corelogic_dwelling_prices_mom,CoreLogic Dwelling Prices (MoM),Housing,2,part_time_employment_change,Part-Time Employment Change,Labor,1,31,0.063917018478634,0.063917018478634
BOJ,cpi_index,Consumer Price Index,Inflation,2,household_spending_mom,Household Spending (MoM),Growth,2,70,0.06387004216558288,0.06387004216558288
FED,manufacturing_payrolls,Manufacturing Payrolls,Labor,2,sp_global_composite_pmi,S&P Global Composite PMI,Growth,2,22,0.06379041079949674,0.06379041079949674
BOC,imports,Imports,Trade,2,part_time_employment_change,Part-Time Employment Change,Labor,1,75,0.06338075127818636,0.06338075127818636
BOC,imports,Imports,Trade,2,ivey_pmi_sa,Ivey PMI s.a.,Growth,2,72,0.06329713964512688,0.06329713964512688
BOE,ppi_core_output_yoy,PPI Core Output (YoY),Inflation,3,retail_sales_mom,Retail Sales (MoM),Growth,1,64,-0.06329116284331905,0.06329116284331905
BOJ,current_account,Current Account,Growth,2,industrial_production_yoy,Industrial Production (YoY),Growth,2,76,0.06304576298703979,0.06304576298703979
FED,cpi_headline_yoy,Headline CPI (YoY),Inflation,1,sp_global_services_pmi,S&P Global Services PMI,Growth,2,22,-0.06281362252947897,0.06281362252947897
RBA,consumer_price_index,Consumer Price Index,Inflation,2,private_house_approvals_mom,Private House Approvals (MoM),Housing,2,18,-0.0626070124177422,0.0626070124177422
RBA,housing_credit_mom,Housing Credit (MoM),Growth,3,westpac_consumer_confidence_change,Westpac Consumer Confidence Change,Sentiment,2,40,-0.062485209340211796,0.062485209340211796
SNB,producer_import_prices_yoy,Producer & Import Prices (YoY),Inflation,2,retail_sales_yoy,Retail Sales (YoY),Growth,2,74,0.062471549142592966,0.062471549142592966
BOJ,cpi_index,Consumer Price Index,Inflation,2,machinery_orders_yoy,Machinery Orders (YoY),Growth,2,70,-0.062242175876420384,0.062242175876420384
BOJ,industrial_production_mom,Industrial Production (MoM),Growth,2,machine_tool_orders_yoy,Machine Tool Orders (YoY),Growth,3,76,0.06220356392066785,0.06220356392066785
BOC,new_housing_price_index_yoy,New Housing Price Index (YoY),Housing,2,part_time_employment_change,Part-Time Employment Change,Labor,1,63,0.06216053257867178,0.06216053257867178
BOE,composite_pmi,Composite PMI,Growth,2,niesr_monthly_gdp_tracker,NIESR Monthly GDP Tracker,Growth,2,25,-0.06208082471777985,0.06208082471777985
BOJ,reuters_tankan_index,Reuters Tankan Index,Sentiment,2,tertiary_industry_index_mom,Tertiary Industry Index (MoM),Growth,2,73,-0.06203047962506987,0.06203047962506987
BOC,cfib_business_barometer,CFIB Business Barometer,Sentiment,2,retail_sales_mom,Retail Sales (MoM),Growth,1,51,0.06202701881272121,0.06202701881272121
SNB,cpi_headline_mom,Headline CPI (MoM),Inflation,2,economic_sentiment_index,Economic Sentiment Index,Sentiment,2,56,-0.061837313531767434,0.061837313531767434
BOC,budget_balance,Budget Balance,Growth,3,retail_sales_mom,Retail Sales (MoM),Growth,1,72,-0.06152114099680653,0.06152114099680653
SNB,producer_import_prices_mom,Producer & Import Prices (MoM),Inflation,2,retail_sales_mom,Retail Sales (MoM),Growth,2,67,0.061138171560524056,0.061138171560524056
RBA,manufacturing_pmi,Manufacturing PMI,Growth,2,private_house_approvals_mom,Private House Approvals (MoM),Housing,2,47,-0.061110070935045786,0.061110070935045786
RBA,import_price_index_qoq,Import Price Index (QoQ),Inflation,2,rba_trimmed_mean_cpi_yoy,RBA Trimmed Mean CPI (YoY),Inflation,1,25,0.06108863340144156,0.06108863340144156
BOE,cbi_industrial_trends_orders,CBI Industrial Trends Orders,Sentiment,3,public_sector_net_borrowing,Public Sector Net Borrowing,Growth,3,70,0.06106862171179065,0.06106862171179065
FED,avg_hourly_earnings_yoy,Average Hourly Earnings (YoY),Labor,1,pce_price_index_yoy,PCE Price Index (YoY),Inflation,1,33,0.060948300117909304,0.060948300117909304
BOJ,consumer_confidence,Consumer Confidence,Sentiment,2,core_cpi_yoy,Core CPI (YoY),Inflation,1,74,0.06093056951484897,0.06093056951484897
BOE,nationwide_hpi_yoy,Nationwide House Prices (YoY),Housing,3,unemployment_rate,Unemployment Rate,Labor,1,74,-0.060881165219782006,0.060881165219782006
BOJ,machinery_orders_mom,Machinery Orders (MoM),Growth,2,tertiary_industry_index_mom,Tertiary Industry Index (MoM),Growth,2,74,0.060815205009390055,0.060815205009390055
SNB,producer_import_prices_yoy,Producer & Import Prices (YoY),Inflation,2,retail_sales_mom,Retail Sales (MoM),Growth,2,75,-0.06066496402844453,0.06066496402844453
BOC,core_cpi_yoy,Core CPI (YoY),Inflation,1,vehicle_sales_mom,Vehicle Sales (MoM),Growth,3,20,-0.06057096210184393,0.06057096210184393
RBNZ,employment_change_qoq,Employment Change (QoQ),Labor,1,imports,Imports,Growth,2,22,0.06049623507253524,0.06049623507253524
BOE,ppi_output_yoy,PPI Output (YoY),Inflation,3,retail_sales_ex_fuel_mom,Retail Sales Ex Fuel (MoM),Growth,2,67,-0.06044253695538165,0.06044253695538165
BOE,avg_earnings_incl_bonus,Average Earnings (incl. Bonus),Labor,2,nationwide_hpi_yoy,Nationwide House Prices (YoY),Housing,3,73,0.06019144213797578,0.06019144213797578
FED,core_cpi_yoy,Core CPI (YoY),Inflation,1,new_home_sales,New Home Sales,Housing,2,34,-0.05993192456469546,0.05993192456469546
BOJ,cpi_headline_yoy,Headline CPI (YoY),Inflation,1,manufacturing_pmi,S&P Global Manufacturing PMI,Growth,2,75,-0.05978174329552118,0.05978174329552118
BOE,employment_change,Employment Change,Labor,2,gdp_mom,GDP (MoM),Growth,1,68,0.059705436335826166,0.059705436335826166
BOJ,balance_of_trade,Balance of Trade,Growth,2,ppi_mom,PPI (MoM),Inflation,2,68,-0.05966650028728764,0.05966650028728764
SNB,retail_sales_mom,Retail Sales (MoM),Growth,2,unemployment_rate,Unemployment Rate,Labor,2,75,0.059572878201332516,0.059572878201332516
BOE,cbi_business_optimism,CBI Business Optimism Index,Sentiment,3,nationwide_hpi_yoy,Nationwide House Prices (YoY),Housing,3,24,-0.05951769359845393,0.05951769359845393
BOE,avg_earnings_incl_bonus,Average Earnings (incl. Bonus),Labor,2,ppi_input_mom,PPI Input (MoM),Inflation,3,64,0.0591122500543366,0.0591122500543366
FED,core_ppi_yoy,Core PPI (YoY),Inflation,2,participation_rate,Labor Force Participation Rate,Labor,2,35,0.05875728550923305,0.05875728550923305
FED,government_payrolls,Government Payrolls,Labor,2,sp_global_composite_pmi,S&P Global Composite PMI,Growth,2,22,-0.058580623818972395,0.058580623818972395
BOJ,balance_of_trade,Balance of Trade,Growth,2,machinery_orders_yoy,Machinery Orders (YoY),Growth,2,75,-0.05845193480459287,0.05845193480459287
BOJ,composite_pmi,S&P Global Composite PMI,Growth,2,leading_index_mom,Leading Index (MoM),Growth,2,19,-0.05844670292351849,0.05844670292351849
FED,core_ppi_yoy,Core PPI (YoY),Inflation,2,new_home_sales,New Home Sales,Housing,2,33,0.05843691725821317,0.05843691725821317
BOE,ppi_core_output_mom,PPI Core Output (MoM),Inflation,3,retail_sales_mom,Retail Sales (MoM),Growth,1,52,0.05837310091499235,0.05837310091499235
BOC,cpi_headline_mom,Headline CPI (MoM),Inflation,2,imports,Imports,Trade,2,71,0.05823979948054617,0.05823979948054617
BOE,avg_earnings_excl_bonus,Average Earnings (excl. Bonus),Labor,1,consumer_confidence,Consumer Confidence,Sentiment,3,72,0.05770840500327775,0.05770840500327775
BOJ,consumer_confidence,Consumer Confidence,Sentiment,2,cpi_index,Consumer Price Index,Inflation,2,70,0.05770008526096232,0.05770008526096232
FED,export_prices_mom,Export Prices (MoM),Inflation,3,participation_rate,Labor Force Participation Rate,Labor,2,33,-0.057591952917691785,0.057591952917691785
FED,ppi_yoy,PPI (YoY),Inflation,2,umich_inflation_exp_5y,UMich 5Y Inflation Expectations,Inflation,2,32,0.05732510855744888,0.05732510855744888
BOJ,manufacturing_pmi,S&P Global Manufacturing PMI,Growth,2,unemployment_rate,Unemployment Rate,Labor,2,75,0.057316037867442444,0.057316037867442444
RBA,housing_credit_mom,Housing Credit (MoM),Growth,3,td_mi_inflation_gauge_mom,TD-MI Inflation Gauge (MoM),Inflation,2,40,-0.057229413825858645,0.057229413825858645
RBA,ai_group_services_index,Ai Group Services Index,Growth,3,balance_of_trade,Balance of Trade,Trade,2,34,0.05674974777932322,0.05674974777932322
FED,new_home_sales,New Home Sales,Housing,2,nfp,Non-Farm Payrolls,Labor,1,33,0.056629606231754975,0.056629606231754975
RBA,private_sector_credit_mom,Private Sector Credit (MoM),Growth,3,westpac_consumer_confidence_index,Westpac Consumer Confidence Index,Sentiment,2,72,0.05644539987590754,0.05644539987590754
RBA,ai_group_construction_index,Ai Group Construction Index,Growth,3,leading_index_mom,Leading Index (MoM),Growth,3,56,0.056373150568634296,0.056373150568634296
FED,export_prices_mom,Export Prices (MoM),Inflation,3,umich_inflation_exp_5y,UMich 5Y Inflation Expectations,Inflation,2,32,0.05633993402796678,0.05633993402796678
BOE,core_rpi_mom,Core RPI (MoM),Inflation,3,house_price_index_yoy,House Price Index (YoY),Housing,3,19,-0.05606428327184245,0.05606428327184245
FED,ppi_mom,PPI (MoM),Inflation,2,umich_inflation_exp_5y,UMich 5Y Inflation Expectations,Inflation,2,31,-0.0560504928173255,0.0560504928173255
BOC,core_cpi_yoy,Core CPI (YoY),Inflation,1,full_time_employment_change,Full-Time Employment Change,Labor,1,76,0.055507957490800015,0.055507957490800015
FED,ppi_yoy,PPI (YoY),Inflation,2,sp_global_services_pmi,S&P Global Services PMI,Growth,2,21,0.05538650226463633,0.05538650226463633
RBA,ai_group_manufacturing_index,Ai Group Manufacturing Index,Growth,3,part_time_employment_change,Part-Time Employment Change,Labor,1,70,-0.05510226938567129,0.05510226938567129
BOC,budget_balance,Budget Balance,Growth,3,cpi_headline_mom,Headline CPI (MoM),Inflation,2,69,0.0549521284777585,0.0549521284777585
FED,new_home_sales,New Home Sales,Housing,2,ppi_yoy,PPI (YoY),Inflation,2,33,0.054886553190489275,0.054886553190489275
RBA,export_price_index_qoq,Export Price Index (QoQ),Inflation,2,services_pmi,Services PMI,Growth,2,18,0.054797472114022965,0.054797472114022965
BOE,hmrc_payrolls_change,HMRC Payrolls Change,Labor,2,house_price_index_mom,House Price Index (MoM),Housing,3,34,0.054597090195232234,0.054597090195232234
BOJ,household_spending_mom,Household Spending (MoM),Growth,2,imports_yoy,Imports (YoY),Growth,2,75,-0.054535667244530094,0.054535667244530094
BOJ,machinery_orders_mom,Machinery Orders (MoM),Growth,2,retail_sales_mom,Retail Sales (MoM),Growth,2,74,-0.054468879926118985,0.054468879926118985
RBA,consumer_price_index,Consumer Price Index,Inflation,2,cpi_headline_yoy,Headline CPI (YoY),Inflation,1,18,0.05445616607376515,0.05445616607376515
BOE,retail_price_index_mom,Retail Price Index (MoM),Inflation,3,retail_sales_ex_fuel_mom,Retail Sales Ex Fuel (MoM),Growth,2,71,0.05436102184251819,0.05436102184251819
RBA,ai_group_construction_index,Ai Group Construction Index,Growth,3,cpi_headline_yoy,Headline CPI (YoY),Inflation,1,26,0.05434012917869199,0.05434012917869199
BOJ,capacity_utilization,Capacity Utilization,Growth,2,reuters_tankan_index,Reuters Tankan Index,Sentiment,2,73,-0.054140957797724536,0.054140957797724536
RBA,ai_group_construction_index,Ai Group Construction Index,Growth,3,private_house_approvals_mom,Private House Approvals (MoM),Housing,2,47,-0.0541220376821331,0.0541220376821331
BOE,consumer_confidence,Consumer Confidence,Sentiment,3,ppi_input_mom,PPI Input (MoM),Inflation,3,65,0.054041536713193915,0.054041536713193915
FED,participation_rate,Labor Force Participation Rate,Labor,2,retail_sales_yoy,Retail Sales (YoY),Growth,2,35,-0.053994163195995044,0.053994163195995044
BOE,cbi_industrial_trends_orders,CBI Industrial Trends Orders,Sentiment,3,retail_sales_ex_fuel_yoy,Retail Sales Ex Fuel (YoY),Growth,2,74,0.05399160907396445,0.05399160907396445
BOE,ppi_output_yoy,PPI Output (YoY),Inflation,3,retail_sales_mom,Retail Sales (MoM),Growth,1,65,-0.05390304725204565,0.05390304725204565
BOE,core_rpi_yoy,Core RPI (YoY),Inflation,3,retail_sales_mom,Retail Sales (MoM),Growth,1,21,-0.053873908206321,0.053873908206321
RBNZ,employment_change_qoq,Employment Change (QoQ),Labor,1,labour_cost_index_yoy,Labour Cost Index (YoY),Labor,2,22,0.05372406290674777,0.05372406290674777
BOE,ppi_core_output_mom,PPI Core Output (MoM),Inflation,3,retail_sales_ex_fuel_mom,Retail Sales Ex Fuel (MoM),Growth,2,54,0.05368646450553581,0.05368646450553581
SNB,gdp_qoq,GDP (QoQ),Growth,1,unemployment_rate,Unemployment Rate,Labor,2,22,-0.05366916809346825,0.05366916809346825
BOJ,consumer_confidence,Consumer Confidence,Sentiment,2,cpi_headline_yoy,Headline CPI (YoY),Inflation,1,75,0.05363526650719672,0.05363526650719672
BOC,imports,Imports,Trade,2,ppi_mom,PPI (MoM),Inflation,2,72,-0.05332331389751297,0.05332331389751297
RBA,nab_business_confidence,NAB Business Confidence,Sentiment,2,td_mi_inflation_gauge_mom,TD-MI Inflation Gauge (MoM),Inflation,2,70,0.05302156590622643,0.05302156590622643
RBA,ai_group_construction_index,Ai Group Construction Index,Growth,3,exports_mom,Exports (MoM),Trade,2,68,0.053007122143770194,0.053007122143770194
RBA,export_price_index_qoq,Export Price Index (QoQ),Inflation,2,part_time_employment_change,Part-Time Employment Change,Labor,1,24,-0.05271733390843317,0.05271733390843317
BOC,new_housing_price_index_mom,New Housing Price Index (MoM),Housing,2,wholesale_sales_mom,Wholesale Sales (MoM),Growth,2,64,0.05256745461869861,0.05256745461869861
RBA,cpi_headline_yoy,Headline CPI (YoY),Inflation,1,exports_mom,Exports (MoM),Trade,2,28,-0.05242857327609523,0.05242857327609523
FED,core_pce_price_index_yoy,Core PCE Price Index (YoY),Inflation,1,philly_fed_mfg,Philadelphia Fed Manufacturing Index,Growth,2,26,0.05240464995460882,0.05240464995460882
FED,avg_hourly_earnings_mom,Average Hourly Earnings (MoM),Labor,2,sp_global_composite_pmi,S&P Global Composite PMI,Growth,2,22,-0.052309950981900215,0.052309950981900215
BOJ,coincident_indicator_mom,Coincident Indicator (MoM),Growth,2,reuters_tankan_index,Reuters Tankan Index,Sentiment,2,22,0.052181035090724,0.052181035090724
BOC,gdp_mom,GDP (MoM),Growth,1,new_housing_price_index_mom,New Housing Price Index (MoM),Housing,2,61,0.05214621502501375,0.05214621502501375
FED,core_cpi_mom,Core CPI (MoM),Inflation,1,umich_consumer_sentiment,UMich Consumer Sentiment,Sentiment,2,31,0.05212194553892862,0.05212194553892862
RBA,ai_group_industry_index,Ai Group Industry Index,Growth,3,westpac_consumer_confidence_change,Westpac Consumer Confidence Change,Sentiment,2,35,0.05179967811798305,0.05179967811798305
FED,import_prices_yoy,Import Prices (YoY),Inflation,3,umich_consumer_sentiment,UMich Consumer Sentiment,Sentiment,2,32,0.05173432108045077,0.05173432108045077
FED,avg_hourly_earnings_yoy,Average Hourly Earnings (YoY),Labor,1,cpi_index,CPI Index,Inflation,2,27,0.05173396288282432,0.05173396288282432
FED,core_ppi_yoy,Core PPI (YoY),Inflation,2,retail_sales_mom,Retail Sales (MoM),Growth,1,33,0.051660203745096674,0.051660203745096674
BOC,new_housing_price_index_yoy,New Housing Price Index (YoY),Housing,2,wholesale_sales_mom,Wholesale Sales (MoM),Growth,2,63,0.051355067112214624,0.051355067112214624
RBA,export_price_index_qoq,Export Price Index (QoQ),Inflation,2,rba_trimmed_mean_cpi_qoq,RBA Trimmed Mean CPI (QoQ),Inflation,1,25,0.05127470160292761,0.05127470160292761
BOE,employment_change,Employment Change,Labor,2,retail_sales_ex_fuel_yoy,Retail Sales Ex Fuel (YoY),Growth,2,74,0.05110861007041496,0.05110861007041496
FED,pce_price_index_yoy,PCE Price Index (YoY),Inflation,1,retail_sales_mom,Retail Sales (MoM),Growth,1,36,0.05107754782361031,0.05107754782361031
FED,nfp,Non-Farm Payrolls,Labor,1,umich_consumer_sentiment,UMich Consumer Sentiment,Sentiment,2,33,-0.051023310092877645,0.051023310092877645
RBA,exports_mom,Exports (MoM),Trade,2,imports_mom,Imports (MoM),Trade,2,75,0.0508422791913129,0.0508422791913129
BOJ,balance_of_trade,Balance of Trade,Growth,2,retail_sales_mom,Retail Sales (MoM),Growth,2,75,-0.05079013830935303,0.05079013830935303
FED,import_prices_yoy,Import Prices (YoY),Inflation,3,new_home_sales,New Home Sales,Housing,2,35,-0.05065307914520919,0.05065307914520919
RBA,building_permits,Building Permits,Housing,2,nab_business_confidence,NAB Business Confidence,Sentiment,2,67,0.05058611489630876,0.05058611489630876
RBA,ai_group_manufacturing_index,Ai Group Manufacturing Index,Growth,3,building_permits,Building Permits,Housing,2,66,0.05047585486689625,0.05047585486689625
BOE,niesr_monthly_gdp_tracker,NIESR Monthly GDP Tracker,Growth,2,ppi_output_yoy,PPI Output (YoY),Inflation,3,56,0.05024659659409131,0.05024659659409131
BOC,gdp_mom,GDP (MoM),Growth,1,imports,Imports,Trade,2,71,0.05017439726352615,0.05017439726352615
BOE,niesr_monthly_gdp_tracker,NIESR Monthly GDP Tracker,Growth,2,ppi_core_output_yoy,PPI Core Output (YoY),Inflation,3,55,0.050076101904519776,0.050076101904519776
BOE,retail_price_index_mom,Retail Price Index (MoM),Inflation,3,retail_sales_mom,Retail Sales (MoM),Growth,1,69,0.05002209263986971,0.05002209263986971
FED,ism_manufacturing_pmi,ISM Manufacturing PMI,Growth,1,new_home_sales,New Home Sales,Housing,2,31,0.04974129861024995,0.04974129861024995
BOE,avg_earnings_excl_bonus,Average Earnings (excl. Bonus),Labor,1,ppi_output_mom,PPI Output (MoM),Inflation,3,56,-0.049643753809065876,0.049643753809065876
BOC,new_motor_vehicle_sales,New Motor Vehicle Sales,Growth,3,raw_materials_prices_yoy,Raw Materials Prices (YoY),Inflation,3,75,0.04963254197332603,0.04963254197332603
BOJ,current_account,Current Account,Growth,2,machine_tool_orders_yoy,Machine Tool Orders (YoY),Growth,3,75,-0.049591521899395224,0.049591521899395224
BOC,cpi_headline_yoy,Headline CPI (YoY),Inflation,1,ppi_mom,PPI (MoM),Inflation,2,72,0.049566328119351494,0.049566328119351494
FED,core_cpi_yoy,Core CPI (YoY),Inflation,1,sp_global_composite_pmi,S&P Global Composite PMI,Growth,2,22,-0.0495562850908016,0.0495562850908016
FED,core_pce_price_index_yoy,Core PCE Price Index (YoY),Inflation,1,ism_manufacturing_new_orders,ISM Manufacturing New Orders,Growth,2,31,0.0493757304441975,0.0493757304441975
BOJ,coincident_indicator_mom,Coincident Indicator (MoM),Growth,2,retail_sales_mom,Retail Sales (MoM),Growth,2,22,0.049369683425505156,0.049369683425505156
SNB,balance_of_trade,Balance of Trade,Growth,2,producer_import_prices_yoy,Producer & Import Prices (YoY),Inflation,2,76,-0.049281466424329304,0.049281466424329304
FED,consumer_inflation_expectations,Consumer Inflation Expectations,Inflation,2,sp_global_composite_pmi,S&P Global Composite PMI,Growth,2,22,0.04921426179295759,0.04921426179295759
BOE,niesr_monthly_gdp_tracker,NIESR Monthly GDP Tracker,Growth,2,ppi_core_output_mom,PPI Core Output (MoM),Inflation,3,46,0.04920233622201436,0.04920233622201436
FED,nfib_business_optimism,NFIB Business Optimism Index,Sentiment,3,ppi_yoy,PPI (YoY),Inflation,2,34,-0.04915283454342535,0.04915283454342535
BOE,core_cpi_mom,Core CPI (MoM),Inflation,2,niesr_monthly_gdp_tracker,NIESR Monthly GDP Tracker,Growth,2,60,0.04877709302858321,0.04877709302858321
RBA,ai_group_manufacturing_index,Ai Group Manufacturing Index,Growth,3,private_house_approvals_mom,Private House Approvals (MoM),Housing,2,47,-0.04863935094635319,0.04863935094635319
RBA,ai_group_services_index,Ai Group Services Index,Growth,3,westpac_consumer_confidence_change,Westpac Consumer Confidence Change,Sentiment,2,33,-0.04827297412331574,0.04827297412331574
BOC,budget_balance,Budget Balance,Growth,3,ivey_pmi_sa,Ivey PMI s.a.,Growth,2,71,0.048182942456337974,0.048182942456337974
SNB,balance_of_trade,Balance of Trade,Growth,2,retail_sales_mom,Retail Sales (MoM),Growth,2,75,-0.04811610446951454,0.04811610446951454
BOC,exports,Exports,Trade,2,manufacturing_sales_mom,Manufacturing Sales (MoM),Growth,2,74,0.048008453952305956,0.048008453952305956
BOC,balance_of_trade,Balance of Trade,Trade,2,part_time_employment_change,Part-Time Employment Change,Labor,1,75,0.04792516856167016,0.04792516856167016
RBA,full_time_employment_change,Full-Time Employment Change,Labor,1,private_sector_credit_yoy,Private Sector Credit (YoY),Growth,3,75,0.047601071769161556,0.047601071769161556
RBA,private_house_approvals_mom,Private House Approvals (MoM),Housing,2,retail_sales_mom,Retail Sales (MoM),Growth,1,42,-0.04745148285956849,0.04745148285956849
BOC,core_cpi_yoy,Core CPI (YoY),Inflation,1,retail_sales_mom,Retail Sales (MoM),Growth,1,72,-0.047200527959355455,0.047200527959355455
RBA,employment_change,Employment Change,Labor,1,import_price_index_qoq,Import Price Index (QoQ),Inflation,2,24,0.047170781931119905,0.047170781931119905
BOE,core_cpi_mom,Core CPI (MoM),Inflation,2,house_price_index_mom,House Price Index (MoM),Housing,3,62,0.04715688163724869,0.04715688163724869
BOC,core_cpi_mom,Core CPI (MoM),Inflation,2,retail_sales_ex_autos_mom,Retail Sales Ex Autos (MoM),Growth,2,42,0.047124106690429636,0.047124106690429636
RBA,private_sector_credit_mom,Private Sector Credit (MoM),Growth,3,thomson_reuters_ipsos_pcsi,Thomson Reuters IPSOS PCSI,Sentiment,3,20,-0.04708183903056301,0.04708183903056301
SNB,cpi_headline_yoy,Headline CPI (YoY),Inflation,1,retail_sales_mom,Retail Sales (MoM),Growth,2,73,-0.04701817253752988,0.04701817253752988
BOE,public_sector_net_borrowing,Public Sector Net Borrowing,Growth,3,unemployment_rate,Unemployment Rate,Labor,1,70,0.04698540496551974,0.04698540496551974
BOE,hmrc_payrolls_change,HMRC Payrolls Change,Labor,2,house_price_index_yoy,House Price Index (YoY),Housing,3,38,-0.04694063068394935,0.04694063068394935
FED,core_pce_price_index_yoy,Core PCE Price Index (YoY),Inflation,1,sp_global_composite_pmi,S&P Global Composite PMI,Growth,2,21,-0.04681725598522934,0.04681725598522934
BOJ,core_cpi_yoy,Core CPI (YoY),Inflation,1,household_spending_mom,Household Spending (MoM),Growth,2,73,-0.04680847076997717,0.04680847076997717
RBA,td_mi_inflation_gauge_mom,TD-MI Inflation Gauge (MoM),Inflation,2,westpac_consumer_confidence_index,Westpac Consumer Confidence Index,Sentiment,2,73,-0.046641025033589446,0.046641025033589446
BOJ,manufacturing_pmi,S&P Global Manufacturing PMI,Growth,2,tertiary_industry_index_mom,Tertiary Industry Index (MoM),Growth,2,74,0.04636263473993866,0.04636263473993866
FED,cpi_index,CPI Index,Inflation,2,sp_global_services_pmi,S&P Global Services PMI,Growth,2,22,-0.04632543322703572,0.04632543322703572
BOE,core_rpi_yoy,Core RPI (YoY),Inflation,3,employment_change,Employment Change,Labor,2,23,0.046165426908550966,0.046165426908550966
BOC,balance_of_trade,Balance of Trade,Trade,2,retail_sales_mom,Retail Sales (MoM),Growth,1,73,0.046046940092020594,0.046046940092020594
BOE,ppi_core_output_mom,PPI Core Output (MoM),Inflation,3,retail_sales_ex_fuel_yoy,Retail Sales Ex Fuel (YoY),Growth,2,54,-0.046032300762870175,0.046032300762870175
BOE,hmrc_payrolls_change,HMRC Payrolls Change,Labor,2,ppi_output_mom,PPI Output (MoM),Inflation,3,26,-0.04579200722274898,0.04579200722274898
FED,core_pce_price_index_mom,Core PCE Price Index (MoM),Inflation,1,sp_global_services_pmi,S&P Global Services PMI,Growth,2,21,0.04558168737643158,0.04558168737643158
RBA,cpi_headline_yoy,Headline CPI (YoY),Inflation,1,current_account,Current Account,Trade,2,25,0.04550632596169534,0.04550632596169534
BOE,hmrc_payrolls_change,HMRC Payrolls Change,Labor,2,ppi_core_output_mom,PPI Core Output (MoM),Inflation,3,23,0.04546942125862034,0.04546942125862034
RBA,building_permits,Building Permits,Housing,2,private_sector_credit_mom,Private Sector Credit (MoM),Growth,3,68,0.045363970746321036,0.045363970746321036
RBA,building_permits,Building Permits,Housing,2,commodity_prices_yoy,Commodity Prices (YoY),Inflation,3,47,0.04513617100360718,0.04513617100360718
FED,avg_hourly_earnings_mom,Average Hourly Earnings (MoM),Labor,2,umich_consumer_sentiment,UMich Consumer Sentiment,Sentiment,2,33,0.04504769184399224,0.04504769184399224
