central_bank_code,country,indicator_key,indicator,primary_category,frequency,importance,observations,mean,median,std,min,max,skew,first_date,last_date,outlier_iqr_count,range
BOE,UK,retail_price_index_yoy,Retail Price Index (YoY),Inflation,monthly,3,76,5.646052631578947,4.3,3.964490409942533,0.5,14.2,0.8699257520866579,2019-12-01,2026-03-01,0,13.7
BOE,UK,avg_earnings_excl_bonus,Average Earnings (excl. Bonus),Labor,monthly,1,74,4.867567567567567,4.95,1.7605344851647398,-0.2,7.8,-0.7115831316767781,2019-11-01,2026-02-01,0,8.0
BOE,UK,avg_earnings_incl_bonus,Average Earnings (incl. Bonus),Labor,monthly,2,75,5.048,5.4,1.9607196693106388,-1.2,8.8,-0.9869327433429597,2019-11-01,2026-02-01,1,10.0
BOE,UK,claimant_count_change,Claimant Count Change,Labor,monthly,2,76,25.846052631578946,15.45,119.8067604556487,-114.8,856.5,5.522464164093102,2019-12-01,2026-03-01,2,971.3
BOE,UK,employment_change,Employment Change,Labor,monthly,2,76,59.23684210526316,72.5,132.35194177354586,-220.0,373.0,-0.16331192280380202,2019-10-01,2026-02-01,0,593.0
BOE,UK,hmrc_payrolls_change,HMRC Payrolls Change,Labor,monthly,2,41,-5.904878048780487,-9.0,52.78423984116619,-136.0,107.0,0.09576053816140712,2022-11-01,2026-03-01,0,243.0
BOE,UK,unemployment_rate,Unemployment Rate,Labor,monthly,1,76,4.280263157894737,4.2,0.4572438406633389,3.5,5.2,0.35353077869271243,2019-11-01,2026-02-01,0,1.7000000000000002
BOE,UK,bank_rate,Bank Rate,Monetary Policy,monthly,1,20,3.8725,4.0,1.381882297524115,0.1,5.25,-2.188747253665918,2020-05-07,2026-03-19,2,5.15
BOE,UK,cbi_business_optimism,CBI Business Optimism Index,Sentiment,quarterly,3,25,-15.88,-15.0,28.172563485301318,-87.0,38.0,-0.45082204858238567,2020-01-01,2026-04-01,0,125.0
BOE,UK,cbi_industrial_trends_orders,CBI Industrial Trends Orders,Sentiment,monthly,3,76,-17.644736842105264,-22.5,21.928796256592786,-62.0,26.0,0.5556323469298953,2020-01-01,2026-04-01,0,88.0
BOE,UK,consumer_confidence,Consumer Confidence,Sentiment,monthly,3,76,-24.05263157894737,-21.0,10.207049507527765,-49.0,-7.0,-0.6234376103399571,2020-01-01,2026-04-01,0,42.0
BOJ,JP,adjusted_trade_balance,Adjusted Trade Balance,Growth,monthly,2,3,0.060000000000000005,0.09,0.41581245772583586,-0.37,0.46,-0.3229756087641104,2026-02-17,2026-04-21,0,0.8300000000000001
BOJ,JP,balance_of_trade,Balance of Trade,Growth,monthly,2,78,-491.26602564102564,-281.55,915.4187582645991,-3496.6,1109.8,-1.0362927304566896,2019-12-01,2026-03-01,0,4606.4
BOJ,JP,capacity_utilization,Capacity Utilization,Growth,monthly,2,75,0.08533333333333334,0.3,4.4424759754885335,-13.3,9.6,-0.4706084477562418,2019-11-01,2026-02-01,0,22.9
BOJ,JP,coincident_index,Coincident Index,Growth,monthly,2,76,102.61447368421052,99.44999999999999,12.533823082070034,73.4,117.9,-0.3488808178227165,2019-11-01,2026-02-01,0,44.5
BOJ,JP,coincident_indicator_mom,Coincident Indicator (MoM),Growth,monthly,2,22,-0.06363636363636367,0.15000000000000002,1.9903446589653415,-5.8,3.4,-0.972446261994417,2023-12-01,2026-01-01,0,9.2
BOJ,JP,composite_pmi,S&P Global Composite PMI,Growth,monthly,2,74,49.494594594594595,50.55,4.776910559234842,25.8,54.3,-3.359653408715782,2019-12-01,2026-04-01,3,28.499999999999996
BOJ,JP,composite_pmi_flash,S&P Global Composite PMI Flash,Growth,monthly,2,5,51.48,51.5,0.4816637831516926,50.9,52.0,-0.13154833554419132,2025-08-01,2025-12-01,0,1.1000000000000014
BOJ,JP,current_account,Current Account,Growth,monthly,2,76,1791.8894736842105,1833.0,1437.5775719432972,-1976.6,7288.0,0.49954655974142337,2019-11-01,2026-02-01,0,9264.6
BOJ,JP,exports_yoy,Exports (YoY),Growth,monthly,2,76,7.094736842105264,5.25,13.927085311117972,-28.3,49.6,0.45854874497639886,2019-12-01,2026-03-01,0,77.9
BOJ,JP,gdp_qoq,GDP (QoQ),Growth,quarterly,1,25,0.01999999999999996,0.1,2.1445667783183313,-7.9,5.3,-1.5260086090196592,2019-10-01,2025-10-01,2,13.2
BOJ,JP,household_spending_mom,Household Spending (MoM),Growth,monthly,2,76,-0.017105263157894745,-0.2,3.1841435544646215,-7.3,13.0,0.831665319215131,2019-11-01,2026-02-01,1,20.3
BOJ,JP,household_spending_yoy,Household Spending (YoY),Growth,monthly,2,76,-1.056578947368421,-1.2,4.357563096542709,-16.2,13.0,0.005427555649649061,2019-11-01,2026-02-01,2,29.2
BOJ,JP,imports_yoy,Imports (YoY),Growth,monthly,2,76,7.753947368421052,1.9,20.76382393034882,-26.2,53.5,0.6775402567273008,2019-12-01,2026-03-01,0,79.7
BOJ,JP,industrial_production_mom,Industrial Production (MoM),Growth,monthly,2,77,0.10909090909090903,0.2,3.5580221375225425,-9.8,9.2,-0.22594710534008453,2019-11-01,2026-03-01,0,19.0
BOJ,JP,industrial_production_yoy,Industrial Production (YoY),Growth,monthly,2,76,-1.1026315789473684,-1.6,7.190326347423749,-26.3,23.0,0.18132420869275645,2019-11-01,2026-02-01,5,49.3
BOJ,JP,leading_economic_index,Leading Economic Index,Growth,monthly,2,76,102.08684210526316,103.5,8.024185808836737,77.7,112.4,-1.0538184815799945,2019-11-01,2026-02-01,0,34.7
BOJ,JP,leading_index_mom,Leading Index (MoM),Growth,monthly,2,22,0.36818181818181817,0.55,1.4297473515196624,-3.4,2.3,-1.0797627789293414,2023-12-01,2026-01-01,0,5.699999999999999
BOJ,JP,machine_tool_orders_yoy,Machine Tool Orders (YoY),Growth,monthly,3,80,9.5915,4.5,36.211083103017934,-52.8,140.7,1.432066207295541,2019-12-01,2026-03-01,2,193.5
BOJ,JP,machinery_orders_mom,Machinery Orders (MoM),Growth,monthly,2,75,0.7426666666666667,0.7,6.564692070613973,-12.5,19.1,0.5127386388808253,2019-11-01,2026-02-01,0,31.6
BOJ,JP,machinery_orders_yoy,Machinery Orders (YoY),Growth,monthly,2,76,1.9736842105263157,2.8499999999999996,9.419460259428211,-22.5,24.7,-0.24597996687310708,2019-11-01,2026-02-01,0,47.2
BOJ,JP,manufacturing_pmi,S&P Global Manufacturing PMI,Growth,monthly,2,77,49.736363636363635,49.6,2.9577689445233224,38.4,55.4,-1.111583300240545,2019-12-01,2026-04-01,2,17.0
BOJ,JP,manufacturing_pmi_flash,S&P Global Manufacturing PMI Flash,Growth,monthly,2,5,49.019999999999996,48.8,0.7395944834840247,48.3,49.9,0.3848642957881062,2025-08-01,2025-12-01,0,1.6000000000000014
BOJ,JP,retail_sales_mom,Retail Sales (MoM),Growth,monthly,2,75,0.11866666666666667,0.5,2.622959610271786,-9.6,13.1,0.7993223933096449,2019-12-01,2026-02-01,2,22.7
BOJ,JP,retail_sales_yoy,Retail Sales (YoY),Growth,monthly,2,75,1.7893333333333332,2.1,4.021649968417002,-13.7,12.0,-1.2888603973372574,2019-12-01,2026-02-01,2,25.7
BOJ,JP,services_pmi,S&P Global Services PMI,Growth,monthly,2,77,49.935064935064936,51.2,5.52474734439614,21.5,55.9,-3.161292961136906,2019-12-01,2026-04-01,2,34.4
BOJ,JP,services_pmi_flash,S&P Global Services PMI Flash,Growth,monthly,2,5,52.739999999999995,52.7,0.3049590136395389,52.4,53.1,0.16219348626913743,2025-08-01,2025-12-01,0,0.7000000000000028
BOJ,JP,tertiary_industry_index_mom,Tertiary Industry Index (MoM),Growth,monthly,2,75,0.018666666666666654,-0.1,1.6091539940529547,-6.0,7.9,0.6002091999889642,2019-11-01,2026-02-01,2,13.9
BOJ,JP,core_cpi_yoy,Core CPI (YoY),Inflation,monthly,1,74,1.7054054054054055,2.1,1.3403017337542427,-0.9,4.3,-0.2739693974430044,2019-12-01,2026-03-01,0,5.2
BOJ,JP,cpi_ex_food_energy_yoy,CPI Ex Food and Energy (YoY),Inflation,monthly,1,75,1.7746666666666666,2.2,1.635839592127288,-1.1,4.3,-0.1707109841177924,2019-12-01,2026-03-01,0,5.4
BOJ,JP,cpi_headline_mom,Headline CPI (MoM),Inflation,monthly,2,69,0.18115942028985507,0.2,0.282465699280899,-0.6,0.7,-0.5482696555788563,2019-12-01,2026-03-01,0,1.2999999999999998
BOJ,JP,cpi_headline_yoy,Headline CPI (YoY),Inflation,monthly,1,75,1.9293333333333331,2.5,1.5089618171994164,-1.2,4.3,-0.4314629629544,2019-12-01,2026-03-01,0,5.5
BOJ,JP,cpi_index,Consumer Price Index,Inflation,monthly,2,70,1.302857142857143,0.6499999999999999,1.4946252914709965,-1.3,4.4,0.21574241343326753,2020-01-01,2025-11-01,0,5.7
BOJ,JP,ppi_mom,PPI (MoM),Inflation,monthly,2,68,0.24117647058823527,0.3,0.47291894295141385,-1.5,1.2,-0.8126925142201022,2019-12-01,2026-03-01,0,2.7
BOJ,JP,ppi_yoy,PPI (YoY),Inflation,monthly,2,75,3.688,3.0,3.631281510074013,-2.7,10.2,0.24344044184976274,2019-12-01,2026-03-01,0,12.899999999999999
BOJ,JP,unemployment_rate,Unemployment Rate,Labor,monthly,2,75,2.628,2.6,0.1812568731222462,2.2,3.1,0.46426509471405025,2019-12-01,2026-02-01,0,0.8999999999999999
BOJ,JP,boj_interest_rate_decision,BoJ Interest Rate Decision,Monetary Policy,monthly,1,50,0.063,-0.1,0.27139285479292385,-0.1,0.75,1.4383966070254979,2020-01-21,2026-03-19,0,0.85
BOJ,JP,consumer_confidence,Consumer Confidence,Sentiment,monthly,2,76,34.60131578947368,35.3,3.5265655973313015,21.6,40.0,-1.1133289593565656,2019-12-01,2026-03-01,0,18.4
BOJ,JP,eco_watchers_current,Eco Watchers Survey Current,Sentiment,monthly,2,76,45.578947368421055,47.8,8.838194623933457,7.9,56.4,-2.2738319117067203,2019-12-01,2026-03-01,3,48.5
BOJ,JP,eco_watchers_outlook,Eco Watchers Survey Outlook,Sentiment,monthly,2,76,46.81315789473685,48.45,7.163636732000736,16.6,57.5,-2.2337655811413084,2019-12-01,2026-03-01,3,40.9
BOJ,JP,reuters_tankan_index,Reuters Tankan Index,Sentiment,monthly,2,76,3.1315789473684212,6.5,15.202931388617708,-46.0,33.0,-1.598465821836154,2020-01-01,2026-04-01,3,79.0
BOJ,JP,tankan_all_small_industry_capex,Tankan All Small Industry Capex,Sentiment,quarterly,3,7,-3.242857142857143,-2.3,4.920994866507226,-10.0,4.0,-0.006824473480007899,2024-04-01,2026-01-01,0,14.0
BOJ,JP,tankan_large_all_industry_capex,Tankan Large All Industry Capex,Sentiment,quarterly,2,25,8.896,10.1,6.170459194149708,-1.2,21.5,0.2468352572293052,2020-01-01,2026-01-01,0,22.7
BOJ,JP,tankan_large_manufacturers_index,Tankan Large Manufacturers Index,Sentiment,quarterly,2,25,6.52,12.0,13.188125972505215,-34.0,18.0,-2.057528073838237,2020-01-01,2026-01-01,2,52.0
BOJ,JP,tankan_large_manufacturing_outlook,Tankan Large Manufacturing Outlook,Sentiment,quarterly,2,25,6.44,10.0,10.766769865346493,-27.0,15.0,-1.9861606381145516,2020-01-01,2026-01-01,2,42.0
BOJ,JP,tankan_large_non_manufacturing_index,Tankan Large Non-Manufacturing Index,Sentiment,quarterly,2,25,17.88,20.0,16.407112278927492,-17.0,36.0,-0.591313411002595,2020-01-01,2026-01-01,0,53.0
BOJ,JP,tankan_non_manufacturing_outlook,Tankan Non-Manufacturing Outlook,Sentiment,quarterly,2,25,13.64,15.0,14.882540105774956,-26.0,29.0,-0.9159112232753128,2020-01-01,2026-01-01,0,55.0
BOJ,JP,tankan_small_manufacturers_index,Tankan Small Manufacturers Index,Sentiment,quarterly,2,24,-7.0,-3.5,13.513278493843526,-45.0,7.0,-2.029749586014047,2020-01-01,2026-01-01,2,52.0
BOJ,JP,tankan_small_non_manufacturing_index,Tankan Small Non-Manufacturing Index,Sentiment,quarterly,3,7,14.857142857142858,15.0,1.4638501094227998,12.0,16.0,-1.4482357082556232,2024-04-01,2026-01-01,0,4.0
BOJ,JP,foreign_bond_investment,Foreign Bond Investment,Trade,weekly,3,327,105.10825688073395,2.5,1183.980043185558,-7827.0,6790.0,-0.11099980255003787,2020-01-04,2026-04-18,4,14617.0
BOJ,JP,stock_investment_by_foreigners,Stock Investment by Foreigners,Trade,weekly,3,327,41.51223241590214,67.2,833.8783977918464,-4448.1,3943.3,-0.2612302270680722,2020-01-04,2026-04-18,5,8391.400000000001
ECB,EU,composite_pmi,Composite PMI,Growth,monthly,2,19,50.863157894736844,50.7,2.598335049457586,47.3,55.8,0.4264138497707138,2022-03-01,2026-04-01,0,8.5
ECB,EU,construction_output_mom,Construction Output (MoM),Growth,monthly,2,21,0.08047619047619048,0.1,1.0024842950913304,-1.9,1.75,-0.25402216297536345,2023-12-01,2026-02-01,0,3.65
ECB,EU,construction_output_yoy,Construction Output (YoY),Growth,monthly,2,75,0.41999999999999993,0.1,7.286214306408982,-28.4,42.3,1.864186065002029,2019-11-01,2026-02-01,6,70.69999999999999
ECB,EU,gdp_qoq,GDP (QoQ),Growth,quarterly,1,24,0.20833333333333334,0.25,3.7287271014518417,-11.8,12.5,0.07817506725745141,2019-10-01,2025-10-01,5,24.3
ECB,EU,manufacturing_pmi,Manufacturing PMI,Growth,monthly,2,69,50.86376811594203,49.5,5.89999927752968,33.4,63.4,0.29628351687005705,2019-12-01,2026-04-01,0,30.0
ECB,EU,new_car_sales_yoy,New Car Sales (YoY),Growth,monthly,3,5,3.5799999999999996,2.1,6.070172979413354,-3.9,12.5,0.537557812211624,2025-11-01,2026-03-01,0,16.4
ECB,EU,services_pmi,Services PMI,Growth,monthly,2,19,51.56842105263158,51.2,2.886953917882413,47.4,57.7,0.6463021433208846,2022-03-01,2026-04-01,0,10.300000000000004
ECB,EU,consumer_inflation_expectation,Consumer Inflation Expectation,Inflation,monthly,2,76,17.224999999999998,15.25,15.083846768425268,2.4,59.8,0.7534716931019679,2019-12-01,2026-03-01,0,57.4
ECB,EU,core_cpi_yoy,Core HICP (YoY),Inflation,monthly,1,76,2.6842105263157894,2.6,1.5306689284169372,0.2,5.7,0.36744045545085713,2019-12-01,2026-03-01,0,5.5
ECB,EU,cpi_headline_mom,Headline HICP (MoM),Inflation,monthly,2,72,0.30972222222222223,0.3,0.5148935955228859,-1.0,2.4,0.8173778537095775,2019-12-01,2026-03-01,1,3.4
ECB,EU,cpi_headline_yoy,Headline HICP (YoY),Inflation,monthly,1,76,3.4407894736842106,2.4,2.8814430473441113,-0.3,10.6,0.9722699733801508,2019-12-01,2026-03-01,0,10.9
ECB,EU,cpi_index,Consumer Price Index,Inflation,monthly,2,50,122.59020000000001,124.22,7.057456757044354,100.08,129.7,-1.8148625215521876,2022-02-01,2026-03-01,2,29.61999999999999
ECB,EU,unemployment_rate,Unemployment Rate,Labor,monthly,1,76,6.873684210526315,6.55,0.680268264937225,6.1,8.4,0.9178060441599641,2019-11-01,2026-02-01,0,2.3000000000000007
ECB,EU,ecb_deposit_rate,ECB Deposit Rate,Monetary Policy,monthly,1,3,2.15,2.15,0.0,2.15,2.15,0.0,2025-09-11,2025-12-18,0,0.0
ECB,EU,consumer_confidence,Consumer Confidence,Sentiment,monthly,2,77,-14.876623376623376,-14.8,5.457464615308202,-28.8,-3.3,-0.11831456316215283,2019-12-01,2026-04-01,0,25.5
ECB,EU,economic_sentiment,Economic Sentiment,Sentiment,monthly,2,77,96.3896103896104,96.0,16.692265656313502,-20.4,119.0,-4.547293210454984,2019-12-01,2026-04-01,5,139.4
ECB,EU,zew_economic_sentiment,ZEW Economic Sentiment Index,Sentiment,monthly,2,76,19.646052631578947,25.0,35.13563980078528,-60.7,84.0,-0.5412724085128384,2020-01-01,2026-04-01,0,144.7
FED,US,ism_manufacturing_employment,ISM Manufacturing Employment,Growth,monthly,2,33,48.45151515151515,48.8,5.911964627564661,27.5,59.6,-1.822862614082344,2020-03-01,2026-03-01,2,32.1
FED,US,ism_manufacturing_new_orders,ISM Manufacturing New Orders,Growth,monthly,2,33,51.71515151515151,49.2,9.830504857715892,27.1,68.0,-0.14297594493036653,2020-03-01,2026-03-01,0,40.9
FED,US,ism_manufacturing_pmi,ISM Manufacturing PMI,Growth,monthly,1,33,52.127272727272725,49.2,6.053938425070528,41.5,64.7,0.4462369078852951,2020-03-01,2026-03-01,0,23.200000000000003
FED,US,ism_manufacturing_prices,ISM Manufacturing Prices Paid,Growth,monthly,2,33,62.721212121212126,60.9,17.11281971169125,35.3,89.6,0.15665597998151212,2020-03-01,2026-03-01,0,54.3
FED,US,ism_services_business_activity,ISM Services Business Activity,Growth,monthly,2,15,54.92666666666666,54.1,3.3394752938291425,50.0,61.2,0.4410577404987182,2023-04-01,2026-03-01,0,11.200000000000003
FED,US,ism_services_employment,ISM Services Employment,Growth,monthly,2,26,50.22692307692308,51.5,6.475217846053225,30.0,58.8,-2.088166778629424,2020-02-01,2026-03-01,2,28.799999999999997
FED,US,ny_empire_state_mfg,NY Empire State Manufacturing Index,Growth,monthly,2,39,0.8435897435897434,4.5,22.008835485009374,-78.2,31.9,-1.3649888050539922,2020-03-01,2026-04-01,0,110.1
FED,US,philly_fed_mfg,Philadelphia Fed Manufacturing Index,Growth,monthly,2,40,4.6825,1.9500000000000002,23.332379696629584,-56.6,51.8,-0.21120142426919472,2020-03-01,2026-04-01,0,108.4
FED,US,redbook_yoy,Redbook Retail Sales (YoY),Growth,weekly,3,170,6.657058823529412,6.15,6.006346017482379,-9.7,21.4,-0.3594087346541203,2020-03-07,2026-04-18,0,31.099999999999998
FED,US,retail_sales_mom,Retail Sales (MoM),Growth,monthly,1,38,0.2605263157894737,0.35,4.5959758822365,-16.4,17.7,0.23390780082000343,2020-02-01,2026-03-01,5,34.099999999999994
FED,US,retail_sales_yoy,Retail Sales (YoY),Growth,monthly,2,41,6.336585365853659,4.0,10.709265990196545,-21.6,51.2,1.8596661484848933,2020-02-01,2026-03-01,4,72.80000000000001
FED,US,sp_global_composite_pmi,S&P Global Composite PMI,Growth,monthly,2,31,52.25806451612903,52.8,2.78864055213867,44.6,57.7,-0.6648367250762851,2022-03-01,2026-04-01,0,13.100000000000001
FED,US,sp_global_manufacturing_pmi,S&P Global Manufacturing PMI,Growth,monthly,2,29,50.97931034482759,50.2,3.1517998611161895,46.2,59.2,1.168164391931021,2022-03-01,2026-04-01,0,13.0
FED,US,sp_global_services_pmi,S&P Global Services PMI,Growth,monthly,2,31,52.44516129032258,52.7,3.0939552582067096,44.4,58.5,-0.4772185451079023,2022-03-01,2026-04-01,0,14.100000000000001
FED,US,new_home_sales,New Home Sales,Housing,monthly,2,43,1.1743488372093023,0.724,8.642704594555376,-18.2,28.8,0.7221970832277153,2020-02-01,2026-01-01,14,47.0
FED,US,consumer_inflation_expectations,Consumer Inflation Expectations,Inflation,monthly,2,37,3.9210810810810814,3.4,1.2434802946742836,2.54,6.6,0.9927205730579624,2020-02-01,2026-03-01,0,4.06
FED,US,core_cpi_index,Core CPI Index,Inflation,monthly,2,3,333.49,333.51,0.6902173570695076,332.79,334.17,-0.1302842247129845,2026-01-01,2026-03-01,0,1.3799999999999955
FED,US,core_cpi_mom,Core CPI (MoM),Inflation,monthly,1,34,0.30294117647058827,0.3,0.24056158301527783,-0.4,0.9,-0.24481161064362666,2020-02-01,2026-03-01,0,1.3
FED,US,core_cpi_yoy,Core CPI (YoY),Inflation,monthly,1,36,3.6416666666666666,3.3499999999999996,1.6619051030153835,1.2,6.6,0.35752981754626917,2020-02-01,2026-03-01,0,5.3999999999999995
FED,US,core_pce_price_index_mom,Core PCE Price Index (MoM),Inflation,monthly,1,42,0.26666666666666666,0.3,0.18566514135789502,-0.4,0.7,-0.8287388973663096,2020-02-01,2026-02-01,0,1.1
FED,US,core_pce_price_index_yoy,Core PCE Price Index (YoY),Inflation,monthly,1,45,3.2444444444444445,3.1,1.278236632587601,1.0,5.4,-0.03825810635245026,2020-02-01,2026-02-01,0,4.4
FED,US,core_pce_prices_qoq,Core PCE Prices (QoQ),Inflation,quarterly,2,20,3.335,3.6,1.7024054189664444,-0.8,6.1,-0.6238010390152176,2019-10-01,2025-10-01,0,6.8999999999999995
FED,US,core_ppi_mom,Core PPI (MoM),Inflation,monthly,2,32,0.284375,0.25,0.32736422942905263,-0.4,1.0,-0.04035964364017536,2020-02-01,2026-03-01,0,1.4
FED,US,core_ppi_yoy,Core PPI (YoY),Inflation,monthly,2,36,3.813888888888889,3.1,2.4251247717860127,0.3,9.2,0.8052782270427628,2020-02-01,2026-03-01,0,8.899999999999999
FED,US,cpi_headline_mom,Headline CPI (MoM),Inflation,monthly,2,32,0.3375,0.3,0.39574348159610473,-0.8,1.2,-0.2908395024396695,2020-02-01,2026-03-01,0,2.0
FED,US,cpi_headline_yoy,Headline CPI (YoY),Inflation,monthly,1,36,3.8499999999999996,3.1500000000000004,2.434924463480776,0.1,8.6,0.6512041887425474,2020-02-01,2026-03-01,0,8.5
FED,US,cpi_index,CPI Index,Inflation,monthly,2,28,301.0947857142857,303.745,19.334256854105583,264.877,330.21,-0.41796562829583556,2021-03-01,2026-03-01,0,65.33299999999997
FED,US,cpi_sa_index,CPI SA Index,Inflation,monthly,2,16,314.9775625,314.33950000000004,9.34607210877914,301.81,330.293,0.1527451087917608,2023-03-01,2026-03-01,0,28.483000000000004
FED,US,export_prices_mom,Export Prices (MoM),Inflation,monthly,3,37,0.3270270270270271,0.5,1.404486590389023,-3.3,4.5,0.3015664052955268,2020-02-01,2026-03-01,0,7.8
FED,US,export_prices_yoy,Export Prices (YoY),Inflation,monthly,3,39,3.520512820512821,1.7,8.428778380836238,-10.1,18.9,0.6391694040354785,2020-02-01,2026-03-01,0,29.0
FED,US,import_prices_mom,Import Prices (MoM),Inflation,monthly,3,36,0.15833333333333333,0.15000000000000002,0.9929393593913837,-2.6,2.6,-0.5768473727801935,2020-02-01,2026-03-01,0,5.2
FED,US,import_prices_yoy,Import Prices (YoY),Inflation,monthly,3,38,2.0421052631578944,0.55,5.639658393859596,-6.8,12.5,0.578111579967961,2020-02-01,2026-03-01,0,19.3
FED,US,inflation_expectations,Inflation Expectations,Inflation,monthly,2,11,4.027272727272727,3.5,1.3682769522950453,2.7,6.6,1.2464770954914761,2024-04-01,2025-12-01,0,3.8999999999999995
FED,US,michigan_inflation_expectations,Michigan Inflation Expectations,Inflation,monthly,2,46,3.9717391304347824,4.15,1.1166742374824468,2.1,6.6,0.2841948492836616,2020-03-01,2026-04-01,0,4.5
FED,US,pce_price_index_mom,PCE Price Index (MoM),Inflation,monthly,1,40,0.27749999999999997,0.3,0.24960224768876188,-0.5,0.9,-0.5737007368142875,2020-02-01,2026-02-01,0,1.4
FED,US,pce_price_index_yoy,PCE Price Index (YoY),Inflation,monthly,1,45,3.382222222222222,2.8,1.7538644200850886,0.5,6.6,0.39790807397245237,2020-02-01,2026-02-01,0,6.1
FED,US,pce_prices_qoq,PCE Prices (QoQ),Inflation,quarterly,2,20,3.565,3.7,2.230948582766391,-1.6,7.3,-0.15506500550712693,2019-10-01,2025-10-01,0,8.9
FED,US,ppi_ex_food_energy_trade_mom,"PPI Ex Food, Energy and Trade (MoM)",Inflation,monthly,3,12,0.19166666666666665,0.15000000000000002,0.16213537179739276,-0.1,0.5,0.3131833443855925,2023-09-01,2026-03-01,0,0.6
FED,US,ppi_ex_food_energy_trade_yoy,"PPI Ex Food, Energy and Trade (YoY)",Inflation,monthly,3,13,3.1153846153846154,3.1,0.36019937499055954,2.5,3.6,-0.12202787912517171,2023-09-01,2026-03-01,0,1.1
FED,US,ppi_index,PPI Index,Inflation,monthly,2,10,146.0181,147.8745,8.116567288234856,131.5,154.006,-1.2601557921169109,2024-04-01,2026-03-01,0,22.506
FED,US,ppi_mom,PPI (MoM),Inflation,monthly,2,35,0.26857142857142857,0.4,0.5239956379316802,-1.3,1.4,-0.8103981904307009,2020-02-01,2026-03-01,1,2.7
FED,US,ppi_yoy,PPI (YoY),Inflation,monthly,2,36,3.986111111111111,2.7,3.530694207560545,-1.2,11.2,0.7538892873565474,2020-02-01,2026-03-01,0,12.399999999999999
FED,US,umich_inflation_exp_1y,UMich 1Y Inflation Expectations,Inflation,monthly,2,3,4.0,3.8,0.721110255092798,3.4,4.8,1.1520696383139382,2026-02-01,2026-04-01,0,1.4
FED,US,umich_inflation_exp_5y,UMich 5Y Inflation Expectations,Inflation,monthly,2,46,3.0,3.0,0.4027681991198194,2.3,4.4,1.6086061255452087,2020-03-01,2026-04-01,3,2.1000000000000005
FED,US,adp_employment_change,ADP Employment Change,Labor,monthly,2,35,-389.57142857142856,192.0,3500.193181943587,-20236.0,978.0,-5.685432781792032,2020-03-01,2026-03-01,2,21214.0
FED,US,average_weekly_hours,Average Weekly Hours,Labor,monthly,2,37,34.475675675675674,34.4,0.23617955199546867,34.2,35.0,0.6822212382116241,2020-02-01,2026-03-01,0,0.7999999999999972
FED,US,avg_hourly_earnings_level,Average Hourly Earnings,Labor,monthly,2,3,4.0,4.0,0.09999999999999976,3.9,4.1,0.0,2024-05-03,2024-11-01,0,0.19999999999999973
FED,US,avg_hourly_earnings_mom,Average Hourly Earnings (MoM),Labor,monthly,2,37,0.41081081081081083,0.3,0.772364257683217,-1.0,4.7,4.834116156216087,2020-02-01,2026-03-01,2,5.7
FED,US,avg_hourly_earnings_yoy,Average Hourly Earnings (YoY),Labor,monthly,1,36,4.2555555555555555,4.2,1.2248485491088148,0.3,7.9,-0.14137835285891528,2020-02-01,2026-03-01,2,7.6000000000000005
FED,US,challenger_job_cuts,Challenger Job Cuts,Labor,monthly,3,35,87.10185714285714,57.727,123.02448028510491,14.875,671.129,3.8229889604813576,2020-02-01,2026-03-01,2,656.254
FED,US,continuing_jobless_claims,Continuing Jobless Claims,Labor,weekly,2,179,3667.983240223464,1869.0,4724.30375046777,1306.0,25073.0,3.0142409998841693,2020-02-22,2026-04-11,23,23767.0
FED,US,employment_cost_benefits_qoq,Employment Cost - Benefits (QoQ),Labor,quarterly,2,13,0.9230769230769231,0.9,0.35626265159721265,0.4,1.8,1.083331108362974,2020-01-01,2025-10-01,0,1.4
FED,US,employment_cost_index_qoq,Employment Cost Index (QoQ),Labor,quarterly,2,13,0.9846153846153847,0.9,0.267226975453932,0.5,1.4,-0.1156171973118227,2020-01-01,2025-10-01,0,0.8999999999999999
FED,US,employment_cost_wages_qoq,Employment Cost - Wages (QoQ),Labor,quarterly,2,13,0.9923076923076923,1.0,0.29569561619323576,0.4,1.5,-0.2543830115486657,2020-01-01,2025-10-01,0,1.1
FED,US,government_payrolls,Government Payrolls,Labor,monthly,2,37,-45.83783783783784,12.0,201.14719783083035,-980.0,136.0,-3.498575693114848,2020-02-01,2026-03-01,3,1116.0
FED,US,initial_jobless_claims,Initial Jobless Claims,Labor,weekly,2,181,545.1270718232045,229.0,967.1125295818246,166.0,6648.0,4.425489011199078,2020-02-28,2026-04-18,21,6482.0
FED,US,jobless_claims_4week_average,Jobless Claims 4-Week Average,Labor,weekly,2,176,543.0099431818181,227.125,914.5575196160615,58.0,5786.5,3.9771548234612455,2020-03-28,2026-04-18,24,5728.5
FED,US,manufacturing_payrolls,Manufacturing Payrolls,Labor,monthly,2,37,-17.135135135135137,15.0,225.88642207019808,-1330.0,225.0,-5.721491384447311,2020-02-01,2026-03-01,2,1555.0
FED,US,nfp,Non-Farm Payrolls,Labor,monthly,1,37,-252.8108108108108,245.0,3450.71082723737,-20500.0,2509.0,-5.911612052942538,2020-02-01,2026-03-01,4,23009.0
