ranking_id,date,window_months,currency,country_code,overall_stance_score,overall_stance_label,trend_label,confidence,rank_strongest,rank_weakest,percentile_rank,meter_color,processed_at
7816,2023-02-01,1,JPY,JP,0.501733,mildly_bullish,flat,high,2,4,0.750000,green,2026-04-25T22:57:22.032529+00:00
7817,2023-02-01,1,AUD,AU,0.565418,mildly_bullish,weakening,medium,1,5,1.000000,green,2026-04-25T22:57:22.032529+00:00
7818,2023-02-01,2,EUR,EU,-0.219760,neutral,weakening,high,5,1,0.000000,orange,2026-04-25T22:57:22.032529+00:00
7819,2023-02-01,2,CAD,CA,0.001790,neutral,flat,high,4,2,0.250000,orange,2026-04-25T22:57:22.032529+00:00
7820,2023-02-01,2,GBP,UK,0.055075,neutral,weakening,high,3,3,0.500000,orange,2026-04-25T22:57:22.032529+00:00
7821,2023-02-01,2,JPY,JP,0.474334,mildly_bullish,weakening,high,2,4,0.750000,green,2026-04-25T22:57:22.032529+00:00
7822,2023-02-01,2,AUD,AU,0.833836,bullish,flat,medium,1,5,1.000000,green,2026-04-25T22:57:22.032529+00:00
7823,2023-02-01,3,EUR,EU,-0.219236,neutral,weakening,high,5,1,0.000000,orange,2026-04-25T22:57:22.032529+00:00
7824,2023-02-01,3,CAD,CA,0.007892,neutral,flat,high,4,2,0.250000,orange,2026-04-25T22:57:22.032529+00:00
7825,2023-02-01,3,GBP,UK,0.208749,neutral,weakening,high,3,3,0.500000,orange,2026-04-25T22:57:22.032529+00:00
7826,2023-02-01,3,JPY,JP,0.425457,mildly_bullish,weakening,high,2,4,0.750000,green,2026-04-25T22:57:22.032529+00:00
7827,2023-02-01,3,AUD,AU,0.837675,bullish,weakening,medium,1,5,1.000000,green,2026-04-25T22:57:22.032529+00:00
7828,2023-02-02,1,CHF,CH,-1.383079,bearish,weakening,high,2,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7829,2023-02-02,1,AUD,AU,0.458745,mildly_bullish,weakening,medium,1,2,1.000000,green,2026-04-25T22:57:22.032529+00:00
7830,2023-02-02,2,CHF,CH,-1.355315,bearish,weakening,high,2,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7831,2023-02-02,2,AUD,AU,0.796223,bullish,flat,medium,1,2,1.000000,green,2026-04-25T22:57:22.032529+00:00
7832,2023-02-02,3,CHF,CH,-0.893024,bearish,weakening,high,2,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7833,2023-02-02,3,AUD,AU,0.825452,bullish,weakening,medium,1,2,1.000000,green,2026-04-25T22:57:22.032529+00:00
7834,2023-02-03,1,EUR,EU,-0.397292,mildly_bearish,weakening,high,2,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7835,2023-02-03,1,JPY,JP,0.516769,mildly_bullish,flat,high,1,2,1.000000,green,2026-04-25T22:57:22.032529+00:00
7836,2023-02-03,2,EUR,EU,-0.287321,mildly_bearish,weakening,high,2,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7837,2023-02-03,2,JPY,JP,0.483150,mildly_bullish,flat,high,1,2,1.000000,green,2026-04-25T22:57:22.032529+00:00
7838,2023-02-03,3,EUR,EU,-0.290436,mildly_bearish,weakening,high,2,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7839,2023-02-03,3,JPY,JP,0.430868,mildly_bullish,weakening,high,1,2,1.000000,green,2026-04-25T22:57:22.032529+00:00
7840,2023-02-06,1,CAD,CA,-0.291855,mildly_bearish,weakening,high,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7841,2023-02-06,1,AUD,AU,0.359107,mildly_bullish,weakening,medium,2,2,0.500000,green,2026-04-25T22:57:22.032529+00:00
7842,2023-02-06,1,JPY,JP,0.551684,mildly_bullish,flat,high,1,3,1.000000,green,2026-04-25T22:57:22.032529+00:00
7843,2023-02-06,2,CAD,CA,-0.037889,neutral,flat,high,3,1,0.000000,orange,2026-04-25T22:57:22.032529+00:00
7844,2023-02-06,2,JPY,JP,0.496835,mildly_bullish,flat,high,2,2,0.500000,green,2026-04-25T22:57:22.032529+00:00
7845,2023-02-06,2,AUD,AU,0.713804,mildly_bullish,weakening,medium,1,3,1.000000,green,2026-04-25T22:57:22.032529+00:00
7846,2023-02-06,3,CAD,CA,0.003334,neutral,flat,high,3,1,0.000000,orange,2026-04-25T22:57:22.032529+00:00
7847,2023-02-06,3,JPY,JP,0.435020,mildly_bullish,weakening,high,2,2,0.500000,green,2026-04-25T22:57:22.032529+00:00
7848,2023-02-06,3,AUD,AU,0.817165,bullish,weakening,medium,1,3,1.000000,green,2026-04-25T22:57:22.032529+00:00
7849,2023-02-07,1,CHF,CH,-1.540281,bearish,weakening,high,5,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7850,2023-02-07,1,CAD,CA,-0.310924,mildly_bearish,weakening,high,4,2,0.250000,red,2026-04-25T22:57:22.032529+00:00
7851,2023-02-07,1,AUD,AU,0.342888,mildly_bullish,weakening,medium,3,3,0.500000,green,2026-04-25T22:57:22.032529+00:00
7852,2023-02-07,1,GBP,UK,0.391694,mildly_bullish,improving,high,2,4,0.750000,green,2026-04-25T22:57:22.032529+00:00
7853,2023-02-07,1,JPY,JP,0.557100,mildly_bullish,flat,high,1,5,1.000000,green,2026-04-25T22:57:22.032529+00:00
7854,2023-02-07,2,CHF,CH,-1.417281,bearish,weakening,high,5,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7855,2023-02-07,2,CAD,CA,-0.057969,neutral,flat,high,4,2,0.250000,orange,2026-04-25T22:57:22.032529+00:00
7856,2023-02-07,2,GBP,UK,0.041147,neutral,weakening,high,3,3,0.500000,orange,2026-04-25T22:57:22.032529+00:00
7857,2023-02-07,2,JPY,JP,0.500908,mildly_bullish,flat,high,2,4,0.750000,green,2026-04-25T22:57:22.032529+00:00
7858,2023-02-07,2,AUD,AU,0.692483,mildly_bullish,weakening,medium,1,5,1.000000,green,2026-04-25T22:57:22.032529+00:00
7859,2023-02-07,3,CHF,CH,-1.040206,bearish,weakening,high,5,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7860,2023-02-07,3,CAD,CA,-0.010553,neutral,flat,high,4,2,0.250000,orange,2026-04-25T22:57:22.032529+00:00
7861,2023-02-07,3,GBP,UK,0.204969,neutral,weakening,high,3,3,0.500000,orange,2026-04-25T22:57:22.032529+00:00
7862,2023-02-07,3,JPY,JP,0.440232,mildly_bullish,weakening,high,2,4,0.750000,green,2026-04-25T22:57:22.032529+00:00
7863,2023-02-07,3,AUD,AU,0.795475,bullish,weakening,medium,1,5,1.000000,green,2026-04-25T22:57:22.032529+00:00
7864,2023-02-08,1,JPY,JP,0.562415,mildly_bullish,improving,high,1,1,0.000000,green,2026-04-25T22:57:22.032529+00:00
7865,2023-02-08,2,JPY,JP,0.501755,mildly_bullish,flat,high,1,1,0.000000,green,2026-04-25T22:57:22.032529+00:00
7866,2023-02-08,3,JPY,JP,0.445366,mildly_bullish,weakening,high,1,1,0.000000,green,2026-04-25T22:57:22.032529+00:00
7867,2023-02-09,1,JPY,JP,0.577806,mildly_bullish,improving,high,1,1,0.000000,green,2026-04-25T22:57:22.032529+00:00
7868,2023-02-09,2,JPY,JP,0.505489,mildly_bullish,flat,high,1,1,0.000000,green,2026-04-25T22:57:22.032529+00:00
7869,2023-02-09,3,JPY,JP,0.451224,mildly_bullish,weakening,high,1,1,0.000000,green,2026-04-25T22:57:22.032529+00:00
7870,2023-02-10,1,CAD,CA,-0.321292,mildly_bearish,weakening,high,2,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7871,2023-02-10,1,GBP,UK,0.364051,mildly_bullish,improving,high,1,2,1.000000,green,2026-04-25T22:57:22.032529+00:00
7872,2023-02-10,2,CAD,CA,-0.071948,neutral,flat,high,2,1,0.000000,orange,2026-04-25T22:57:22.032529+00:00
7873,2023-02-10,2,GBP,UK,0.039205,neutral,weakening,high,1,2,1.000000,orange,2026-04-25T22:57:22.032529+00:00
7874,2023-02-10,3,CAD,CA,-0.021504,neutral,flat,high,2,1,0.000000,orange,2026-04-25T22:57:22.032529+00:00
7875,2023-02-10,3,GBP,UK,0.197271,neutral,weakening,high,1,2,1.000000,orange,2026-04-25T22:57:22.032529+00:00
7876,2023-02-13,1,CHF,CH,-1.397816,bearish,weakening,high,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7877,2023-02-13,1,AUD,AU,0.180770,neutral,weakening,medium,2,2,0.500000,orange,2026-04-25T22:57:22.032529+00:00
7878,2023-02-13,1,JPY,JP,0.623059,mildly_bullish,improving,high,1,3,1.000000,green,2026-04-25T22:57:22.032529+00:00
7879,2023-02-13,2,CHF,CH,-1.381167,bearish,weakening,high,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7880,2023-02-13,2,JPY,JP,0.520613,mildly_bullish,flat,high,2,2,0.500000,green,2026-04-25T22:57:22.032529+00:00
7881,2023-02-13,2,AUD,AU,0.605051,mildly_bullish,weakening,medium,1,3,1.000000,green,2026-04-25T22:57:22.032529+00:00
7882,2023-02-13,3,CHF,CH,-1.023146,bearish,weakening,high,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7883,2023-02-13,3,JPY,JP,0.460158,mildly_bullish,weakening,high,2,2,0.500000,green,2026-04-25T22:57:22.032529+00:00
7884,2023-02-13,3,AUD,AU,0.788650,bullish,weakening,medium,1,3,1.000000,green,2026-04-25T22:57:22.032529+00:00
7885,2023-02-14,1,CHF,CH,-1.303127,bearish,weakening,high,4,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7886,2023-02-14,1,AUD,AU,0.180172,neutral,weakening,medium,3,2,0.333333,orange,2026-04-25T22:57:22.032529+00:00
7887,2023-02-14,1,GBP,UK,0.407895,mildly_bullish,improving,high,2,3,0.666667,green,2026-04-25T22:57:22.032529+00:00
7888,2023-02-14,1,JPY,JP,0.637413,mildly_bullish,improving,high,1,4,1.000000,green,2026-04-25T22:57:22.032529+00:00
7889,2023-02-14,2,CHF,CH,-1.359365,bearish,weakening,high,4,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7890,2023-02-14,2,GBP,UK,-0.169643,neutral,weakening,high,3,2,0.333333,orange,2026-04-25T22:57:22.032529+00:00
7891,2023-02-14,2,JPY,JP,0.524782,mildly_bullish,flat,high,2,3,0.666667,green,2026-04-25T22:57:22.032529+00:00
7892,2023-02-14,2,AUD,AU,0.588868,mildly_bullish,weakening,medium,1,4,1.000000,green,2026-04-25T22:57:22.032529+00:00
7893,2023-02-14,3,CHF,CH,-1.078159,bearish,weakening,high,4,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7894,2023-02-14,3,GBP,UK,0.182977,neutral,weakening,high,3,2,0.333333,orange,2026-04-25T22:57:22.032529+00:00
7895,2023-02-14,3,JPY,JP,0.479279,mildly_bullish,flat,high,2,3,0.666667,green,2026-04-25T22:57:22.032529+00:00
7896,2023-02-14,3,AUD,AU,0.773510,bullish,weakening,medium,1,4,1.000000,green,2026-04-25T22:57:22.032529+00:00
7897,2023-02-15,1,CAD,CA,-0.332975,mildly_bearish,weakening,high,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7898,2023-02-15,1,GBP,UK,0.183628,neutral,improving,high,2,2,0.500000,orange,2026-04-25T22:57:22.032529+00:00
7899,2023-02-15,1,JPY,JP,0.665800,mildly_bullish,improving,high,1,3,1.000000,green,2026-04-25T22:57:22.032529+00:00
7900,2023-02-15,2,GBP,UK,-0.207966,neutral,weakening,high,3,1,0.000000,orange,2026-04-25T22:57:22.032529+00:00
7901,2023-02-15,2,CAD,CA,-0.098649,neutral,weakening,high,2,2,0.500000,orange,2026-04-25T22:57:22.032529+00:00
7902,2023-02-15,2,JPY,JP,0.528849,mildly_bullish,flat,high,1,3,1.000000,green,2026-04-25T22:57:22.032529+00:00
7903,2023-02-15,3,CAD,CA,-0.031415,neutral,flat,high,3,1,0.000000,orange,2026-04-25T22:57:22.032529+00:00
7904,2023-02-15,3,GBP,UK,0.170041,neutral,weakening,high,2,2,0.500000,orange,2026-04-25T22:57:22.032529+00:00
7905,2023-02-15,3,JPY,JP,0.498408,mildly_bullish,flat,high,1,3,1.000000,green,2026-04-25T22:57:22.032529+00:00
7906,2023-02-16,1,AUD,AU,0.046578,neutral,weakening,medium,1,1,0.000000,orange,2026-04-25T22:57:22.032529+00:00
7907,2023-02-16,2,AUD,AU,0.445150,mildly_bullish,weakening,medium,1,1,0.000000,green,2026-04-25T22:57:22.032529+00:00
7908,2023-02-16,3,AUD,AU,0.722497,mildly_bullish,weakening,medium,1,1,0.000000,green,2026-04-25T22:57:22.032529+00:00
7909,2023-02-17,1,CAD,CA,-0.474608,mildly_bearish,weakening,high,2,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7910,2023-02-17,1,GBP,UK,0.120112,neutral,improving,high,1,2,1.000000,orange,2026-04-25T22:57:22.032529+00:00
7911,2023-02-17,2,GBP,UK,-0.217365,neutral,weakening,high,2,1,0.000000,orange,2026-04-25T22:57:22.032529+00:00
7912,2023-02-17,2,CAD,CA,-0.118314,neutral,weakening,high,1,2,1.000000,orange,2026-04-25T22:57:22.032529+00:00
7913,2023-02-17,3,CAD,CA,-0.040752,neutral,flat,high,2,1,0.000000,orange,2026-04-25T22:57:22.032529+00:00
7914,2023-02-17,3,GBP,UK,0.102424,neutral,weakening,high,1,2,1.000000,orange,2026-04-25T22:57:22.032529+00:00
7915,2023-02-20,1,EUR,EU,-0.677307,mildly_bearish,weakening,high,2,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7916,2023-02-20,1,AUD,AU,-0.016881,neutral,weakening,medium,1,2,1.000000,orange,2026-04-25T22:57:22.032529+00:00
7917,2023-02-20,2,EUR,EU,-0.464689,mildly_bearish,weakening,high,2,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7918,2023-02-20,2,AUD,AU,0.383935,mildly_bullish,weakening,medium,1,2,1.000000,green,2026-04-25T22:57:22.032529+00:00
7919,2023-02-20,3,EUR,EU,-0.364194,mildly_bearish,weakening,high,2,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7920,2023-02-20,3,AUD,AU,0.676506,mildly_bullish,weakening,medium,1,2,1.000000,green,2026-04-25T22:57:22.032529+00:00
7921,2023-02-21,1,CHF,CH,-1.169254,bearish,flat,high,6,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7922,2023-02-21,1,EUR,EU,-0.757189,bearish,weakening,high,5,2,0.200000,red,2026-04-25T22:57:22.032529+00:00
7923,2023-02-21,1,NZD,NZ,-0.745915,mildly_bearish,weakening,medium,4,3,0.400000,red,2026-04-25T22:57:22.032529+00:00
7924,2023-02-21,1,CAD,CA,-0.499780,mildly_bearish,weakening,high,3,4,0.600000,red,2026-04-25T22:57:22.032529+00:00
7925,2023-02-21,1,GBP,UK,-0.040136,neutral,improving,high,2,5,0.800000,orange,2026-04-25T22:57:22.032529+00:00
7926,2023-02-21,1,JPY,JP,0.731631,mildly_bullish,improving,high,1,6,1.000000,green,2026-04-25T22:57:22.032529+00:00
7927,2023-02-21,2,CHF,CH,-1.343297,bearish,weakening,high,6,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7928,2023-02-21,2,NZD,NZ,-0.648617,mildly_bearish,weakening,medium,5,2,0.200000,red,2026-04-25T22:57:22.032529+00:00
7929,2023-02-21,2,EUR,EU,-0.522585,mildly_bearish,weakening,high,4,3,0.400000,red,2026-04-25T22:57:22.032529+00:00
7930,2023-02-21,2,GBP,UK,-0.227979,neutral,weakening,high,3,4,0.600000,orange,2026-04-25T22:57:22.032529+00:00
7931,2023-02-21,2,CAD,CA,-0.173791,neutral,weakening,high,2,5,0.800000,orange,2026-04-25T22:57:22.032529+00:00
7932,2023-02-21,2,JPY,JP,0.533237,mildly_bullish,flat,high,1,6,1.000000,green,2026-04-25T22:57:22.032529+00:00
7933,2023-02-21,3,CHF,CH,-1.112323,bearish,weakening,high,6,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7934,2023-02-21,3,EUR,EU,-0.411551,mildly_bearish,weakening,high,5,2,0.200000,red,2026-04-25T22:57:22.032529+00:00
7935,2023-02-21,3,NZD,NZ,-0.293256,mildly_bearish,weakening,medium,4,3,0.400000,red,2026-04-25T22:57:22.032529+00:00
7936,2023-02-21,3,CAD,CA,-0.048538,neutral,flat,high,3,4,0.600000,orange,2026-04-25T22:57:22.032529+00:00
7937,2023-02-21,3,GBP,UK,0.020317,neutral,weakening,high,2,5,0.800000,orange,2026-04-25T22:57:22.032529+00:00
7938,2023-02-21,3,JPY,JP,0.519481,mildly_bullish,flat,high,1,6,1.000000,green,2026-04-25T22:57:22.032529+00:00
7939,2023-02-22,1,CHF,CH,-1.111774,bearish,flat,high,4,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7940,2023-02-22,1,NZD,NZ,-0.815299,bearish,weakening,medium,3,2,0.333333,red,2026-04-25T22:57:22.032529+00:00
7941,2023-02-22,1,CAD,CA,-0.504699,mildly_bearish,weakening,high,2,3,0.666667,red,2026-04-25T22:57:22.032529+00:00
7942,2023-02-22,1,AUD,AU,-0.072263,neutral,weakening,medium,1,4,1.000000,orange,2026-04-25T22:57:22.032529+00:00
7943,2023-02-22,2,CHF,CH,-1.308789,bearish,weakening,high,4,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7944,2023-02-22,2,NZD,NZ,-0.725164,mildly_bearish,weakening,medium,3,2,0.333333,red,2026-04-25T22:57:22.032529+00:00
7945,2023-02-22,2,CAD,CA,-0.207332,neutral,weakening,high,2,3,0.666667,orange,2026-04-25T22:57:22.032529+00:00
7946,2023-02-22,2,AUD,AU,0.294493,mildly_bullish,weakening,medium,1,4,1.000000,green,2026-04-25T22:57:22.032529+00:00
7947,2023-02-22,3,CHF,CH,-1.100872,bearish,weakening,high,4,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7948,2023-02-22,3,NZD,NZ,-0.520223,mildly_bearish,weakening,medium,3,2,0.333333,red,2026-04-25T22:57:22.032529+00:00
7949,2023-02-22,3,CAD,CA,-0.061466,neutral,flat,high,2,3,0.666667,orange,2026-04-25T22:57:22.032529+00:00
7950,2023-02-22,3,AUD,AU,0.624242,mildly_bullish,weakening,medium,1,4,1.000000,green,2026-04-25T22:57:22.032529+00:00
7951,2023-02-23,1,EUR,EU,-0.865198,bearish,weakening,high,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7952,2023-02-23,1,CAD,CA,-0.514606,mildly_bearish,weakening,high,2,2,0.500000,red,2026-04-25T22:57:22.032529+00:00
7953,2023-02-23,1,JPY,JP,0.729885,mildly_bullish,improving,high,1,3,1.000000,green,2026-04-25T22:57:22.032529+00:00
7954,2023-02-23,2,EUR,EU,-0.557884,mildly_bearish,weakening,high,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7955,2023-02-23,2,CAD,CA,-0.240721,neutral,weakening,high,2,2,0.500000,orange,2026-04-25T22:57:22.032529+00:00
7956,2023-02-23,2,JPY,JP,0.575585,mildly_bullish,improving,high,1,3,1.000000,green,2026-04-25T22:57:22.032529+00:00
7957,2023-02-23,3,EUR,EU,-0.458719,mildly_bearish,weakening,high,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7958,2023-02-23,3,CAD,CA,-0.071898,neutral,flat,high,2,2,0.500000,orange,2026-04-25T22:57:22.032529+00:00
7959,2023-02-23,3,JPY,JP,0.524992,mildly_bullish,flat,high,1,3,1.000000,green,2026-04-25T22:57:22.032529+00:00
7960,2023-02-24,1,CAD,CA,-0.517320,mildly_bearish,weakening,high,2,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7961,2023-02-24,1,GBP,UK,-0.263770,mildly_bearish,weakening,high,1,2,1.000000,red,2026-04-25T22:57:22.032529+00:00
7962,2023-02-24,2,GBP,UK,-0.263131,mildly_bearish,weakening,high,2,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7963,2023-02-24,2,CAD,CA,-0.250738,mildly_bearish,weakening,high,1,2,1.000000,red,2026-04-25T22:57:22.032529+00:00
7964,2023-02-24,3,GBP,UK,-0.223907,neutral,weakening,high,2,1,0.000000,orange,2026-04-25T22:57:22.032529+00:00
7965,2023-02-24,3,CAD,CA,-0.083049,neutral,flat,high,1,2,1.000000,orange,2026-04-25T22:57:22.032529+00:00
7966,2023-02-27,1,EUR,EU,-1.008885,bearish,weakening,high,2,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7967,2023-02-27,1,JPY,JP,0.700682,mildly_bullish,improving,high,1,2,1.000000,green,2026-04-25T22:57:22.032529+00:00
7968,2023-02-27,2,EUR,EU,-0.577446,mildly_bearish,weakening,high,2,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7969,2023-02-27,2,JPY,JP,0.607470,mildly_bullish,improving,high,1,2,1.000000,green,2026-04-25T22:57:22.032529+00:00
7970,2023-02-27,3,EUR,EU,-0.486413,mildly_bearish,weakening,high,2,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7971,2023-02-27,3,JPY,JP,0.533368,mildly_bullish,flat,high,1,2,1.000000,green,2026-04-25T22:57:22.032529+00:00
7972,2023-02-28,1,NZD,NZ,-0.949018,bearish,weakening,medium,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7973,2023-02-28,1,CAD,CA,-0.489340,mildly_bearish,weakening,high,2,2,0.500000,red,2026-04-25T22:57:22.032529+00:00
7974,2023-02-28,1,AUD,AU,-0.087318,neutral,weakening,medium,1,3,1.000000,orange,2026-04-25T22:57:22.032529+00:00
7975,2023-02-28,2,NZD,NZ,-0.770988,bearish,weakening,medium,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7976,2023-02-28,2,CAD,CA,-0.236149,neutral,weakening,high,2,2,0.500000,orange,2026-04-25T22:57:22.032529+00:00
7977,2023-02-28,2,AUD,AU,0.228164,neutral,weakening,medium,1,3,1.000000,orange,2026-04-25T22:57:22.032529+00:00
7978,2023-02-28,3,NZD,NZ,-0.580381,mildly_bearish,weakening,medium,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7979,2023-02-28,3,CAD,CA,-0.073331,neutral,flat,high,2,2,0.500000,orange,2026-04-25T22:57:22.032529+00:00
7980,2023-02-28,3,AUD,AU,0.534709,mildly_bullish,weakening,medium,1,3,1.000000,green,2026-04-25T22:57:22.032529+00:00
7981,2023-03-01,1,EUR,EU,-1.156297,bearish,weakening,high,6,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7982,2023-03-01,1,CHF,CH,-0.843408,bearish,improving,high,5,2,0.200000,red,2026-04-25T22:57:22.032529+00:00
7983,2023-03-01,1,GBP,UK,-0.619564,mildly_bearish,weakening,high,4,3,0.400000,red,2026-04-25T22:57:22.032529+00:00
7984,2023-03-01,1,CAD,CA,-0.291300,mildly_bearish,weakening,high,3,4,0.600000,red,2026-04-25T22:57:22.032529+00:00
7985,2023-03-01,1,AUD,AU,-0.155827,neutral,weakening,medium,2,5,0.800000,orange,2026-04-25T22:57:22.032529+00:00
7986,2023-03-01,1,JPY,JP,0.730886,mildly_bullish,improving,high,1,6,1.000000,green,2026-04-25T22:57:22.032529+00:00
7987,2023-03-01,2,CHF,CH,-1.302351,bearish,weakening,high,6,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7988,2023-03-01,2,EUR,EU,-0.590125,mildly_bearish,weakening,high,5,2,0.200000,red,2026-04-25T22:57:22.032529+00:00
7989,2023-03-01,2,GBP,UK,-0.295565,mildly_bearish,weakening,high,4,3,0.400000,red,2026-04-25T22:57:22.032529+00:00
7990,2023-03-01,2,CAD,CA,-0.240743,neutral,weakening,high,3,4,0.600000,orange,2026-04-25T22:57:22.032529+00:00
7991,2023-03-01,2,AUD,AU,0.201399,neutral,weakening,medium,2,5,0.800000,orange,2026-04-25T22:57:22.032529+00:00
7992,2023-03-01,2,JPY,JP,0.614147,mildly_bullish,improving,high,1,6,1.000000,green,2026-04-25T22:57:22.032529+00:00
7993,2023-03-01,3,CHF,CH,-1.245135,bearish,weakening,high,6,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
7994,2023-03-01,3,EUR,EU,-0.540480,mildly_bearish,weakening,high,5,2,0.200000,red,2026-04-25T22:57:22.032529+00:00
7995,2023-03-01,3,GBP,UK,-0.304781,mildly_bearish,weakening,high,4,3,0.400000,red,2026-04-25T22:57:22.032529+00:00
7996,2023-03-01,3,CAD,CA,-0.067486,neutral,improving,high,3,4,0.600000,orange,2026-04-25T22:57:22.032529+00:00
7997,2023-03-01,3,AUD,AU,0.487163,mildly_bullish,weakening,medium,2,5,0.800000,green,2026-04-25T22:57:22.032529+00:00
7998,2023-03-01,3,JPY,JP,0.543857,mildly_bullish,flat,high,1,6,1.000000,green,2026-04-25T22:57:22.032529+00:00
7999,2023-03-02,1,EUR,EU,-1.186173,bearish,weakening,high,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
8000,2023-03-02,1,AUD,AU,-0.192585,neutral,weakening,medium,2,2,0.500000,orange,2026-04-25T22:57:22.032529+00:00
8001,2023-03-02,1,JPY,JP,0.772860,bullish,improving,high,1,3,1.000000,green,2026-04-25T22:57:22.032529+00:00
8002,2023-03-02,2,EUR,EU,-0.676828,mildly_bearish,weakening,high,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
8003,2023-03-02,2,AUD,AU,0.146268,neutral,weakening,medium,2,2,0.500000,orange,2026-04-25T22:57:22.032529+00:00
8004,2023-03-02,2,JPY,JP,0.636198,mildly_bullish,improving,high,1,3,1.000000,green,2026-04-25T22:57:22.032529+00:00
8005,2023-03-02,3,EUR,EU,-0.585429,mildly_bearish,weakening,high,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
8006,2023-03-02,3,AUD,AU,0.447377,mildly_bullish,weakening,medium,2,2,0.500000,green,2026-04-25T22:57:22.032529+00:00
8007,2023-03-02,3,JPY,JP,0.559409,mildly_bullish,flat,high,1,3,1.000000,green,2026-04-25T22:57:22.032529+00:00
8008,2023-03-03,1,EUR,EU,-1.161652,bearish,weakening,high,2,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
8009,2023-03-03,1,JPY,JP,0.854863,bullish,improving,high,1,2,1.000000,green,2026-04-25T22:57:22.032529+00:00
8010,2023-03-03,2,EUR,EU,-0.716778,mildly_bearish,weakening,high,2,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
8011,2023-03-03,2,JPY,JP,0.665318,mildly_bullish,improving,high,1,2,1.000000,green,2026-04-25T22:57:22.032529+00:00
8012,2023-03-03,3,EUR,EU,-0.625739,mildly_bearish,weakening,high,2,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
8013,2023-03-03,3,JPY,JP,0.574309,mildly_bullish,flat,high,1,2,1.000000,green,2026-04-25T22:57:22.032529+00:00
8014,2023-03-06,1,CHF,CH,-0.651643,mildly_bearish,improving,high,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
8015,2023-03-06,1,AUD,AU,-0.217981,neutral,weakening,medium,2,2,0.500000,orange,2026-04-25T22:57:22.032529+00:00
8016,2023-03-06,1,CAD,CA,-0.210033,neutral,flat,high,1,3,1.000000,orange,2026-04-25T22:57:22.032529+00:00
8017,2023-03-06,2,CHF,CH,-1.272769,bearish,weakening,high,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
8018,2023-03-06,2,CAD,CA,-0.286458,mildly_bearish,weakening,high,2,2,0.500000,red,2026-04-25T22:57:22.032529+00:00
8019,2023-03-06,2,AUD,AU,0.051038,neutral,weakening,medium,1,3,1.000000,orange,2026-04-25T22:57:22.032529+00:00
8020,2023-03-06,3,CHF,CH,-1.223744,bearish,weakening,high,3,1,0.000000,red,2026-04-25T22:57:22.032529+00:00
